RefundID,OrderID,RefundDate,RefundAmount,RefundReason,RefundStatus
503,6872,2024-06-22,288.9,Delivery Delay,Approved
504,6886,2025-01-08,1720.33,Poor Food Quality,Rejected
505,6889,2025-08-26,241.01,Poor Food Quality,Approved
506,6906,2025-06-01,267.24,Missing Item,Approved
507,6934,2025-01-15,76.48,Missing Item,Processed
508,6939,2025-10-30,84.2,Payment Issue,Processed
509,6940,2025-11-05,1266.45,Incorrect Order,Processed
510,6949,2023-12-26,551.96,Incorrect Order,Approved
511,6959,2024-05-16,186.96,Delivery Delay,Approved
512,6967,2024-11-16,55.5,Incorrect Order,Processed
513,6973,2024-05-24,1135.1,Payment Issue,Approved
514,6990,2025-10-31,244.27,Poor Food Quality,Approved
515,7000,2024-10-09,101.12,Missing Item,Processed
516,7039,2024-10-08,776.15,Payment Issue,Processed
517,7047,2026-04-12,1227.43,Incorrect Order,Requested
518,7053,2025-01-27,620.06,Poor Food Quality,Rejected
519,7061,2024-09-03,154.11,Missing Item,Approved
520,7063,2025-10-22,519.8,Incorrect Order,Processed
521,7077,2024-02-18,571.37,Incorrect Order,Approved
522,7080,2025-04-26,486.13,Payment Issue,Approved
523,7094,2025-12-01,179.95,Payment Issue,Approved
524,7126,2026-03-10,572.02,Payment Issue,Processed
525,7136,2024-11-09,895.67,Poor Food Quality,Requested
526,7150,2025-01-04,67.08,Incorrect Order,Processed
527,7188,2026-08-05,658.51,Delivery Delay,Requested
528,7207,2026-06-01,792.73,Delivery Delay,Processed
529,7213,2024-05-12,99.94,Payment Issue,Processed
530,7304,2025-05-24,598.14,Poor Food Quality,Approved
531,7306,2024-04-07,294.82,Incorrect Order,Rejected
532,7318,2025-07-07,166.2,Delivery Delay,Processed
533,7325,2025-09-05,162.35,Payment Issue,Rejected
534,7334,2026-06-11,1270.64,Missing Item,Rejected
535,7353,2024-12-18,263.19,Missing Item,Processed
536,7374,2026-04-30,385.67,Missing Item,Approved
537,7381,2026-01-05,955.68,Incorrect Order,Approved
538,7386,2024-09-07,344.9,Payment Issue,Approved
539,7394,2026-07-26,285.24,Delivery Delay,Rejected
540,7398,2024-12-29,209.97,Missing Item,Rejected
541,7400,2024-11-10,223.77,Incorrect Order,Requested
542,7410,2024-06-07,289.66,Delivery Delay,Requested
543,7448,2026-04-22,203.55,Poor Food Quality,Processed
544,7546,2024-10-27,455.76,Poor Food Quality,Requested
545,7558,2026-07-14,187.88,Payment Issue,Processed
546,7571,2026-07-09,744.39,Poor Food Quality,Approved
547,7593,2025-08-26,707.98,Delivery Delay,Processed
548,7595,2026-01-05,1033.14,Payment Issue,Processed
549,7606,2025-09-30,439.92,Delivery Delay,Processed
550,7631,2026-06-28,206.71,Incorrect Order,Processed
551,7646,2026-07-28,247.85,Payment Issue,Approved
552,7656,2026-02-24,341.31,Missing Item,Approved
553,7664,2025-11-16,22.89,Missing Item,Processed
554,7678,2026-02-23,157.29,Payment Issue,Approved
555,7692,2025-01-25,140.88,Delivery Delay,Requested
556,7701,2026-07-22,120.62,Incorrect Order,Approved
557,7716,2024-07-04,150.85,Delivery Delay,Approved
558,7727,2024-08-11,1611.59,Missing Item,Processed
559,7754,2025-09-23,68.98,Delivery Delay,Approved
560,7759,2025-04-08,161.82,Delivery Delay,Processed
561,7782,2026-02-03,503.11,Payment Issue,Rejected
562,7785,2025-02-20,666.97,Delivery Delay,Processed
563,7824,2025-12-30,93.15,Delivery Delay,Rejected
564,7825,2024-02-19,338.72,Incorrect Order,Approved
565,7827,2026-04-18,164.19,Payment Issue,Approved
566,7846,2025-02-20,923.16,Missing Item,Processed
567,7867,2024-01-08,580.74,Delivery Delay,Approved
568,7870,2025-09-27,1297.46,Payment Issue,Requested
569,7889,2026-06-22,185.0,Incorrect Order,Processed
570,7919,2023-12-17,679.84,Missing Item,Processed
571,7925,2024-01-21,227.94,Delivery Delay,Processed
572,7926,2024-05-04,726.15,Missing Item,Processed
573,7947,2025-01-29,126.66,Missing Item,Rejected
574,7977,2024-05-11,515.07,Payment Issue,Requested
575,7981,2024-07-24,580.35,Missing Item,Processed
576,8029,2026-05-01,132.41,Missing Item,Approved
577,8032,2024-06-25,160.05,Missing Item,Requested
578,8042,2024-09-28,119.21,Payment Issue,Processed
579,8055,2026-03-13,388.4,Incorrect Order,Requested
580,8076,2024-01-01,334.0,Poor Food Quality,Approved
581,8110,2026-04-30,198.89,Missing Item,Processed
582,8134,2025-08-26,485.91,Incorrect Order,Approved
583,8136,2025-10-11,105.32,Incorrect Order,Approved
584,8139,2026-07-19,399.43,Poor Food Quality,Requested
585,8146,2025-01-11,564.84,Poor Food Quality,Processed
586,8178,2024-02-02,431.0,Payment Issue,Processed
587,8198,2024-11-14,278.87,Poor Food Quality,Processed
588,8200,2024-05-07,400.99,Delivery Delay,Processed
589,8276,2024-01-20,233.5,Delivery Delay,Processed
590,8283,2025-05-06,516.21,Delivery Delay,Processed
591,8289,2024-12-02,801.27,Payment Issue,Requested
592,8310,2026-06-07,636.61,Incorrect Order,Requested
593,8316,2026-05-08,1028.15,Poor Food Quality,Processed
594,8357,2024-02-07,215.77,Poor Food Quality,Rejected
595,8359,2026-06-25,826.78,Delivery Delay,Approved
596,8365,2024-07-30,133.36,Delivery Delay,Approved
597,8366,2024-06-01,486.45,Payment Issue,Requested
598,8367,2025-12-27,269.99,Payment Issue,Processed
599,8370,2024-05-04,540.6,Missing Item,Requested
600,8382,2024-07-25,702.11,Missing Item,Approved
601,8388,2025-08-02,1251.99,Poor Food Quality,Processed
602,8406,2026-08-20,602.84,Missing Item,Processed
603,8423,2025-01-25,779.01,Incorrect Order,Rejected
604,8425,2026-03-22,410.53,Missing Item,Approved
605,8426,2024-08-09,1392.04,Payment Issue,Approved
606,8467,2024-02-24,1018.05,Missing Item,Approved
607,8469,2024-06-04,220.77,Payment Issue,Requested
608,8475,2025-04-26,479.91,Incorrect Order,Rejected
609,8489,2024-11-16,621.17,Poor Food Quality,Processed
610,8500,2025-04-21,368.98,Missing Item,Rejected
611,8505,2024-03-13,-224.82,Poor Food Quality,Processed
612,8527,2026-05-01,-480.84,Delivery Delay,Approved
613,8537,2025-03-02,665.14,Poor Food Quality,Approved
614,8539,2024-11-10,406.44,Payment Issue,Processed
615,8543,2024-03-12,43.46,Payment Issue,Approved
616,8560,2025-09-18,189.32,Incorrect Order,Processed
617,8563,2024-06-14,540.29,Delivery Delay,Rejected
618,8579,2026-03-20,86.01,Missing Item,Approved
619,8583,2025-09-01,-310.93,Incorrect Order,Requested
620,8591,2024-05-30,1220.4,Poor Food Quality,Rejected
621,8651,2026-07-12,1956.19,Missing Item,Rejected
622,8675,2025-02-01,1193.21,Poor Food Quality,Approved
623,8677,2025-05-17,995.09,Delivery Delay,Rejected
624,8679,2025-08-16,645.95,Incorrect Order,Requested
625,8680,2025-05-25,360.45,Incorrect Order,Processed
626,8688,2024-06-10,223.6,Poor Food Quality,Rejected
627,8705,2024-09-08,64.98,Missing Item,Approved
628,8714,2024-03-26,520.02,Missing Item,Approved
629,8728,2026-01-09,477.95,Incorrect Order,Approved
630,8741,2025-01-04,49.68,Poor Food Quality,Requested
631,8774,2025-05-04,556.76,Delivery Delay,Processed
632,8785,2024-05-31,1261.59,Missing Item,Approved
633,8797,2025-09-07,636.41,Missing Item,Approved
634,8861,2024-11-16,627.13,Poor Food Quality,Approved
635,8870,2023-12-20,751.34,Payment Issue,Processed
636,8875,2025-05-16,697.08,Incorrect Order,Processed
637,8885,2023-12-19,289.47,Poor Food Quality,Requested
638,8901,2024-08-21,183.05,Poor Food Quality,Rejected
639,8908,2024-08-31,990.21,Payment Issue,Approved
640,8935,2025-08-10,162.2,Poor Food Quality,Approved
641,8938,2026-02-01,661.05,Poor Food Quality,Processed
642,8955,2026-02-11,524.61,Missing Item,Processed
643,8961,2026-08-04,440.83,Delivery Delay,Rejected
644,9048,2026-01-27,701.13,Payment Issue,Approved
645,9063,2026-04-28,966.49,Poor Food Quality,Approved
646,9080,2025-12-22,522.57,Payment Issue,Requested
647,9121,2025-06-16,891.8,Delivery Delay,Approved
648,9123,2025-06-11,1221.52,Delivery Delay,Requested
649,9154,2024-12-25,457.91,Poor Food Quality,Requested
650,9155,2025-12-09,1869.75,Missing Item,Rejected
651,9237,2024-12-09,588.85,Missing Item,Approved
652,9265,2025-07-28,267.24,Payment Issue,Rejected
653,9269,2025-06-18,661.65,Incorrect Order,Processed
654,9285,2026-02-13,484.38,Payment Issue,Rejected
655,9286,2026-03-02,520.12,Incorrect Order,Processed
656,9291,2024-08-06,821.79,Incorrect Order,Requested
657,9294,2025-02-01,319.02,Missing Item,Approved
658,9297,2025-08-02,1328.77,Delivery Delay,Approved
659,9303,2026-03-19,200.04,Poor Food Quality,Processed
660,9313,2025-07-08,657.69,Incorrect Order,Approved
661,9318,2025-11-18,155.76,Payment Issue,Approved
662,9325,2024-12-28,891.99,Delivery Delay,Approved
663,9329,2026-03-30,381.46,Missing Item,Processed
664,9332,2025-02-20,920.64,Payment Issue,Approved
665,9341,2024-09-28,254.56,Payment Issue,Rejected
666,9343,2025-10-17,850.05,Missing Item,Processed
667,9366,2024-10-08,549.48,Delivery Delay,Approved
668,9375,2026-06-10,1437.48,Incorrect Order,Approved
669,9379,2026-05-15,230.34,Missing Item,Rejected
670,9398,2026-08-14,1181.6,Incorrect Order,Rejected
671,9409,2026-02-09,219.73,Poor Food Quality,Approved
672,9448,2026-04-26,317.6,Missing Item,Approved
673,9470,2025-11-12,460.26,Poor Food Quality,Requested
674,9479,2025-08-11,482.99,Missing Item,Requested
675,9488,2025-02-15,283.85,Incorrect Order,Requested
676,9493,2026-04-26,517.49,Missing Item,Rejected
677,9517,2025-01-24,402.95,Incorrect Order,Approved
678,9529,2024-06-29,619.63,Delivery Delay,Approved
679,9532,2024-12-01,646.6,Missing Item,Approved
680,9536,2024-10-08,358.19,Incorrect Order,Rejected
681,9555,2025-06-30,437.32,Payment Issue,Approved
682,9568,2024-01-07,144.0,Poor Food Quality,Processed
683,9587,2025-03-06,653.42,Incorrect Order,Requested
684,9589,2024-09-22,286.3,Poor Food Quality,Processed
685,9620,2025-12-26,237.88,Poor Food Quality,Approved
686,9642,2025-01-20,396.43,Poor Food Quality,Approved
687,9645,2025-09-06,108.26,Incorrect Order,Processed
688,9650,2024-04-06,1161.5,Poor Food Quality,Rejected
689,9652,2026-02-25,211.76,Payment Issue,Processed
690,9672,2026-04-26,567.25,Incorrect Order,Requested
691,9683,2024-04-11,2018.2,Poor Food Quality,Approved
692,9709,2025-05-24,1129.97,Payment Issue,Processed
693,9712,2025-05-31,1596.09,Delivery Delay,Processed
694,9728,2024-10-24,726.71,Missing Item,Approved
695,9734,2023-12-27,1068.1,Payment Issue,Processed
696,9757,2026-07-18,1216.53,Delivery Delay,Rejected
697,9761,2026-06-08,1260.65,Incorrect Order,Requested
698,9794,2025-07-12,765.86,Delivery Delay,Approved
699,9797,2024-11-11,501.56,Poor Food Quality,Processed
700,9828,2024-11-06,188.19,Poor Food Quality,Approved
701,9839,2025-01-03,402.88,Poor Food Quality,Requested
702,9847,2025-06-12,581.74,Poor Food Quality,Approved
703,9863,2024-11-18,2053.85,Incorrect Order,Approved
704,9873,2026-07-10,419.97,Incorrect Order,Approved
705,9893,2023-12-15,279.77,Delivery Delay,Processed
706,9909,2026-02-23,35.0,Missing Item,Processed
707,9916,2025-08-24,-348.57,Delivery Delay,Processed
708,9953,2025-03-01,251.92,Payment Issue,Requested
709,9958,2024-01-28,545.97,Missing Item,Processed
710,9970,2024-12-12,555.46,Payment Issue,Processed
711,9979,2024-10-07,604.55,Missing Item,Processed
712,9987,2024-01-21,1269.71,Poor Food Quality,Approved
713,9991,2024-05-18,423.66,Missing Item,Processed
714,9999,2026-08-02,688.03,Payment Issue,Approved
715,10018,2025-09-18,170.89,Poor Food Quality,Approved
716,10041,2025-02-13,369.2,Missing Item,Rejected
717,10055,2024-01-14,386.88,Missing Item,Approved
718,10068,2025-08-24,904.66,Incorrect Order,Approved
719,10076,2026-05-15,74.98,Delivery Delay,Approved
720,10085,2026-08-09,1311.52,Poor Food Quality,Rejected
721,10086,2025-12-30,479.21,Incorrect Order,Requested
722,10100,2025-11-24,69.55,Delivery Delay,Rejected
723,10114,2025-02-20,157.82,Payment Issue,Rejected
724,10140,2024-08-13,179.95,Incorrect Order,Approved
725,10154,2024-06-24,504.32,Poor Food Quality,Processed
726,10159,2024-06-22,83.82,Missing Item,Rejected
727,10173,2024-09-30,442.73,Missing Item,Approved
728,10185,2026-08-22,366.39,Poor Food Quality,Approved
729,10190,2025-01-13,391.78,Missing Item,Processed
730,10203,2024-11-19,476.39,Payment Issue,Approved
731,10207,2024-09-17,340.67,Payment Issue,Approved
732,10225,2026-05-22,237.07,Poor Food Quality,Rejected
733,10256,2026-03-01,1138.89,Poor Food Quality,Approved
734,10261,2025-05-23,229.78,Missing Item,Processed
735,10267,2026-01-21,177.03,Payment Issue,Requested
736,10272,2024-07-04,696.26,Incorrect Order,Requested
737,10281,2024-02-25,77.78,Payment Issue,Requested
738,10294,2025-08-08,756.71,Incorrect Order,Requested
739,10297,2024-04-01,81.11,Delivery Delay,Approved
740,10304,2025-08-21,82.84,Delivery Delay,Rejected
741,10305,2024-08-27,436.43,Delivery Delay,Requested
742,10316,2025-06-16,1647.57,Incorrect Order,Processed
743,10333,2024-04-13,1125.51,Poor Food Quality,Processed
744,10336,2024-01-16,839.72,Payment Issue,Processed
745,10363,2024-10-15,288.59,Incorrect Order,rejected
746,10377,2026-07-05,1113.24,Poor Food Quality,Rejected
747,10392,2025-07-13,836.77,Delivery Delay,Processed
748,10397,2025-11-09,255.14,Poor Food Quality,Rejected
749,10428,2024-02-20,158.72,Payment Issue,Processed
750,10440,2026-06-15,382.07,Missing Item,Processed
751,10447,2025-10-23,377.88,Poor Food Quality,Approved
752,10490,2025-04-15,74.87,Missing Item,Approved
753,10509,2024-10-16,1044.65,Poor Food Quality,Approved
754,10533,2025-08-03,96.96,Poor Food Quality,approved
755,10580,2024-05-25,1037.94,Payment Issue,Processed
756,10591,2023-12-29,56.26,Payment Issue,Approved
757,10600,2026-03-28,317.55,Incorrect Order,Rejected
758,10617,2024-07-09,308.52,Missing Item,Approved
759,10630,2024-11-30,718.09,Payment Issue,Requested
760,10634,2024-06-09,208.59,Incorrect Order,Approved
761,10643,2025-10-28,1113.94,Payment Issue,Approved
762,10652,2025-01-06,33.28,Delivery Delay,Approved
763,10658,2024-02-24,673.28,Delivery Delay,Processed
764,10670,2025-07-04,1285.37,Delivery Delay,Approved
765,10681,2025-07-12,520.09,Missing Item,Processed
766,10683,2025-12-20,482.24,Payment Issue,Requested
767,10701,2024-05-02,725.75,Poor Food Quality,Processed
768,10719,2024-10-24,820.03,Missing Item,Approved
769,10750,2025-11-12,578.71,Poor Food Quality,Processed
770,10754,2024-07-12,484.27,Payment Issue,Rejected
771,10767,2024-06-28,184.72,Delivery Delay,Processed
772,10782,2024-01-03,607.13,Incorrect Order,Approved
773,10813,2025-03-05,85.13,Delivery Delay,Requested
774,10818,2025-11-10,1314.71,Incorrect Order,Requested
775,10819,2024-09-03,261.91,Poor Food Quality,Requested
776,10820,2024-03-07,497.6,Poor Food Quality,Requested
777,10821,2024-07-02,702.7,Poor Food Quality,Processed
778,10824,2024-09-30,496.33,Poor Food Quality,Processed
779,10836,2025-06-14,454.9,Incorrect Order,Approved
780,10842,2024-01-18,150.39,Incorrect Order,Processed
781,10849,2026-07-25,928.43,Delivery Delay,Approved
782,10864,2026-07-02,271.15,Missing Item,Approved
783,10878,2025-05-01,178.57,Payment Issue,Requested
784,10887,2026-06-18,406.83,Incorrect Order,Processed
785,10910,2025-05-29,337.12,Payment Issue,Processed
786,10911,2024-11-30,179.17,Incorrect Order,Processed
787,10938,2026-03-04,311.05,Incorrect Order,Approved
788,10963,2025-09-27,178.18,Incorrect Order,Processed
789,10980,2025-09-16,117.27,Missing Item,Requested
790,10985,2024-03-05,870.9,Payment Issue,Approved
791,10989,2025-11-12,1040.48,Incorrect Order,Processed
792,10993,2025-02-05,567.23,Payment Issue,Approved
793,11002,2025-06-05,648.32,Payment Issue,Approved
794,11003,2025-06-20,297.16,Poor Food Quality,Approved
795,11009,2025-12-22,196.66,Delivery Delay,Approved
796,11018,2025-12-05,811.72,Missing Item,Approved
797,11035,2025-12-28,1197.8,Missing Item,Approved
798,11038,2024-07-03,275.03,Delivery Delay,Approved
799,11055,2024-08-23,471.93,Payment Issue,Requested
800,11102,2024-10-24,408.81,Missing Item,Rejected
801,11107,2026-06-16,985.26,Poor Food Quality,Processed
802,11112,2026-01-05,1012.83,Payment Issue,Rejected
803,11113,2025-03-24,279.45,Incorrect Order,Rejected
804,11121,2025-10-12,976.33,Incorrect Order,Processed
805,11122,2023-12-28,74.86,Incorrect Order,Processed
806,11157,2025-03-08,1418.91,Missing Item,Approved
807,11169,2024-06-14,80.67,Missing Item,Processed
808,11178,2024-02-03,97.0,Missing Item,Processed
809,11189,2025-09-28,2438.98,Delivery Delay,Processed
810,11191,2026-06-07,480.29,Missing Item,Requested
811,11205,2025-12-28,417.68,Incorrect Order,Processed
812,11216,2025-02-13,1368.77,Poor Food Quality,Rejected
813,11243,2025-05-05,304.0,Payment Issue,Requested
814,11273,2025-08-04,177.61,Payment Issue,Processed
815,11277,2025-11-09,682.53,Delivery Delay,Processed
816,11355,2025-10-28,1249.89,Delivery Delay,Processed
817,11364,2026-01-07,830.08,Incorrect Order,Approved
818,11387,2024-11-19,672.5,Payment Issue,Approved
819,11395,2023-12-26,379.82,Missing Item,Processed
820,11399,2023-12-22,1097.72,Payment Issue,Approved
821,11406,2024-05-07,671.18,Poor Food Quality,Processed
822,11423,2026-03-08,450.7,Delivery Delay,Processed
823,11453,2024-10-20,321.08,Payment Issue,Rejected
824,11484,2024-10-14,191.29,Payment Issue,Processed
825,11501,2024-05-28,1265.95,Payment Issue,Approved
826,11512,2024-05-01,1533.14,Payment Issue,Rejected
827,11519,2025-02-10,95.66,Poor Food Quality,Approved
828,11537,2025-06-26,70.74,Missing Item,Requested
829,11548,2024-01-11,184.36,Poor Food Quality,Rejected
830,11556,2024-09-07,830.68,Poor Food Quality,Processed
831,11577,2024-11-15,542.35,Delivery Delay,Approved
832,11580,2025-06-14,754.6,Poor Food Quality,Approved
833,11582,2024-05-27,839.5,Poor Food Quality,Processed
834,11607,2026-01-02,137.91,Poor Food Quality,Requested
835,11629,2024-04-24,968.48,Incorrect Order,Approved
836,11667,2023-12-25,281.7,Payment Issue,Requested
837,11700,2025-06-05,417.58,Incorrect Order,Approved
838,11727,2024-06-09,462.29,Missing Item,Processed
839,11729,2024-06-01,372.45,Delivery Delay,Approved
840,11771,2026-06-09,1521.64,Incorrect Order,Approved
841,11787,2025-02-12,1474.92,Missing Item,Approved
842,11840,2024-10-06,43.75,Delivery Delay,Requested
843,11864,2025-01-17,592.25,Missing Item,Rejected
844,11893,2026-03-30,520.39,Incorrect Order,Requested
845,11896,2025-05-02,402.01,Payment Issue,Processed
846,11900,2025-09-15,357.59,Poor Food Quality,Processed
847,11915,2026-02-11,240.9,Delivery Delay,Processed
848,11925,2025-02-03,781.29,Delivery Delay,Rejected
849,11953,2024-12-22,824.66,Missing Item,Approved
850,11961,2024-01-06,79.29,Payment Issue,Processed
851,11974,2026-02-03,324.74,Incorrect Order,Processed
852,11982,2024-03-09,340.47,Incorrect Order,Rejected
853,11999,2025-01-16,396.42,Payment Issue,Requested
854,12008,2026-01-13,621.36,Delivery Delay,Approved
855,12011,2026-04-22,1069.56,Poor Food Quality,Processed
856,12027,2024-07-16,1440.77,Incorrect Order,Processed
857,12028,2024-01-21,757.98,Missing Item,Approved
858,12029,2024-08-03,315.58,Delivery Delay,Processed
859,12034,2025-05-18,153.22,Missing Item,Approved
860,12069,2024-04-11,93.64,Delivery Delay,Processed
861,12073,2025-03-03,975.63,Delivery Delay,Approved
862,12074,2025-05-01,738.22,Delivery Delay,Approved
863,12075,2025-01-28,565.04,Delivery Delay,Requested
864,12089,2026-03-17,131.27,Delivery Delay,Approved
865,12094,2025-03-11,112.53,Delivery Delay,Requested
866,12118,2025-07-23,380.13,Incorrect Order,Rejected
867,12120,2025-08-05,1106.82,Payment Issue,Approved
868,12127,2025-04-26,1162.94,Delivery Delay,Rejected
869,12150,2026-03-23,796.29,Poor Food Quality,Processed
870,12162,2025-05-29,396.3,Incorrect Order,Approved
871,12186,2024-09-10,277.61,Poor Food Quality,Requested
872,12211,2024-08-06,286.08,Payment Issue,Approved
873,12252,2025-08-24,274.74,Incorrect Order,Processed
874,12266,2026-01-25,252.04,Payment Issue,Rejected
875,12273,2026-01-10,682.67,Missing Item,Approved
876,12305,2025-01-26,615.43,Missing Item,Processed
877,12331,2026-08-10,2049.46,Incorrect Order,Approved
878,12337,2023-12-21,190.52,Missing Item,Approved
879,12375,2026-03-01,236.29,Missing Item,Requested
880,12390,2025-06-28,467.34,Delivery Delay,Requested
881,12400,2025-02-10,280.52,Incorrect Order,Approved
882,12406,2025-04-20,175.08,Delivery Delay,Approved
883,12411,2024-10-20,915.26,Poor Food Quality,Processed
884,12432,2025-03-11,556.9,Missing Item,Processed
885,12443,2025-06-30,303.31,Poor Food Quality,Approved
886,12455,2025-05-20,946.71,Payment Issue,Approved
887,12479,2024-07-18,290.36,Incorrect Order,Rejected
888,12518,2025-07-19,249.77,Poor Food Quality,Approved
889,12542,2024-12-14,215.19,Missing Item,Processed
890,12546,2025-08-22,395.66,Incorrect Order,Processed
891,12564,2024-07-13,259.41,Missing Item,Rejected
892,12569,2024-08-18,754.15,Missing Item,Rejected
893,12583,2025-10-23,52.35,Missing Item,Approved
894,12599,2024-02-29,576.69,Missing Item,Rejected
895,12622,2026-02-18,416.18,Payment Issue,Rejected
896,12626,2025-11-16,197.32,Incorrect Order,Approved
897,12637,2025-11-12,93.53,Poor Food Quality,Processed
898,12671,2024-02-22,134.31,Incorrect Order,Processed
899,12703,2026-02-22,67.31,Poor Food Quality,Approved
900,12706,2024-04-21,760.95,Payment Issue,Approved
901,12711,2024-08-17,1617.17,Poor Food Quality,Rejected
902,12735,2026-03-14,189.13,Incorrect Order,Rejected
903,12771,2024-05-14,75.42,Delivery Delay,Rejected
904,12774,2024-09-01,1356.69,Incorrect Order,Approved
905,12775,2025-02-01,553.52,Incorrect Order,Rejected
906,12778,2025-04-22,641.47,Delivery Delay,Processed
907,12783,2025-06-22,390.12,Poor Food Quality,Processed
908,12874,2026-05-04,615.51,Missing Item,Rejected
909,12878,2024-08-25,178.95,Poor Food Quality,Rejected
910,12884,2025-06-07,284.48,Missing Item,Processed
911,12897,2025-04-18,620.3,Missing Item,processed
912,12898,2026-05-19,928.28,Payment Issue,Approved
913,12909,2025-08-30,995.47,Delivery Delay,Processed
914,12979,2025-02-05,301.45,Poor Food Quality,Approved
915,12981,2024-01-28,734.08,Delivery Delay,Approved
916,13001,2024-05-01,251.08,Payment Issue,Processed
917,13041,2024-09-15,1048.69,Payment Issue,Processed
918,13077,2024-12-16,565.71,Incorrect Order,Rejected
919,13094,2026-03-10,94.05,Delivery Delay,Approved
920,13112,2024-11-30,75.99,Payment Issue,Processed
921,13118,2024-11-07,578.94,Payment Issue,Rejected
922,13135,2025-12-06,188.8,Payment Issue,Processed
923,13154,2025-07-13,102.6,Delivery Delay,Processed
924,13155,2024-11-30,335.52,Poor Food Quality,Requested
925,13157,2024-11-14,297.82,Payment Issue,Approved
926,13175,2025-12-21,249.96,Poor Food Quality,Rejected
927,13188,2026-03-07,163.38,Poor Food Quality,Approved
928,13221,2025-07-21,222.85,Payment Issue,Approved
929,13340,2026-08-05,159.6,Poor Food Quality,Rejected
930,13345,2024-04-23,140.61,Payment Issue,Processed
931,13355,2026-04-06,361.88,Missing Item,Approved
932,13369,2024-02-07,1756.02,Missing Item,Approved
933,13382,2025-07-29,476.75,Poor Food Quality,Processed
934,13412,2024-01-02,25.82,Incorrect Order,Processed
935,13419,2025-08-28,190.68,Poor Food Quality,Approved
936,13453,2026-05-17,384.68,Payment Issue,Processed
937,13455,2025-04-22,27.33,Delivery Delay,Approved
938,13481,2025-08-25,190.21,Poor Food Quality,Rejected
939,13501,2025-08-24,324.05,Poor Food Quality,Requested
940,13511,2024-11-12,963.52,Incorrect Order,Rejected
941,13512,2026-02-21,835.74,Incorrect Order,Approved
942,13516,2024-09-20,83.8,Delivery Delay,Processed
943,13520,2024-11-26,498.14,Delivery Delay,Approved
944,13523,2025-03-31,342.48,Payment Issue,Requested
945,13538,2024-09-01,194.58,Payment Issue,Processed
946,13553,2024-02-25,159.36,Incorrect Order,Processed
947,13565,2026-07-23,527.72,Poor Food Quality,Processed
948,13566,2025-12-10,347.79,Poor Food Quality,Approved
949,13581,2026-08-19,110.47,Payment Issue,Requested
950,13582,2026-01-05,1340.63,Incorrect Order,Processed
951,13591,2025-10-20,401.85,Incorrect Order,Approved
952,13598,2025-09-01,281.54,Delivery Delay,Processed
953,13641,2025-08-16,829.83,Delivery Delay,Processed
954,13656,2026-06-20,404.88,Payment Issue,Rejected
955,13687,2026-06-25,386.92,Payment Issue,Approved
956,13707,2026-08-13,103.56,Incorrect Order,Approved
957,13710,2025-10-15,502.58,Poor Food Quality,Approved
958,13760,2024-04-06,715.65,Poor Food Quality,Rejected
959,13767,2026-04-22,115.29,Poor Food Quality,Rejected
960,13783,2024-10-10,738.69,Incorrect Order,Processed
961,13793,2025-06-05,378.16,Poor Food Quality,Approved
962,13794,2024-04-11,300.93,Missing Item,Processed
963,13825,2024-02-11,424.88,Payment Issue,Processed
964,13830,2024-10-09,229.38,Missing Item,Approved
965,13840,2024-03-05,709.99,Delivery Delay,Processed
966,13868,2024-05-12,253.52,Incorrect Order,Approved
967,13869,2026-03-20,588.41,Poor Food Quality,Rejected
968,13918,2026-03-28,230.29,Poor Food Quality,Approved
969,13932,2024-08-04,312.48,Delivery Delay,Requested
970,13933,2025-07-19,361.77,Incorrect Order,Approved
971,13936,2024-05-08,474.36,Missing Item,Approved
972,13939,2024-07-01,437.14,Payment Issue,Requested
973,13945,2025-04-05,162.76,Incorrect Order,Rejected
974,13949,2024-05-05,1818.0,Missing Item,Approved
975,13950,2026-01-01,213.79,Missing Item,Approved
976,13952,2023-12-22,1266.38,Missing Item,Approved
977,13955,2024-12-24,602.56,Poor Food Quality,Requested
978,14004,2024-01-06,78.32,Poor Food Quality,Processed
979,14016,2025-08-06,514.75,Missing Item,Processed
980,14029,2025-05-08,664.08,Poor Food Quality,Approved
981,14030,2024-01-09,1043.1,Poor Food Quality,Rejected
982,14049,2026-02-23,960.08,Incorrect Order,Requested
983,14125,2025-06-14,247.7,Incorrect Order,Processed
984,14126,2025-04-13,269.46,Incorrect Order,Requested
985,14132,2026-03-20,70.8,Poor Food Quality,Approved
986,14166,2025-06-10,1122.55,Incorrect Order,Approved
987,14180,2025-06-09,1100.87,Missing Item,Requested
988,14184,2023-12-29,1085.67,Incorrect Order,Approved
989,14211,2024-08-26,1414.56,Missing Item,Processed
990,14214,2025-12-19,235.81,Payment Issue,Requested
991,14233,2025-07-27,273.78,Incorrect Order,Processed
992,14250,2026-04-09,737.46,Poor Food Quality,Approved
993,14300,2026-07-13,293.84,Missing Item,Rejected
994,14303,2026-08-12,301.91,Payment Issue,Approved
995,14324,2024-02-14,335.01,Missing Item,Processed
996,14348,2024-06-22,543.11,Missing Item,Processed
997,14365,2024-08-04,195.26,Payment Issue,Rejected
998,14372,2024-11-27,378.08,Incorrect Order,Processed
999,14384,2026-03-08,826.01,Payment Issue,Processed
1000,14395,2024-02-26,254.91,Incorrect Order,Approved
1001,14412,2026-02-03,313.41,Missing Item,Approved
1002,14426,2026-01-18,1201.76,Delivery Delay,Processed
