WastageID,BranchID,IngredientID,WastageDate,WastageQuantity,WastageReason,EstimatedWastageCost
2891,7,54,2024-04-06,17.1,Expired,4714.3
2892,7,53,2024-04-21,7.0,Spoilage,1327.55
2893,7,55,2024-04-09,55.51,Quality Issue,1498.69
2894,7,24,2024-04-02,17.52,Expired,1147.03
2895,7,32,2024-04-07,29.43,Expired,7728.02
2896,7,17,2024-04-02,29.83,Quality Issue,7141.6
2897,7,56,2024-04-26,36.01,Expired,3575.43
2898,7,58,2024-04-15,34.89,Expired,5088.01
2899,7,9,2024-04-02,10.73,Overproduction,1053.04
2900,7,31,2024-04-14,8.86,Expired,2730.83
2901,7,64,2024-04-20,14.36,Overproduction,4764.5
2902,7,43,2024-04-09,31.98,Preparation Error,3970.0
2903,7,50,2024-04-14,25.45,Spoilage,5558.28
2904,7,30,2024-04-24,30.03,Expired,10468.76
2905,7,38,2024-04-28,2.59,Quality Issue,754.49
2906,7,35,2024-04-19,11.8,Preparation Error,280.37
2907,7,37,2024-04-21,23.06,Expired,5612.34
2908,7,22,2024-04-08,24.71,Expired,3478.67
2909,7,16,2024-05-04,19.2,Spoilage,3520.9
2910,7,2,2024-05-20,20.3,Expired,4526.29
2911,7,6,2024-05-19,29.45,Spoilage,724.18
2912,7,32,2024-05-08,22.57,Expired,7606.54
2913,7,57,2024-05-20,37.17,Quality Issue,6851.92
2914,7,19,2024-05-23,33.58,Quality Issue,4623.63
2915,7,59,2024-05-27,20.25,Overproduction,4677.55
2916,7,14,2024-05-26,16.41,Preparation Error,1191.69
2917,7,7,2024-05-20,18.82,SPOILAGE,6130.99
2918,7,63,2024-05-14,13.77,Expired,1542.38
2919,7,58,2024-05-06,15.41,Preparation Error,2671.02
2920,7,62,2024-05-16,30.69,Spoilage,2794.32
2921,7,43,2024-05-11,14.11,Spoilage,1984.29
2922,7,20,2024-05-09,26.04,Expired,8077.87
2923,7,53,2024-05-02,11.96,Overproduction,991.84
2924,7,9,2024-05-04,35.66,Spoilage,6382.07
2925,7,11,2024-05-14,17.85,Preparation Error,4088.54
2926,7,34,2024-05-17,4.37,Expired,1471.12
2927,7,65,2024-05-06,14.32,Preparation Error,1258.87
2928,7,24,2024-05-04,33.7,Storage Issue,5822.01
2929,7,45,2024-05-07,15.42,quality issue,2470.59
2930,7,51,2024-05-10,7.7,Expired,2609.91
2931,7,47,2024-05-25,2.57,Preparation Error,140.6
2932,7,1,2024-05-23,2.92,Overproduction,764.81
2933,7,28,2024-05-23,12.42,Expired,1071.1
2934,7,61,2024-05-26,31.2,Overproduction,8742.55
2935,7,44,2024-05-27,28.02,Expired,8610.55
2936,7,49,2024-05-23,8.44,Preparation Error,1136.53
2937,7,21,2024-05-04,10.36,Storage Issue,1344.0
2938,7,22,2024-05-21,11.82,Expired,2250.53
2939,7,25,2024-05-08,35.31,Expired,8034.44
2940,7,45,2024-06-22,21.19,Spoilage,3841.54
2941,7,36,2024-06-09,28.73,Overproduction,6355.36
2942,7,35,2024-06-20,19.27,Expired,5846.52
2943,7,9,2024-06-06,10.92,Quality Issue,627.03
2944,7,52,2024-06-18,5.3,Preparation Error,1450.56
2945,7,62,2024-06-14,16.94,Storage Issue,2357.54
2946,7,2,2024-06-21,14.38,Expired,956.99
2947,7,18,2024-06-05,7.48,Expired,1608.72
2948,7,15,2024-06-08,17.34,Spoilage,568.41
2949,7,40,2024-06-07,26.62,Overproduction,4224.06
2950,7,38,2024-06-27,17.13,Spoilage,3396.02
2951,7,51,2024-06-16,22.37,Expired,1633.46
2952,7,33,2024-06-12,25.34,Expired,6399.36
2953,7,20,2024-06-10,19.36,Spoilage,2166.96
2954,7,61,2024-06-05,4.25,Preparation Error,703.63
2955,7,42,2024-06-08,9.32,Spoilage,2512.21
2956,7,57,2024-06-12,2.89,Spoilage,327.87
2957,7,65,2024-06-10,20.16,Spoilage,5970.38
2958,7,54,2024-06-06,25.43,Expired,6350.13
2959,7,47,2024-06-17,23.11,Expired,7082.75
2960,7,26,2024-06-24,15.25,Expired,3191.52
2961,7,34,2024-06-13,10.71,Spoilage,2169.74
2962,7,14,2024-06-22,14.93,Preparation Error,4532.45
2963,7,55,2024-06-03,3.91,Spoilage,1212.61
2964,7,24,2024-06-25,4.9,Expired,1323.25
2965,7,1,2024-06-14,16.86,Spoilage,4888.89
2966,7,23,2024-06-08,13.79,Expired,436.18
2967,7,6,2024-06-04,5.28,Expired,494.47
2968,7,37,2024-06-07,11.12,Spoilage,1675.45
2969,7,49,2024-06-02,32.76,Spoilage,4461.91
2970,7,44,2024-06-12,20.54,Expired,3323.37
2971,7,22,2024-07-13,26.31,Storage Issue,5445.12
2972,7,20,2024-07-09,4.21,Overproduction,196.44
2973,7,18,2024-07-15,17.13,Overproduction,4323.78
2974,7,64,2024-07-19,23.03,Spoilage,6253.34
2975,7,15,2024-07-11,3.23,Spoilage,909.31
2976,7,7,2024-07-03,21.46,Expired,6221.47
2977,7,30,2024-07-17,18.86,Overproduction,3469.49
2978,7,21,2024-07-26,4.44,Overproduction,220.53
2979,7,42,2024-07-03,18.67,Expired,5970.67
2980,7,59,2024-07-09,19.48,Overproduction,2914.99
2981,7,65,2024-07-26,19.45,Expired,3642.99
2982,7,38,2024-07-17,33.59,Expired,10574.13
2983,7,39,2024-07-23,21.41,Spoilage,1932.89
2984,7,24,2024-07-01,18.75,Expired,1010.44
2985,7,28,2024-07-11,27.92,Spoilage,2319.04
2986,7,57,2024-07-03,20.55,Expired,2548.41
2987,7,4,2024-07-25,14.23,Storage Issue,3687.7
2988,7,13,2024-07-17,30.07,Expired,2747.2
2989,7,60,2024-07-03,19.74,Preparation Error,1398.97
2990,7,19,2024-07-08,18.45,Expired,4499.77
2991,7,26,2024-07-09,24.56,Overproduction,4476.8
2992,7,14,2024-07-04,12.56,Expired,3531.5
2993,7,36,2024-07-06,27.61,Expired,5283.45
2994,7,12,2024-07-17,3.44,Expired,861.41
2995,7,35,2024-07-23,7.67,Spoilage,363.56
2996,7,47,2024-07-25,20.06,Spoilage,6152.2
2997,7,11,2024-07-02,25.4,Spoilage,1485.39
2998,7,49,2024-07-06,9.36,Expired,2933.52
2999,7,9,2024-07-18,20.53,Preparation Error,4619.46
3000,7,56,2024-07-23,31.24,Spoilage,8847.79
3001,7,43,2024-07-28,14.84,Overproduction,4304.64
3002,7,2,2024-08-21,7.99,Overproduction,731.48
3003,7,26,2024-08-10,21.86,Expired,2535.98
3004,7,59,2024-08-08,33.95,Spoilage,10740.76
3005,7,23,2024-08-04,11.84,Quality Issue,3082.66
3006,7,56,2024-08-03,3.47,Spoilage,478.65
3007,7,43,2024-08-10,14.5,Spoilage,2796.76
3008,7,19,2024-08-17,33.44,Preparation Error,4652.51
3009,7,49,2024-08-28,32.39,Spoilage,9512.94
3010,7,57,2024-08-14,21.94,Expired,1152.07
3011,7,8,2024-08-13,14.57,Expired,4825.58
3012,7,62,2024-08-15,21.01,Storage Issue,2126.84
3013,7,61,2024-08-23,31.02,Expired,1552.86
3014,7,13,2024-08-14,30.6,Spoilage,7256.48
3015,7,20,2024-08-21,19.05,Preparation Error,5097.21
3016,7,3,2024-08-28,32.58,Expired,7181.94
3017,7,40,2024-08-10,31.06,Storage Issue,1520.7
3018,7,1,2024-08-12,21.1,Storage Issue,1540.93
3019,7,32,2024-08-23,34.52,Expired,1007.29
3020,7,55,2024-08-02,36.98,Overproduction,6319.14
3021,7,24,2024-08-25,37.42,Overproduction,950.47
3022,7,16,2024-08-02,25.01,Expired,1013.66
3023,7,39,2024-08-15,24.91,Storage Issue,7629.93
3024,7,52,2024-08-04,31.6,Spoilage,4246.09
3025,7,25,2024-08-22,14.89,Spoilage,2128.53
3026,7,30,2024-08-21,21.5,Spoilage,2970.22
3027,7,27,2024-08-22,28.68,Spoilage,9282.28
3028,7,18,2024-08-05,9.83,Quality Issue,1930.42
3029,7,51,2024-08-26,9.56,Spoilage,1358.48
3030,7,33,2024-08-13,26.18,Preparation Error,5249.35
3031,7,45,2024-08-22,32.33,Preparation Error,3953.31
3032,7,38,2024-08-03,32.53,Storage Issue,10544.92
3033,7,44,2024-09-15,8.95,Spoilage,1585.4
3034,7,52,2024-09-05,27.79,Spoilage,4788.22
3035,7,64,2024-09-05,31.07,Preparation Error,4115.53
3036,7,29,2024-09-16,8.13,Expired,861.7
3037,7,5,2024-09-04,32.93,Quality Issue,9472.97
3038,7,7,2024-09-22,37.22,Spoilage,1545.0
3039,7,19,2024-09-18,21.54,Storage Issue,3873.32
3040,7,34,2024-09-13,6.32,Preparation Error,1434.13
3041,7,26,2024-09-12,24.54,Storage Issue,6883.47
3042,7,25,2024-09-16,27.58,Expired,8026.61
3043,7,3,2024-09-08,36.88,Overproduction,2304.63
3044,7,61,2024-09-02,34.42,Expired,7584.1
3045,7,21,2024-09-11,15.71,Storage Issue,2584.45
3046,7,56,2024-09-09,24.49,Overproduction,2339.28
3047,7,28,2024-09-19,33.16,Expired,8573.85
3048,7,32,2024-09-27,2.73,Spoilage,342.7
3049,7,54,2024-09-17,15.45,EXPIRED,727.69
3050,7,27,2024-09-24,18.3,SPOILAGE,4504.55
3051,7,46,2024-09-27,32.37,Quality Issue,1535.63
3052,7,17,2024-09-09,36.78,Expired,3545.96
3053,7,33,2024-09-06,19.41,Overproduction,3622.49
3054,7,48,2024-09-04,34.84,Quality Issue,10434.23
3055,7,15,2024-09-12,12.46,Overproduction,2744.81
3056,7,38,2024-09-14,25.24,Spoilage,4328.66
3057,7,40,2024-09-10,224.84,Preparation Error,1943.9
3058,7,62,2024-09-23,17.88,Quality Issue,2074.8
3059,7,43,2024-09-18,32.73,Expired,2784.01
3060,7,8,2024-09-23,29.81,Spoilage,3014.09
3061,7,11,2024-09-19,23.82,Expired,2047.81
3062,7,16,2024-09-08,33.75,Expired,789.41
3063,7,1,2024-09-26,36.84,Preparation Error,9960.8
3064,7,20,2024-10-14,34.08,Preparation Error,3873.19
3065,7,9,2024-10-26,35.72,Spoilage,2657.93
3066,7,6,2024-10-19,33.25,Expired,6046.85
3067,7,52,2024-10-13,32.37,Quality Issue,10066.1
3068,7,34,2024-10-08,24.35,Overproduction,8346.45
3069,7,11,2024-10-18,34.12,Quality Issue,2852.43
3070,7,12,2024-10-09,13.61,Expired,1698.12
3071,7,2,2024-10-13,35.76,Spoilage,4198.58
3072,7,58,2024-10-16,25.14,Storage Issue,6813.19
3073,7,15,2024-10-12,29.8,Expired,3472.3
3074,7,37,2024-10-18,3.38,Quality Issue,211.08
3075,7,35,2024-10-27,33.58,Expired,10443.04
3076,7,16,2024-10-22,36.49,Quality Issue,3847.14
3077,7,7,2024-10-26,21.87,Overproduction,3822.0
3078,7,24,2024-10-19,14.86,Spoilage,4869.32
3079,7,1,2024-10-11,21.56,Expired,1823.54
3080,7,47,2024-10-06,10.11,Quality Issue,1944.25
3081,7,39,2024-10-16,20.95,Storage Issue,1071.38
3082,7,19,2024-10-26,6.93,Spoilage,606.44
3083,7,32,2024-10-26,13.55,Spoilage,820.18
3084,7,51,2024-10-08,6.62,Quality Issue,390.65
3085,7,28,2024-10-06,21.4,Expired,3617.24
3086,7,63,2024-10-24,14.91,Spoilage,3369.96
3087,7,14,2024-10-15,21.24,Quality Issue,2533.51
3088,7,56,2024-10-03,26.67,Storage Issue,2191.47
3089,7,29,2024-10-13,21.42,Expired,4914.82
3090,7,18,2024-10-17,25.02,Storage Issue,832.67
3091,7,49,2024-10-17,25.42,Storage Issue,6576.66
3092,7,46,2024-10-17,16.9,Preparation Error,2063.83
3093,7,40,2024-10-20,21.24,Storage Issue,7100.32
3094,7,30,2024-10-27,11.9,Spoilage,3598.32
3095,7,61,2024-11-19,21.08,Storage Issue,6820.64
3096,7,35,2024-11-08,8.89,Expired,1796.4
3097,7,43,2024-11-07,35.95,Expired,9231.96
3098,7,38,2024-11-14,15.56,Spoilage,3911.63
3099,7,11,2024-11-19,4.01,Storage Issue,1272.21
3100,7,62,2024-11-21,11.42,Overproduction,1890.12
3101,7,57,2024-11-28,4.51,Quality Issue,1279.31
3102,7,2,2024-11-02,13.27,Expired,4583.72
3103,7,22,2024-11-26,17.83,Storage Issue,5350.6
3104,7,63,2024-11-14,8.64,Expired,2363.13
3105,7,10,2024-11-14,9.54,Expired,3136.47
3106,7,30,2024-11-05,7.29,Spoilage,1217.36
3107,7,6,2024-11-03,31.37,Expired,4324.04
3108,7,23,2024-11-17,35.19,Expired,2568.87
3109,7,52,2024-11-04,15.47,Overproduction,1592.64
3110,7,1,2024-11-24,5.49,Overproduction,1919.96
3111,7,16,2024-11-12,18.61,Preparation Error,6327.96
3112,7,65,2024-11-13,20.22,Overproduction,4166.94
3113,7,28,2024-11-24,19.85,Overproduction,2652.56
3114,7,20,2024-11-05,35.44,Expired,3381.33
3115,7,4,2024-11-07,25.54,Expired,1167.43
3116,7,25,2024-11-06,7.54,Spoilage,1795.05
3117,7,3,2024-11-17,7.18,Quality Issue,1794.86
3118,7,54,2024-11-08,20.26,Spoilage,4715.31
3119,7,46,2024-11-27,24.39,Storage Issue,6062.38
3120,7,13,2024-11-28,4.11,Expired,1421.44
3121,7,55,2024-11-21,37.11,Expired,6283.09
3122,7,21,2024-11-11,15.85,Storage Issue,3873.9
3123,7,27,2024-11-26,12.58,Preparation Error,272.23
3124,7,18,2024-11-07,12.8,Quality Issue,1001.73
3125,7,60,2024-11-05,2.99,Spoilage,445.51
3126,7,28,2024-12-10,9.97,Spoilage,3249.22
3127,7,14,2024-12-11,14.98,Overproduction,3567.19
3128,7,53,2024-12-27,26.02,Expired,8168.98
3129,7,9,2024-12-08,18.94,Spoilage,4692.95
3130,7,23,2024-12-14,16.27,Spoilage,1852.01
3131,7,26,2024-12-02,16.24,Spoilage,3195.71
3132,7,48,2024-12-12,24.86,Expired,7057.01
3133,7,38,2024-12-19,31.83,Spoilage,5345.21
3134,7,30,2024-12-08,32.86,Spoilage,7131.61
3135,7,24,2024-12-24,19.86,Storage Issue,5482.35
3136,7,56,2024-12-25,3.79,Overproduction,864.99
3137,7,20,2024-12-19,20.6,Expired,3253.15
3138,7,42,2024-12-05,20.58,Preparation Error,2022.6
3139,7,16,2024-12-13,35.48,Expired,6441.39
3140,7,36,2024-12-14,4.04,Spoilage,717.14
3141,7,2,2024-12-23,9.82,Expired,1221.22
3142,7,59,2024-12-16,33.62,Quality Issue,5925.52
3143,7,29,2024-12-07,22.41,Spoilage,3271.86
3144,7,31,2024-12-06,14.78,Overproduction,2909.74
3145,7,60,2024-12-27,6.4,Preparation Error,878.66
3146,7,39,2024-12-08,21.42,Expired,3759.0
3147,7,27,2024-12-02,24.17,Preparation Error,1014.66
3148,7,8,2024-12-23,27.2,Preparation Error,940.85
3149,7,15,2024-12-27,4.59,Preparation Error,838.46
3150,7,64,2024-12-12,10.38,Storage Issue,3041.96
3151,7,44,2024-12-05,36.51,Storage Issue,11386.37
3152,7,12,2024-12-06,26.88,Expired,4193.28
3153,7,1,2024-12-05,18.19,Expired,998.99
3154,7,49,2024-12-17,32.47,Spoilage,765.64
3155,7,21,2024-12-22,15.04,Spoilage,4867.85
3156,7,63,2024-12-10,22.73,Quality Issue,2101.84
3157,7,64,2025-01-23,9.95,Preparation Error,204.77
3158,7,44,2025-01-24,30.02,Storage Issue,1692.23
3159,7,26,2025-01-20,21.43,Preparation Error,2008.21
3160,7,23,2025-01-14,20.47,Preparation Error,6052.57
3161,7,55,2025-01-07,36.53,Quality Issue,10627.31
3162,7,21,2025-01-11,8.84,Expired,518.91
3163,7,12,2025-01-13,36.26,Overproduction,2912.04
3164,7,3,2025-01-26,10.22,Overproduction,3146.02
3165,7,43,2025-01-12,7.4,Overproduction,2083.17
3166,7,53,2025-01-14,21.68,Quality Issue,723.68
3167,7,63,2025-01-01,22.2,Preparation Error,5711.39
3168,7,19,2025-01-23,33.19,Spoilage,6193.59
3169,7,31,2025-01-15,22.02,Expired,3876.4
3170,7,7,2025-01-15,7.88,Expired,232.22
3171,7,4,2025-01-05,33.8,Spoilage,2179.42
3172,7,49,2025-01-28,35.87,Spoilage,3194.94
3173,7,65,2025-01-07,7.19,Preparation Error,459.58
3174,7,38,2025-01-02,17.54,Storage Issue,3554.48
3175,7,22,2025-01-13,27.16,Expired,1322.42
3176,7,16,2025-01-12,34.93,Overproduction,8173.97
3177,7,28,2025-01-15,33.69,Expired,7490.3
3178,7,25,2025-01-09,28.17,Overproduction,4975.39
3179,7,56,2025-01-04,33.74,Expired,8768.01
3180,7,36,2025-01-10,9.99,Expired,2779.22
3181,7,29,2025-01-25,11.07,Expired,2863.03
3182,7,13,2025-01-03,15.93,Overproduction,4945.95
3183,7,27,2025-01-08,36.33,Spoilage,11212.53
3184,7,62,2025-01-03,17.32,Expired,4769.06
3185,7,50,2025-01-17,15.11,Overproduction,783.91
3186,7,60,2025-01-18,18.89,Expired,4455.4
3187,7,61,2025-01-20,8.24,Expired,1669.84
3188,7,1,2025-02-19,7.75,Spoilage,2207.97
3189,7,28,2025-02-28,32.18,Quality Issue,9531.72
3190,7,4,2025-02-28,16.78,Preparation Error,4671.89
3191,7,49,2025-02-03,13.02,Spoilage,1916.54
3192,7,41,2025-02-25,18.06,Quality Issue,2884.9
3193,7,24,2025-02-20,31.88,Quality Issue,6843.36
3194,7,15,2025-02-18,3.3,Overproduction,377.02
3195,7,61,2025-02-17,5.27,Quality Issue,1774.04
3196,7,8,2025-02-19,36.98,Quality Issue,9432.49
3197,7,19,2025-02-13,19.08,Overproduction,4747.49
3198,7,59,2025-02-11,21.88,Spoilage,4661.75
3199,7,55,2025-02-14,16.71,Expired,1288.01
3200,7,11,2025-02-13,28.07,Spoilage,5064.39
3201,7,21,2025-02-27,13.67,Spoilage,1923.37
3202,7,14,2025-02-20,35.29,Expired,1168.8
3203,7,16,2025-02-25,4.33,Storage Issue,1265.23
3204,7,2,2025-02-13,27.19,Preparation Error,3498.81
3205,7,46,2025-02-24,29.45,Preparation Error,8461.87
3206,7,51,2025-02-12,21.98,Spoilage,5530.17
3207,7,29,2025-02-21,23.76,Overproduction,515.12
3208,7,32,2025-02-19,15.22,Spoilage,418.7
3209,7,33,2025-02-26,26.03,Expired,3186.07
3210,7,7,2025-02-01,27.62,Overproduction,6268.36
3211,7,12,2025-02-21,20.15,Expired,4641.75
3212,7,31,2025-02-08,17.23,Expired,5020.82
3213,7,62,2025-02-07,25.81,Preparation Error,8313.14
3214,7,22,2025-02-16,23.83,Storage Issue,976.08
3215,7,43,2025-02-14,9.64,Overproduction,3063.3
3216,7,39,2025-02-13,34.16,Overproduction,3551.62
3217,7,18,2025-02-03,8.39,Overproduction,717.6
3218,7,3,2025-02-22,15.47,Spoilage,2225.98
3219,7,16,2025-03-20,22.22,Quality Issue,1771.6
3220,7,24,2025-03-12,32.88,Preparation Error,7068.87
3221,7,22,2025-03-21,13.14,Expired,4381.27
3222,7,19,2025-03-04,23.47,Overproduction,1278.88
3223,7,7,2025-03-20,10.51,Expired,3150.69
3224,7,41,2025-03-20,6.86,Spoilage,1396.9
3225,7,39,2025-03-27,11.88,Overproduction,357.59
3226,7,52,2025-03-25,6.23,Expired,1023.53
3227,7,53,2025-03-08,19.32,Storage Issue,1918.09
3228,7,11,2025-03-23,13.15,Overproduction,1836.0
3229,7,21,2025-03-17,34.41,Storage Issue,10941.69
3230,7,54,2025-03-24,17.14,Preparation Error,1822.32
3231,7,4,2025-03-02,25.32,Expired,1414.38
3232,7,60,2025-03-18,34.56,Storage Issue,2657.32
3233,7,55,2025-03-15,19.1,Storage Issue,1476.62
3234,7,51,2025-03-14,14.52,Storage Issue,702.91
3235,7,45,2025-03-22,18.68,Storage Issue,4100.82
3236,7,61,2025-03-22,22.74,Expired,1753.71
3237,7,5,2025-03-21,32.42,Spoilage,8153.63
3238,7,47,2025-03-01,21.42,Spoilage,6707.46
3239,7,63,2025-03-28,36.54,Spoilage,11363.21
3240,7,23,2025-03-17,19.04,Preparation Error,1469.89
3241,7,33,2025-03-22,17.03,Expired,5641.02
3242,7,40,2025-03-10,34.94,Overproduction,9657.42
3243,7,13,2025-03-21,28.55,Expired,3069.7
3244,7,43,2025-03-06,5.51,Preparation Error,1100.95
3245,7,44,2025-03-25,30.52,Spoilage,1788.17
3246,7,32,2025-03-03,27.5,Spoilage,2356.47
3247,7,12,2025-03-27,8.01,Storage Issue,194.8
3248,7,29,2025-03-19,16.37,Storage Issue,1974.71
3249,7,15,2025-03-18,201.04,Expired,8713.07
3250,7,51,2025-04-20,25.13,Expired,5270.77
3251,7,43,2025-04-22,19.83,Overproduction,4599.17
3252,7,31,2025-04-03,28.86,Expired,1904.18
3253,7,55,2025-04-24,27.2,Preparation Error,3320.85
3254,7,41,2025-04-21,28.72,Preparation Error,9684.1
3255,7,62,2025-04-17,8.68,Expired,2954.76
3256,7,57,2025-04-01,19.13,Overproduction,3871.34
3257,7,28,2025-04-22,261.87,Spoilage,12283.2
3258,7,48,2025-04-14,8.25,Expired,1835.62
3259,7,36,2025-04-24,23.78,Storage Issue,4307.98
3260,7,24,2025-04-10,19.91,Overproduction,4298.97
3261,7,39,2025-04-02,28.66,Spoilage,8996.95
3262,7,53,2025-04-08,17.44,Storage Issue,1017.8
3263,7,7,2025-04-24,15.25,Spoilage,4169.05
3264,7,22,2025-04-08,22.58,Expired,5183.01
3265,7,40,2025-04-04,21.18,Overproduction,6993.21
3266,7,60,2025-04-15,12.13,Overproduction,3823.25
3267,7,30,2025-04-24,19.44,Preparation Error,4941.26
3268,7,1,2025-04-26,34.12,Overproduction,4620.87
3269,7,63,2025-04-20,10.56,Spoilage,1011.86
3270,7,46,2025-04-09,29.04,Expired,8827.87
3271,7,3,2025-04-25,34.94,Spoilage,2168.73
3272,7,26,2025-04-01,10.41,Spoilage,1519.03
3273,7,59,2025-04-26,22.24,Spoilage,3140.51
3274,7,9,2025-04-07,20.34,Spoilage,5281.28
3275,7,27,2025-04-12,28.82,Expired,3275.39
3276,7,33,2025-04-17,16.81,Expired,4715.88
3277,7,49,2025-04-24,20.31,Expired,846.32
3278,7,8,2025-04-03,13.72,Expired,1475.31
3279,7,13,2025-04-04,30.89,Expired,7243.09
3280,7,34,2025-04-13,24.77,Expired,5204.42
3281,7,62,2025-05-23,14.59,Overproduction,4951.99
3282,7,50,2025-05-11,9.47,Overproduction,3192.72
3283,7,64,2025-05-21,23.26,Spoilage,7310.15
3284,7,49,2025-05-06,19.79,Preparation Error,997.22
3285,7,11,2025-05-03,10.54,Expired,2346.52
3286,7,54,2025-05-05,28.93,Spoilage,7303.38
3287,7,52,2025-05-19,23.96,Expired,7552.91
3288,7,59,2025-05-25,23.67,Expired,2177.88
3289,7,28,2025-05-27,36.25,Preparation Error,3268.66
3290,7,24,2025-05-11,32.02,Expired,11098.13
3291,7,9,2025-05-25,28.55,Overproduction,1076.91
3292,7,32,2025-05-03,26.46,Spoilage,1649.78
3293,7,45,2025-05-27,34.6,Expired,9922.93
3294,7,15,2025-05-20,4.98,Spoilage,227.04
3295,7,39,2025-05-08,36.92,Overproduction,4058.62
3296,7,60,2025-05-26,20.81,Overproduction,2696.77
3297,7,43,2025-05-26,13.75,Quality Issue,2428.53
3298,7,4,2025-05-02,9.47,Quality Issue,3181.64
3299,7,2,2025-05-16,33.97,Overproduction,1489.92
3300,7,27,2025-05-17,36.6,Expired,7649.77
3301,7,10,2025-05-16,6.8,Expired,1964.72
3302,7,3,2025-05-13,32.01,Preparation Error,7889.82
3303,7,23,2025-05-09,221.62,Spoilage,2333.98
3304,7,55,2025-05-23,29.92,Spoilage,9036.44
3305,7,13,2025-05-07,19.52,Spoilage,3797.42
3306,7,65,2025-05-05,13.62,Spoilage,4312.91
3307,7,1,2025-05-25,30.69,Expired,3585.21
3308,7,58,2025-05-16,11.54,Expired,778.37
3309,7,16,2025-05-03,14.8,Expired,1265.84
3310,7,38,2025-05-24,6.75,Spoilage,870.48
3311,7,61,2025-05-01,14.83,Expired,3707.06
3312,7,15,2025-06-23,2.88,Quality Issue,419.01
3313,7,34,2025-06-22,23.84,Spoilage,2779.74
3314,7,52,2025-06-13,23.27,Spoilage,1633.79
3315,7,20,2025-06-22,18.7,Preparation Error,2388.55
3316,7,8,2025-06-21,14.37,Quality Issue,867.52
3317,7,12,2025-06-19,23.27,Preparation Error,3372.99
3318,7,48,2025-06-12,33.87,Preparation Error,6027.84
3319,7,24,2025-06-27,16.41,Spoilage,2763.94
3320,7,64,2025-06-11,34.96,Spoilage,1090.4
3321,7,40,2025-06-02,28.6,Overproduction,2076.65
3322,7,51,2025-06-14,10.62,Expired,2160.96
3323,7,36,2025-06-13,5.23,quality issue,1767.53
3324,7,37,2025-06-24,35.79,Expired,11432.04
3325,7,23,2025-06-07,23.72,Expired,6005.9
3326,7,55,2025-06-26,15.71,Overproduction,3863.09
3327,7,35,2025-06-17,8.93,Preparation Error,2615.69
3328,7,11,2025-06-03,29.77,Spoilage,4126.12
3329,7,45,2025-06-04,13.59,overproduction,2290.59
3330,7,58,2025-06-08,12.0,Expired,3006.48
3331,7,17,2025-06-28,37.22,Quality Issue,6378.76
3332,7,21,2025-06-02,12.56,Spoilage,3304.54
3333,7,27,2025-06-13,22.47,Storage Issue,5386.73
3334,7,18,2025-06-04,33.05,Expired,6299.0
3335,7,47,2025-06-16,2.7,Quality Issue,287.55
3336,7,19,2025-06-17,5.44,Spoilage,596.01
3337,7,61,2025-06-06,24.19,Storage Issue,6525.74
3338,7,53,2025-06-19,27.31,Overproduction,7954.31
3339,7,22,2025-06-01,13.36,Spoilage,3867.59
3340,7,25,2025-06-04,14.95,Expired,5090.77
3341,7,3,2025-06-25,18.72,Quality Issue,2186.68
3342,7,2,2025-06-20,5.87,Overproduction,1142.3
3343,7,48,2025-07-06,16.02,Storage Issue,1861.2
3344,7,55,2025-07-17,24.19,Overproduction,5458.72
3345,7,58,2025-07-15,34.96,Spoilage,11213.42
3346,7,8,2025-07-09,22.94,Spoilage,2436.0
3347,7,57,2025-07-16,3.37,Expired,1150.11
3348,7,50,2025-07-14,21.43,Storage Issue,707.4
3349,7,35,2025-07-22,6.99,Spoilage,1594.0
3350,7,56,2025-07-21,14.22,Quality Issue,3061.14
3351,7,34,2025-07-08,9.33,Expired,2453.32
3352,7,37,2025-07-07,12.44,Overproduction,4340.07
3353,7,36,2025-07-15,34.26,Spoilage,5645.36
3354,7,22,2025-07-09,11.71,Overproduction,4095.57
3355,7,60,2025-07-21,5.21,Expired,1611.45
3356,7,53,2025-07-08,9.3,Expired,1001.05
3357,7,40,2025-07-25,3.84,Spoilage,1304.1
3358,7,44,2025-07-10,5.1,Preparation Error,731.39
3359,7,9,2025-07-18,18.8,Expired,4552.42
3360,7,62,2025-07-01,12.46,Spoilage,4150.3
3361,7,15,2025-07-15,8.71,Spoilage,2922.99
3362,7,47,2025-07-09,13.97,Spoilage,3699.81
3363,7,42,2025-07-17,4.81,Expired,688.89
3364,7,4,2025-07-08,5.06,Overproduction,1642.12
3365,7,45,2025-07-17,37.32,Expired,11232.57
3366,7,10,2025-07-17,9.39,Spoilage,2116.98
3367,7,19,2025-07-25,17.16,Overproduction,624.8
3368,7,1,2025-07-23,8.61,Expired,1235.28
3369,7,43,2025-07-08,29.3,Spoilage,3485.24
3370,7,59,2025-07-21,28.93,Spoilage,3854.05
3371,7,17,2025-07-17,36.39,Overproduction,7744.16
3372,7,18,2025-07-24,7.79,Expired,2028.75
3373,7,12,2025-07-11,8.46,Spoilage,2431.15
3374,7,40,2025-08-10,26.17,Storage Issue,2104.07
3375,7,56,2025-08-26,7.0,Quality Issue,260.47
3376,7,50,2025-08-15,97.65,Overproduction,3293.04
3377,7,14,2025-08-05,28.16,Expired,6748.83
3378,7,61,2025-08-10,12.54,Expired,2280.27
