ReviewID,CustomerID,OrderID,ProductID,BranchID,ReviewDate,Rating,ReviewText,SentimentCategory
4186,5463,31854,25,11,2026-05-27,5,"Friendly staff and tasty food, will order again.",Positive
4187,5885,9430,37,11,2024-09-24,5,"Great taste and hot, fresh delivery.",Positive
4188,2746,1243,9,2,2024-07-03,2,Food arrived cold and soggy.,Negative
4189,4201,8756,56,19,2026-06-08,5,"Friendly staff and tasty food, will order again.",Positive
4190,9959,9981,11,5,2024-11-05,4,One of the best QSR experiences in the city.,Positive
4191,4034,24920,42,9,2025-05-10,4,"Absolutely loved the food, quick service too!",Positive
4192,5708,41978,66,11,2026-03-23,4,One of the best QSR experiences in the city.,Positive
4193,7159,20871,59,5,2025-12-17,4,Perfectly cooked and packed really well.,Positive
4194,5753,2084,26,4,2026-03-31,4,"Friendly staff and tasty food, will order again.",Positive
4195,1460,40936,65,4,2024-05-16,5,"Great taste and hot, fresh delivery.",Positive
4196,10006,20094,10,8,2023-12-21,4,"Friendly staff and tasty food, will order again.",Positive
4197,12019,22036,29,4,2026-06-18,3,"It was fine, met basic expectations.",Neutral
4198,1656,38299,40,17,2024-04-11,5,"Great taste and hot, fresh delivery.",Positive
4199,4160,15658,71,5,2024-09-26,5,,Neutral
4200,9496,11825,34,8,2024-01-31,2,Way too oily and not fresh at all.,Positive
4201,12091,41965,66,5,2025-09-06,5,"Friendly staff and tasty food, will order again.",Positive
4202,2496,3695,28,12,2026-02-23,4,One of the best QSR experiences in the city.,Positive
4203,11326,28859,59,16,2024-04-11,5,,Positive
4204,2934,18090,51,9,2024-06-17,4,"Great taste and hot, fresh delivery.",Positive
4205,10137,29042,54,8,2025-05-24,4,Perfectly cooked and packed really well.,Positive
4206,1641,28629,22,3,2024-02-14,4,"Friendly staff and tasty food, will order again.",Positive
4207,1672,41226,65,17,2024-12-05,4,"Absolutely loved the food, quick service too!",Positive
4208,586,25127,5,17,2025-07-22,5,One of the best QSR experiences in the city.,Positive
4209,11798,23842,24,19,2024-06-09,4,"Absolutely loved the food, quick service too!",Positive
4210,1098,14598,61,8,2024-03-01,5,"Friendly staff and tasty food, will order again.",Positive
4211,11007,4160,1,5,2024-11-06,5,"Absolutely loved the food, quick service too!",Positive
4212,2143,11340,71,12,2024-03-11,4,Perfectly cooked and packed really well.,Positive
4213,1777,14670,69,5,2024-06-13,1,Way too oily and not fresh at all.,Negative
4214,6747,31580,53,11,2024-09-11,5,,Positive
4215,642,39404,48,19,2024-10-14,4,"Absolutely loved the food, quick service too!",Positive
4216,562,39817,45,4,2025-10-01,5,One of the best QSR experiences in the city.,Positive
4217,11908,8786,3,5,2025-11-26,4,"Friendly staff and tasty food, will order again.",Positive
4218,4474,13870,2,15,2025-09-01,2,Delivery was very late and food quality was poor.,Negative
4219,10775,35954,39,5,2025-09-20,4,Perfectly cooked and packed really well.,Positive
4220,6315,8708,58,13,2026-02-09,5,"Absolutely loved the food, quick service too!",Positive
4221,7891,12291,46,5,2025-03-01,4,"Friendly staff and tasty food, will order again.",Positive
4222,4792,12883,66,17,2024-10-17,5,,Positive
4223,1250,8525,4,19,2026-07-28,5,Perfectly cooked and packed really well.,Positive
4224,933,1017,53,17,2025-11-11,1,Order was incorrect and staff was unhelpful.,NEGATIVE
4225,10637,8871,3,8,2024-04-07,5,"Friendly staff and tasty food, will order again.",Positive
4226,10655,40498,32,4,2024-04-10,5,One of the best QSR experiences in the city.,Positive
4227,551,17107,48,4,2026-02-14,2,Food arrived cold and soggy.,Negative
4228,12495,22557,5,12,2025-01-23,5,One of the best QSR experiences in the city.,Positive
4229,354,20744,41,20,2025-03-11,4,"Absolutely loved the food, quick service too!",Positive
4230,11420,21438,63,9,2024-01-06,5,"Great taste and hot, fresh delivery.",Positive
4231,10812,35585,38,5,2025-04-20,4,Perfectly cooked and packed really well.,Positive
4232,5448,14925,36,19,2024-03-08,5,Perfectly cooked and packed really well.,Positive
4233,9250,14605,63,6,2024-03-13,5,"Great taste and hot, fresh delivery.",Positive
4234,3838,41479,5,5,2023-12-31,4,"Great taste and hot, fresh delivery.",Positive
4235,8790,29131,12,19,2025-09-17,4,Perfectly cooked and packed really well.,Positive
4236,5961,24541,36,17,2026-01-17,3,,Neutral
4237,3481,38688,50,5,2024-11-10,5,,Positive
4238,4496,9676,58,17,2024-02-13,4,Perfectly cooked and packed really well.,Positive
4239,8820,18244,29,19,2025-09-09,4,One of the best QSR experiences in the city.,Positive
4240,1462,23754,20,3,2025-05-27,4,"Absolutely loved the food, quick service too!",Positive
4241,662,17449,29,19,2025-04-13,5,"Friendly staff and tasty food, will order again.",Positive
4242,4299,29246,53,11,2024-09-02,2,Delivery was very late and food quality was poor.,Negative
4243,1651,26203,36,5,2024-04-09,5,"Friendly staff and tasty food, will order again.",Positive
4244,9921,23375,31,12,2026-06-11,2,Order was incorrect and staff was unhelpful.,Negative
4245,8184,28796,70,4,2026-07-29,4,"Absolutely loved the food, quick service too!",Positive
4246,7024,29854,14,9,2025-08-23,5,,Positive
4247,2510,15178,22,20,2025-12-30,5,"Great taste and hot, fresh delivery.",Positive
4248,7706,31408,58,8,2025-04-05,4,"Great taste and hot, fresh delivery.",Positive
4249,4731,17926,64,5,2025-04-27,3,"Average experience, delivery took a bit long.",Neutral
4250,693,12864,60,5,2026-03-28,5,"Absolutely loved the food, quick service too!",Positive
4251,7627,4732,27,15,2024-11-29,5,Perfectly cooked and packed really well.,Positive
4252,5980,20286,42,11,2026-05-18,5,"Absolutely loved the food, quick service too!",Positive
4253,10925,3303,48,20,2025-08-12,5,,Positive
4254,9155,35235,42,9,2024-04-14,3,"It was fine, met basic expectations.",Neutral
4255,8285,34585,52,19,2024-05-18,4,,Positive
4256,7273,30003,66,17,2024-02-07,4,Perfectly cooked and packed really well.,Positive
4257,2036,27508,51,17,2025-02-04,4,One of the best QSR experiences in the city.,Positive
4258,1074,15093,5,3,2026-01-03,5,"Absolutely loved the food, quick service too!",Positive
4259,5654,34560,38,11,2025-03-23,5,One of the best QSR experiences in the city.,Positive
4260,4334,22893,41,4,2026-01-19,3,"It was fine, met basic expectations.",Neutral
4261,4992,6506,52,8,2024-07-31,4,One of the best QSR experiences in the city.,Positive
4262,8763,25688,43,16,2025-05-20,5,One of the best QSR experiences in the city.,Positive
4263,11115,19653,33,8,2025-11-01,2,,Negative
4264,12268,29021,46,5,2024-06-08,5,"Friendly staff and tasty food, will order again.",Positive
4265,3173,37390,23,9,2026-08-02,5,"Absolutely loved the food, quick service too!",Positive
4266,12164,19442,35,5,2025-06-12,4,,Positive
4267,1994,24683,56,3,2023-12-31,5,"Great taste and hot, fresh delivery.",Positive
4268,6236,34338,30,17,2024-09-05,5,Perfectly cooked and packed really well.,Positive
4269,1735,1455,63,2,2026-04-30,4,Perfectly cooked and packed really well.,Positive
4270,8102,5664,31,5,2025-05-17,5,"Friendly staff and tasty food, will order again.",Positive
4271,4460,1503,29,9,2026-02-01,5,"Great taste and hot, fresh delivery.",Positive
4272,1956,37960,62,17,2024-07-05,4,One of the best QSR experiences in the city.,Positive
4273,5876,2207,7,11,2025-02-03,5,,Positive
4274,3082,9867,33,11,2024-10-02,3,"Food was okay, nothing special.",Neutral
4275,2356,4804,3,15,2024-12-12,5,"Great taste and hot, fresh delivery.",Positive
4276,5608,8188,4,15,2024-09-21,4,One of the best QSR experiences in the city.,Positive
4277,10788,28675,65,18,2024-05-18,5,Perfectly cooked and packed really well.,Positive
4278,2681,38875,12,12,2024-05-12,4,,Positive
4279,2174,30083,18,8,2026-06-03,4,"Absolutely loved the food, quick service too!",Positive
4280,1262,6740,8,5,2026-05-30,5,"Great taste and hot, fresh delivery.",Positive
4281,3969,22565,65,5,2024-11-13,4,Perfectly cooked and packed really well.,Positive
4282,911,26510,11,3,2024-01-20,5,,Positive
4283,7289,32034,64,11,2024-10-09,4,,Positive
4284,1538,27427,13,3,2026-03-10,4,One of the best QSR experiences in the city.,Positive
4285,5830,23719,36,12,2024-11-10,5,"Absolutely loved the food, quick service too!",Positive
4286,488,10978,57,5,2026-01-06,3,"Average experience, delivery took a bit long.",Neutral
4287,348,27167,66,2,2024-12-01,2,"Extremely disappointed, will not order again.",Negative
4288,2124,5178,8,5,2025-07-27,1,Delivery was very late and food quality was poor.,Negative
4289,2304,23006,52,5,2025-01-25,4,,Positive
4290,9399,16993,3,4,2024-01-05,5,One of the best QSR experiences in the city.,Positive
4291,8663,19189,25,11,2026-08-18,4,"Absolutely loved the food, quick service too!",Positive
4292,7470,20731,57,4,2024-02-20,5,"Friendly staff and tasty food, will order again.",Positive
4293,9519,11295,33,2,2024-12-24,2,Way too oily and not fresh at all.,Negative
4294,10703,21080,53,9,2026-03-14,2,Way too oily and not fresh at all.,Negative
4295,5993,5968,63,9,2025-02-27,3,,Neutral
4296,10902,41567,43,15,2024-08-21,5,,Positive
4297,7439,28787,48,15,2025-08-27,1,"Extremely disappointed, will not order again.",Negative
4298,234,14909,12,2,2026-03-18,5,One of the best QSR experiences in the city.,Positive
4299,9261,22916,9,17,2025-11-18,4,,Positive
4300,11592,15474,6,5,2024-09-03,3,,Neutral
4301,7799,589,27,12,2026-01-28,3,"Food was okay, nothing special.",Neutral
4302,1609,29225,48,5,2026-06-05,5,"Friendly staff and tasty food, will order again.",Positive
4303,7322,20382,36,5,2023-12-19,5,Perfectly cooked and packed really well.,Positive
4304,8971,16230,38,10,2024-01-10,1,Order was incorrect and staff was unhelpful.,Negative
4305,7130,25014,65,5,2025-10-10,4,,Neutral
4306,1215,2217,45,17,2025-06-29,4,One of the best QSR experiences in the city.,Positive
4307,649,32054,61,11,2025-09-21,3,"Average experience, delivery took a bit long.",Neutral
4308,10406,9518,32,5,2024-03-20,4,"Absolutely loved the food, quick service too!",Positive
4309,9085,1143,48,5,2024-08-02,4,One of the best QSR experiences in the city.,Positive
4310,2262,14135,57,13,2024-01-03,3,"Average experience, delivery took a bit long.",Neutral
4311,6665,10837,39,8,2025-12-23,3,,Neutral
4312,12436,7790,60,4,2026-04-01,4,One of the best QSR experiences in the city.,Positive
4313,3554,12924,64,5,2025-12-27,4,"Great taste and hot, fresh delivery.",Positive
4314,1329,26198,25,5,2024-08-05,5,,Positive
4315,10992,39621,23,3,2026-01-14,5,"Absolutely loved the food, quick service too!",Positive
4316,11289,13550,61,20,2025-07-21,3,"Food was okay, nothing special.",Neutral
4317,5098,20113,65,6,2024-09-11,5,,Positive
4318,4003,40932,10,12,2024-04-15,5,"Absolutely loved the food, quick service too!",Positive
4319,5885,16358,71,12,2024-06-11,2,"Extremely disappointed, will not order again.",Negative
4320,9748,35933,59,20,2024-04-20,4,"Great taste and hot, fresh delivery.",Positive
4321,534,13515,21,9,2026-06-10,5,"Friendly staff and tasty food, will order again.",Positive
4322,8360,16528,39,5,2024-07-14,5,One of the best QSR experiences in the city.,Positive
4323,1955,7426,28,9,2024-12-09,4,"Absolutely loved the food, quick service too!",Positive
4324,10208,26191,17,3,2024-09-04,4,One of the best QSR experiences in the city.,Positive
4325,7408,20701,23,5,2025-09-28,4,"Absolutely loved the food, quick service too!",Positive
4326,3248,20961,32,17,2024-05-12,4,Perfectly cooked and packed really well.,Positive
4327,11192,7129,4,5,2025-02-22,5,One of the best QSR experiences in the city.,Positive
4328,4840,6853,51,17,2024-05-16,1,Order was incorrect and staff was unhelpful.,Negative
4329,2356,32762,42,8,2026-03-22,5,Perfectly cooked and packed really well.,Positive
4330,6058,19525,70,20,2024-11-01,4,Perfectly cooked and packed really well.,Positive
4331,2840,3122,17,5,2024-01-18,4,"Friendly staff and tasty food, will order again.",Positive
4332,10269,39283,71,6,2025-09-06,5,One of the best QSR experiences in the city.,Positive
4333,7564,13390,41,17,2025-05-06,4,,Positive
4334,10292,36415,65,5,2024-07-17,4,"Friendly staff and tasty food, will order again.",Positive
4335,326,2234,16,17,2025-10-26,4,"Absolutely loved the food, quick service too!",Positive
4336,10132,10249,68,5,2025-11-24,4,Perfectly cooked and packed really well.,Positive
4337,10610,9120,24,11,2026-01-12,5,One of the best QSR experiences in the city.,Positive
4338,4379,26989,62,13,2025-07-04,5,Perfectly cooked and packed really well.,Positive
4339,10312,8813,17,14,2024-05-06,1,Food arrived cold and soggy.,Negative
4340,8088,10361,63,6,2025-09-23,4,"Great taste and hot, fresh delivery.",Positive
4341,10733,25102,61,16,2024-06-10,3,"Food was okay, nothing special.",Neutral
4342,7362,35280,23,15,2024-07-11,4,"Great taste and hot, fresh delivery.",Positive
4343,9117,37686,28,17,2026-03-26,4,"Friendly staff and tasty food, will order again.",Positive
4344,3510,15439,20,5,2026-04-26,5,,Positive
4345,7720,30749,11,15,2024-06-14,3,Decent taste but portion size could be better.,Neutral
4346,3557,2411,70,8,2026-05-21,5,Perfectly cooked and packed really well.,Positive
4347,654,24281,42,6,2024-08-21,5,Perfectly cooked and packed really well.,Positive
4348,7081,34801,57,5,2024-10-06,4,,Positive
4349,7846,23713,16,11,2024-12-10,1,Delivery was very late and food quality was poor.,Negative
4350,11599,4130,21,1,2024-01-31,5,Perfectly cooked and packed really well.,Neutral
4351,6975,38081,2,5,2023-12-27,5,"Great taste and hot, fresh delivery.",Positive
4352,9825,36237,14,9,2024-12-24,5,"Great taste and hot, fresh delivery.",Positive
4353,6015,34221,10,5,2024-11-13,3,"Food was okay, nothing special.",Neutral
4354,2189,6966,15,3,2026-02-21,4,"Absolutely loved the food, quick service too!",Positive
4355,6058,18201,50,16,2025-09-04,3,"Food was okay, nothing special.",Neutral
4356,10752,9817,58,17,2025-05-16,5,"Friendly staff and tasty food, will order again.",Positive
4357,10822,1320,6,3,2026-06-29,4,,Positive
4358,2339,39795,34,5,2026-01-11,3,Decent taste but portion size could be better.,Neutral
4359,9655,40907,20,17,2024-12-25,1,,Negative
4360,7047,10293,55,8,2026-05-25,5,,Positive
4361,5381,41680,15,9,2025-11-22,5,"Great taste and hot, fresh delivery.",Positive
4362,3157,37407,11,5,2026-05-03,4,"Friendly staff and tasty food, will order again.",Positive
4363,8476,18216,31,13,2024-08-29,5,"Absolutely loved the food, quick service too!",Positive
4364,9983,8427,22,15,2025-10-29,5,,Positive
4365,9001,9301,2,16,2026-01-28,5,"Absolutely loved the food, quick service too!",Positive
4366,8334,14509,2,13,2026-06-25,5,One of the best QSR experiences in the city.,Positive
4367,682,37384,68,17,2025-11-10,3,Decent taste but portion size could be better.,Neutral
4368,2195,12203,45,12,2026-05-12,3,Decent taste but portion size could be better.,Neutral
4369,1107,26763,2,19,2024-01-02,3,"Food was okay, nothing special.",Neutral
4370,11405,38039,25,5,2025-10-22,5,"Friendly staff and tasty food, will order again.",Negative
4371,7703,2545,28,17,2024-07-09,4,One of the best QSR experiences in the city.,Positive
4372,4007,10401,35,3,2025-10-19,4,One of the best QSR experiences in the city.,Positive
4373,6233,18480,1,13,2025-04-01,4,Perfectly cooked and packed really well.,Positive
4374,5537,40468,10,10,2026-03-08,4,"Absolutely loved the food, quick service too!",Positive
4375,4206,14340,5,15,2026-01-11,4,"Friendly staff and tasty food, will order again.",Positive
4376,7748,40020,59,5,2024-12-03,5,"Friendly staff and tasty food, will order again.",Positive
4377,10212,24554,43,3,2025-01-10,3,,Neutral
4378,3518,23474,29,8,2026-07-30,5,"Absolutely loved the food, quick service too!",Positive
4379,6983,16389,66,5,2023-12-30,4,"Friendly staff and tasty food, will order again.",Positive
4380,2892,27953,9,5,2026-02-07,4,"Absolutely loved the food, quick service too!",Positive
4381,8981,10429,52,5,2023-12-23,5,One of the best QSR experiences in the city.,Positive
4382,3994,24358,20,5,2024-11-23,5,One of the best QSR experiences in the city.,Positive
4383,2322,2357,11,16,2024-02-18,4,"Absolutely loved the food, quick service too!",Positive
4384,1488,31012,48,3,2024-09-17,5,"Great taste and hot, fresh delivery.",Positive
4385,754,9062,29,8,2026-05-05,3,"Food was okay, nothing special.",Neutral
4386,6542,16486,61,3,2023-12-17,4,"Friendly staff and tasty food, will order again.",Positive
4387,11664,2921,15,5,2025-06-19,5,Perfectly cooked and packed really well.,Positive
4388,2833,22093,1,8,2026-01-07,5,One of the best QSR experiences in the city.,Positive
4389,2047,32045,30,9,2025-04-04,5,"Great taste and hot, fresh delivery.",Positive
4390,10433,33502,54,4,2026-03-04,5,,Positive
4391,9748,37030,59,5,2024-12-28,5,"Absolutely loved the food, quick service too!",Positive
4392,10188,16980,13,5,2024-04-11,4,"Friendly staff and tasty food, will order again.",Positive
4393,3681,16060,57,5,2024-04-08,5,"Great taste and hot, fresh delivery.",Positive
4394,930,5667,47,8,2026-04-22,3,,Neutral
4395,7379,3736,47,20,2025-11-04,4,One of the best QSR experiences in the city.,Positive
4396,1304,34526,46,3,2026-01-10,4,"Absolutely loved the food, quick service too!",Positive
4397,9888,34689,54,9,2026-02-02,4,"Great taste and hot, fresh delivery.",Positive
4398,5380,26181,22,12,2024-11-04,5,One of the best QSR experiences in the city.,Neutral
4399,777,32245,5,5,2024-03-19,3,"It was fine, met basic expectations.",Neutral
4400,4630,40280,8,17,2024-01-20,4,"Absolutely loved the food, quick service too!",Positive
4401,8800,26883,1,8,2025-03-03,4,"Absolutely loved the food, quick service too!",Positive
4402,9498,39909,68,9,2026-01-04,4,,Positive
4403,6359,30660,37,12,2025-07-14,4,Perfectly cooked and packed really well.,Positive
4404,3302,3069,3,5,2025-04-20,4,"Great taste and hot, fresh delivery.",Positive
4405,10117,29204,10,5,2024-11-05,5,"Great taste and hot, fresh delivery.",Positive
4406,11404,21037,31,5,2024-09-29,4,"Great taste and hot, fresh delivery.",Positive
4407,11037,20968,30,11,2024-08-29,4,"Absolutely loved the food, quick service too!",Positive
4408,2520,37046,68,17,2024-02-24,5,Perfectly cooked and packed really well.,Positive
4409,3711,7348,8,8,2026-06-20,5,Perfectly cooked and packed really well.,Positive
4410,9296,20112,68,2,2025-11-05,4,"Friendly staff and tasty food, will order again.",Positive
4411,1092,20409,4,5,2024-11-13,5,"Absolutely loved the food, quick service too!",Positive
4412,6216,12825,68,19,2024-10-08,5,"Friendly staff and tasty food, will order again.",Positive
4413,10113,21943,70,19,2024-07-10,1,Delivery was very late and food quality was poor.,Negative
4414,4968,38863,17,5,2025-03-23,1,Order was incorrect and staff was unhelpful.,Negative
4415,2946,3779,24,17,2024-08-14,4,"Great taste and hot, fresh delivery.",Positive
4416,6691,24056,11,19,2026-08-09,5,Perfectly cooked and packed really well.,Positive
4417,11530,3312,46,13,2026-05-25,2,Way too oily and not fresh at all.,Negative
4418,10153,25737,18,17,2026-04-25,2,,Negative
4419,8863,12526,42,12,2025-07-07,4,,Positive
4420,8941,29601,28,20,2024-12-24,4,Perfectly cooked and packed really well.,Positive
4421,2760,7895,28,4,2025-04-06,4,"Friendly staff and tasty food, will order again.",Positive
4422,2950,6510,17,5,2025-10-29,5,One of the best QSR experiences in the city.,Positive
4423,6358,16106,42,12,2026-07-11,5,"Great taste and hot, fresh delivery.",Positive
4424,7334,38895,45,8,2024-11-04,5,Perfectly cooked and packed really well.,Positive
4425,6558,21641,9,9,2026-05-06,4,Perfectly cooked and packed really well.,Positive
4426,687,21912,21,5,2026-07-10,2,Food arrived cold and soggy.,Negative
4427,655,12401,24,5,2026-03-28,2,"Extremely disappointed, will not order again.",Negative
4428,8749,2614,60,8,2025-01-27,5,"Absolutely loved the food, quick service too!",Positive
4429,7676,41237,64,17,2024-05-10,5,"Friendly staff and tasty food, will order again.",Positive
4430,8177,5974,33,13,2025-10-17,4,Perfectly cooked and packed really well.,Positive
4431,2827,29146,70,11,2025-01-14,2,"Extremely disappointed, will not order again.",Negative
4432,6033,7562,48,15,2026-02-23,5,One of the best QSR experiences in the city.,Positive
4433,9670,1687,18,17,2024-12-17,1,Delivery was very late and food quality was poor.,Negative
4434,6610,1247,58,8,2024-11-19,4,"Great taste and hot, fresh delivery.",Positive
4435,9376,32048,46,5,2026-04-11,4,,Positive
4436,6586,18034,28,6,2026-06-08,4,,Positive
4437,8357,297,20,15,2026-04-17,5,"Great taste and hot, fresh delivery.",Positive
4438,7756,5982,38,15,2025-09-06,5,"Friendly staff and tasty food, will order again.",Negative
4439,1213,30116,44,15,2025-09-29,4,Perfectly cooked and packed really well.,Positive
4440,8273,401,7,5,2024-04-24,5,"Friendly staff and tasty food, will order again.",Positive
4441,6974,35424,16,8,2026-03-18,1,Way too oily and not fresh at all.,Negative
4442,8741,2937,68,5,2024-07-01,3,"Food was okay, nothing special.",Neutral
4443,7820,26374,48,15,2025-11-16,5,"Friendly staff and tasty food, will order again.",Positive
4444,12217,34677,66,8,2026-04-13,3,"Food was okay, nothing special.",Neutral
4445,4840,19315,2,17,2025-05-23,4,"Great taste and hot, fresh delivery.",Positive
4446,2048,9064,19,15,2026-02-27,4,One of the best QSR experiences in the city.,Positive
4447,3802,22283,16,8,2025-06-16,5,"Great taste and hot, fresh delivery.",Positive
4448,7607,38421,24,5,2024-10-23,4,"Friendly staff and tasty food, will order again.",Positive
4449,1752,23693,7,12,2026-04-07,4,One of the best QSR experiences in the city.,positive
4450,7801,21932,25,8,2025-03-24,1,Food arrived cold and soggy.,negative
4451,7960,5570,8,5,2025-05-04,5,,Positive
4452,8252,2616,12,4,2024-05-25,4,"Great taste and hot, fresh delivery.",Positive
4453,4552,30406,52,5,2025-09-03,4,"Absolutely loved the food, quick service too!",Positive
4454,2495,8845,43,4,2025-02-25,5,"Absolutely loved the food, quick service too!",Positive
4455,5529,19103,52,17,2026-05-21,3,"Food was okay, nothing special.",Neutral
4456,353,5604,30,8,2026-01-20,4,"Friendly staff and tasty food, will order again.",Positive
4457,4686,25929,67,11,2025-04-23,5,"Absolutely loved the food, quick service too!",Positive
4458,1216,21392,16,5,2026-01-27,3,,Neutral
4459,8969,28276,70,6,2024-07-20,5,"Absolutely loved the food, quick service too!",Positive
4460,10805,13620,15,5,2025-08-31,4,"Friendly staff and tasty food, will order again.",Positive
4461,9278,13444,12,4,2025-02-22,5,Perfectly cooked and packed really well.,Positive
4462,2169,34102,4,8,2026-03-02,4,"Friendly staff and tasty food, will order again.",Positive
4463,4384,29525,50,5,2025-01-20,3,Decent taste but portion size could be better.,Neutral
4464,6102,28013,44,8,2026-01-04,4,"Absolutely loved the food, quick service too!",Positive
4465,11582,39767,8,20,2026-04-06,2,Way too oily and not fresh at all.,Negative
4466,6282,38740,20,2,2025-10-31,4,"Friendly staff and tasty food, will order again.",Positive
4467,11964,6589,25,17,2026-03-13,4,"Absolutely loved the food, quick service too!",Positive
4468,9659,10020,30,5,2025-12-07,5,Perfectly cooked and packed really well.,Positive
4469,9912,35863,36,5,2025-08-09,3,"It was fine, met basic expectations.",Neutral
4470,2933,19807,33,5,2026-04-27,4,One of the best QSR experiences in the city.,Positive
4471,2844,41199,20,15,2026-05-08,4,"Absolutely loved the food, quick service too!",Positive
4472,7320,23882,21,5,2025-12-02,4,"Friendly staff and tasty food, will order again.",Positive
4473,9952,28114,45,5,2024-05-09,3,"Average experience, delivery took a bit long.",Neutral
4474,4323,31792,3,20,2024-11-07,1,"Extremely disappointed, will not order again.",Negative
4475,3154,15080,45,5,2024-01-23,5,"Absolutely loved the food, quick service too!",Positive
4476,10397,5810,10,12,2024-02-03,4,"Absolutely loved the food, quick service too!",Positive
4477,5115,23773,60,15,2024-12-29,5,"Great taste and hot, fresh delivery.",Positive
4478,6203,35161,63,17,2024-12-27,3,,Neutral
4479,8848,38986,54,9,2025-06-23,3,"Food was okay, nothing special.",Neutral
4480,5405,33291,45,12,2024-08-29,5,"Friendly staff and tasty food, will order again.",Positive
4481,10364,4422,12,15,2026-06-12,5,One of the best QSR experiences in the city.,Positive
4482,11709,16874,27,4,2026-04-11,5,One of the best QSR experiences in the city.,Positive
4483,9119,7393,27,11,2024-01-10,4,"Absolutely loved the food, quick service too!",Positive
4484,5416,18581,46,5,2024-08-04,5,,Positive
4485,711,17466,26,10,2025-09-02,4,"Friendly staff and tasty food, will order again.",Positive
4486,1957,11430,26,5,2024-10-21,4,,Positive
4487,12242,17287,16,3,2026-08-01,5,"Absolutely loved the food, quick service too!",Positive
4488,9141,28576,61,12,2025-03-07,5,,Positive
4489,11830,11806,69,5,2024-02-26,5,"Absolutely loved the food, quick service too!",Positive
4490,3504,25124,62,19,2024-09-11,5,"Great taste and hot, fresh delivery.",Positive
4491,2107,2119,45,13,2025-11-16,1,,Negative
4492,5138,16028,46,8,2025-12-05,2,Food arrived cold and soggy.,Negative
4493,11748,17138,36,5,2024-07-21,2,,Negative
4494,1503,25959,70,8,2024-05-24,5,Perfectly cooked and packed really well.,Positive
4495,5909,31707,63,17,2025-09-21,2,Food arrived cold and soggy.,Negative
4496,6101,9866,40,5,2025-10-22,5,"Great taste and hot, fresh delivery.",Positive
4497,266,30982,39,19,2025-08-20,4,,Positive
4498,3311,5175,21,10,2025-04-05,5,,Positive
4499,11226,35218,37,10,2024-09-15,5,"Absolutely loved the food, quick service too!",Positive
4500,4924,39783,5,17,2026-07-14,5,One of the best QSR experiences in the city.,Positive
4501,3916,15465,28,5,2025-05-14,4,"Absolutely loved the food, quick service too!",Positive
4502,2295,7137,22,8,2025-06-03,5,Perfectly cooked and packed really well.,Positive
4503,7386,37689,27,19,2024-08-01,4,"Friendly staff and tasty food, will order again.",Positive
4504,5623,16723,40,8,2024-05-08,3,"Food was okay, nothing special.",Neutral
4505,8880,21875,28,5,2025-05-28,5,One of the best QSR experiences in the city.,Positive
4506,10846,34638,50,8,2024-08-07,2,Way too oily and not fresh at all.,Negative
4507,9699,25186,30,12,2024-07-22,4,Perfectly cooked and packed really well.,Positive
4508,10466,6340,26,5,2025-09-07,5,"Friendly staff and tasty food, will order again.",Positive
4509,4019,25552,5,15,2024-03-12,4,"Great taste and hot, fresh delivery.",Positive
4510,7858,30207,69,3,2025-03-10,4,"Friendly staff and tasty food, will order again.",Positive
4511,8537,12462,13,19,2024-10-27,5,One of the best QSR experiences in the city.,Positive
4512,6506,25811,32,16,2024-12-20,5,"Great taste and hot, fresh delivery.",Positive
4513,6009,11755,3,14,2023-12-30,2,Food arrived cold and soggy.,Negative
4514,7755,25441,40,9,2024-08-05,5,"Great taste and hot, fresh delivery.",Positive
4515,4486,23624,63,9,2024-08-03,2,Order was incorrect and staff was unhelpful.,NEGATIVE
4516,4493,30475,22,17,2024-11-02,4,One of the best QSR experiences in the city.,Positive
4517,3755,30150,11,13,2024-10-28,4,One of the best QSR experiences in the city.,Positive
4518,1159,7666,4,9,2024-12-30,1,Order was incorrect and staff was unhelpful.,Negative
4519,5514,104,69,8,2025-09-30,5,"Friendly staff and tasty food, will order again.",Positive
4520,1902,19452,4,12,2026-08-16,5,"Great taste and hot, fresh delivery.",Positive
4521,5407,38452,9,20,2024-11-02,4,One of the best QSR experiences in the city.,Positive
4522,8704,28083,21,6,2025-07-01,5,Perfectly cooked and packed really well.,Positive
4523,12081,19070,65,13,2026-03-28,4,"Great taste and hot, fresh delivery.",Positive
4524,7173,4302,54,12,2025-11-09,4,One of the best QSR experiences in the city.,Positive
4525,6218,9393,18,8,2025-06-25,4,Perfectly cooked and packed really well.,Positive
4526,12046,38691,13,9,2025-03-09,5,Perfectly cooked and packed really well.,Positive
4527,9839,16439,71,5,2025-11-02,4,"Great taste and hot, fresh delivery.",Positive
4528,3445,6685,13,9,2024-09-18,4,"Friendly staff and tasty food, will order again.",Positive
4529,10648,20892,37,6,2024-05-10,2,Order was incorrect and staff was unhelpful.,Negative
4530,11451,33883,45,5,2023-12-11,4,"Friendly staff and tasty food, will order again.",Positive
4531,9884,35786,20,17,2025-05-14,1,Delivery was very late and food quality was poor.,Negative
4532,10961,29675,12,10,2025-12-12,5,One of the best QSR experiences in the city.,Positive
4533,3876,11196,58,5,2026-05-13,5,One of the best QSR experiences in the city.,Positive
