OrderID,CustomerID,BranchID,EmployeeID,OrderDate,OrderTime,OrderType,OrderStatus,Subtotal,DiscountAmount,TaxAmount,TotalAmount,PaymentMode
3754,8135,4,146,2025-10-15,12:04:06,Dine-In,Completed,956.04,143.41,40.63,853.26,Debit Card
3755,2093,6,220,2025-01-25,19:56:26,Delivery,Completed,287.5,4.11,14.17,297.56,Wallet
3756,1762,15,523,2026-07-20,19:14:43,Delivery,Completed,279.58,0.0,13.98,293.56,Credit Card
3757,3585,3,101,2024-02-10,18:08:07,Takeaway,Completed,1027.44,0.0,51.37,1078.81,UPI
3758,1941,2,63,2024-07-13,17:06:05,Dine-In,Completed,744.87,28.92,35.8,751.75,Debit Card
3759,1426,5,152,2025-04-26,11:20:15,Dine-In,Completed,425.44,0.0,21.27,446.71,Wallet
3760,7909,5,158,2024-02-10,20:32:18,Delivery,Completed,1833.04,81.98,87.55,1838.61,Wallet
3761,3510,8,287,2025-01-04,21:15:03,Takeaway,Completed,459.43,54.9,20.23,424.76,Wallet
3762,2908,5,162,2024-01-02,21:35:41,Dine-In,Completed,1079.86,12.32,53.38,1120.92,UPI
3763,4993,20,746,2026-03-31,13:40:59,Takeaway,Completed,470.11,42.11,21.4,449.4,Wallet
3764,705,5,167,2024-11-04,17:40:55,Takeaway,Completed,682.95,0.0,34.15,717.1,Cash
3765,5747,4,131,2026-03-01,20:33:25,Takeaway,Completed,937.04,0.0,46.85,983.89,Credit Card
3766,8810,17,622,2026-06-06,18:32:42,Dine-In,Completed,265.55,13.28,12.61,264.88,Cash
3767,8449,5,179,2024-08-11,21:21:34,Takeaway,Completed,1152.84,119.91,51.65,1084.58,Credit Card
3768,10672,8,274,2025-05-04,21:10:34,Takeaway,Completed,289.66,43.45,12.31,258.52,DEBIT CARD
3769,6001,11,383,2025-03-22,20:02:48,Delivery,Completed,537.63,12.36,26.26,551.53,UPI
3770,2215,8,261,2025-07-05,21:51:53,Delivery,Refunded,1046.8,84.45,48.12,1010.47,UPI
3771,10019,8,273,2024-09-05,14:09:48,Dine-In,Completed,1078.35,99.83,48.93,1027.45,UPI
3772,6719,7,233,2024-04-27,16:02:32,Dine-In,Completed,995.77,109.03,44.34,931.08,Cash
3773,2269,5,185,2025-06-21,20:12:06,Dine-In,Completed,1577.68,102.6,73.75,1548.83,UPI
3774,10200,5,158,2025-11-15,19:19:11,Delivery,Completed,1588.6,83.55,75.25,1580.3,UPI
3775,11820,19,677,2026-01-08,12:25:30,Dine-In,Cancelled,1092.12,77.07,50.75,1065.8,Cash
3776,1992,5,177,2024-07-07,21:09:32,Takeaway,Completed,643.5,73.39,28.51,598.62,Debit Card
3777,9208,9,304,2026-06-21,19:12:44,Delivery,Completed,714.36,92.17,31.11,653.3,Debit Card
3778,28,8,284,2024-05-18,14:53:14,Delivery,Completed,1955.01,0.0,97.75,2052.76,Cash
3779,2946,17,610,2024-08-10,19:09:59,Dine-In,Completed,679.36,19.73,32.98,692.61,UPI
3780,7679,5,164,2025-06-05,18:47:06,Delivery,Completed,295.14,29.51,13.28,278.91,Wallet
3781,9348,5,164,2025-01-04,16:41:40,Delivery,Completed,601.18,0.0,30.06,631.24,UPI
3782,678,5,180,2025-03-02,14:16:49,Delivery,Completed,1210.13,47.79,58.12,1220.46,UPI
3783,9719,4,119,2024-11-06,13:12:27,Dine-In,Completed,601.18,90.18,25.55,536.55,UPI
3784,3861,8,287,2026-03-02,14:21:43,Takeaway,Completed,628.38,39.16,29.46,618.68,Cash
3785,9808,19,708,2026-02-04,17:59:09,Dine-In,Completed,731.04,0.0,36.55,767.59,UPI
3786,3220,5,167,2024-07-15,19:13:35,Takeaway,Completed,1483.78,33.47,72.52,1522.83,Cash
3787,6375,4,121,2024-01-19,13:48:41,Delivery,Completed,1439.1,36.55,70.13,1472.68,Debit Card
3788,9486,20,746,2024-02-14,20:51:54,Dine-In,Completed,1778.6,57.02,86.08,1807.66,Credit Card
3789,9724,20,734,2025-09-27,21:05:16,Dine-In,CANCELLED,616.08,30.8,29.26,614.54,UPI
3790,3551,5,184,2025-12-06,15:55:14,Dine-In,Completed,533.66,27.39,25.31,531.58,UPI
3791,550,16,567,2025-08-08,22:33:21,Delivery,Completed,234.61,23.46,10.56,221.71,Debit Card
3792,9131,9,317,2025-07-31,20:24:28,Dine-In,Completed,601.62,90.24,25.57,536.95,Cash
3793,6995,15,522,2025-10-27,21:36:12,Dine-In,Completed,293.64,44.05,12.48,262.07,Credit Card
3794,7951,5,170,2024-11-30,14:09:07,Dine-In,Completed,874.67,7.88,43.34,910.13,Wallet
3795,9400,3,91,2025-12-08,13:20:42,Dine-In,Completed,620.94,0.0,31.05,651.99,Cash
3796,12354,3,96,2025-02-16,19:45:12,Dine-In,Refunded,806.65,78.28,36.42,764.79,Cash
3797,452,19,708,2024-02-28,12:36:16,Takeaway,Completed,513.22,9.11,25.21,529.32,Debit Card
3798,2386,5,155,2025-06-26,20:44:55,Takeaway,Completed,401.1,23.68,18.87,396.29,Cash
3799,11745,8,276,2026-06-06,14:57:36,Takeaway,Cancelled,400.22,20.01,19.01,399.22,Debit Card
3800,2531,12,434,2024-08-31,21:20:01,Takeaway,Refunded,2399.29,119.23,114.0,2394.06,UPI
3801,1663,9,309,2025-04-17,13:51:06,Takeaway,Completed,2328.16,0.0,116.41,2444.57,UPI
3802,3059,5,182,2026-01-04,14:37:48,Dine-In,COMPLETED,931.41,0.0,46.57,977.98,Upi
3803,10305,8,266,2024-11-26,10:38:21,Dine-In,Completed,1315.68,81.18,61.72,1296.22,Cash
3804,5889,17,608,2024-08-17,17:21:32,Dine-In,Completed,1100.36,38.87,53.07,1114.56,Debit Card
3805,11740,17,613,2025-10-13,21:41:58,Dine-In,Completed,331.05,49.66,14.07,295.46,UPI
3806,854,15,552,2025-08-02,14:21:43,Takeaway,Cancelled,546.51,81.98,23.23,487.76,Cash
3807,5836,3,103,2025-09-01,10:03:20,Delivery,Completed,693.69,83.25,30.52,640.96,Cash
3808,6037,5,171,2024-09-02,21:23:42,Delivery,Completed,469.22,0.0,23.46,492.68,UPI
3809,2581,5,160,2024-10-09,13:23:57,Delivery,Completed,1196.06,134.32,53.09,1114.83,UPI
3810,4478,5,173,2026-01-04,20:55:10,Delivery,Completed,812.13,66.76,37.27,782.64,Credit Card
3811,5829,20,733,2024-04-07,12:32:31,Delivery,Completed,262.42,10.09,12.62,264.95,Credit Card
3812,8631,4,141,2025-12-13,11:35:19,Dine-In,Completed,1117.6,77.46,52.01,1092.15,Credit Card
3813,8308,5,172,2026-06-13,12:35:35,Delivery,Cancelled,717.73,86.32,31.57,662.98,Wallet
3814,10342,12,429,2024-08-26,20:36:36,Delivery,Completed,504.71,12.82,24.59,516.48,UPI
3815,2578,5,173,2023-12-30,13:00:32,Delivery,Completed,309.89,46.48,13.17,276.58,Credit Card
3816,6611,2,67,2024-10-15,14:51:29,Delivery,Completed,318.01,0.0,15.9,333.91,Credit Card
3817,1649,5,185,2026-05-03,19:54:00,Delivery,Cancelled,985.79,117.03,43.44,912.2,UPI
3818,6456,8,287,2024-07-01,14:52:20,Takeaway,Completed,775.42,21.13,37.71,792.0,UPI
3819,3193,15,529,2026-01-23,18:38:52,Delivery,Completed,1621.77,156.57,73.26,1538.46,UPI
3820,4412,13,450,2025-07-19,19:36:23,Takeaway,Refunded,490.2,14.48,23.79,499.51,UPI
3821,11004,8,285,2024-02-17,21:24:43,Takeaway,Completed,733.05,16.07,35.85,752.83,Debit Card
3822,11505,11,383,2025-01-25,14:06:18,Dine-In,Completed,1465.62,124.33,67.06,1408.35,UPI
3823,4109,19,708,2024-06-19,13:28:55,Dine-In,Completed,1152.78,90.95,53.09,1114.92,Cash
3824,6762,17,622,2025-03-08,18:29:14,Takeaway,Completed,1382.28,0.0,69.11,1451.39,UPI
3825,10891,17,611,2025-07-26,18:39:21,Delivery,Completed,1346.48,35.52,65.55,1376.51,Wallet
3826,6736,13,479,2024-11-30,19:57:04,Takeaway,Cancelled,413.26,0.0,20.66,433.92,Credit Card
3827,3720,8,272,2024-11-01,20:05:58,Dine-In,Completed,2394.76,85.06,115.49,2425.19,Cash
3828,2222,4,120,2026-08-19,20:50:27,Takeaway,Completed,1374.61,40.01,66.73,1401.33,UPI
3829,6949,15,537,2026-07-11,20:16:55,Takeaway,Completed,475.03,31.02,22.2,466.21,UPI
3830,11163,15,535,2024-06-02,19:14:59,Dine-In,Completed,238.82,35.82,10.15,213.15,Cash
3831,202,3,114,2025-09-21,20:01:31,Delivery,Refunded,1725.77,85.84,82.0,1721.93,UPI
3832,9483,6,198,2025-04-13,21:15:30,Dine-In,Completed,959.32,0.0,47.97,1007.29,credit card
3833,2681,11,366,2024-01-22,14:38:59,Delivery,Completed,628.78,62.5,28.31,594.59,Debit Card
3834,8979,8,279,2026-05-23,14:02:24,Dine-In,Cancelled,544.92,73.53,23.57,494.96,Credit Card
3835,2710,11,403,2025-03-09,20:55:23,dine-in,Completed,344.28,34.43,15.49,325.34,UPI
3836,4413,15,540,2024-03-03,12:04:33,Delivery,Completed,914.72,137.21,38.88,816.39,UPI
3837,603,6,216,2025-12-23,12:08:09,Delivery,Completed,161.47,0.0,8.07,169.54,Credit Card
3838,5165,5,177,2024-09-28,22:00:27,Takeaway,Completed,842.79,54.9,39.39,827.28,Debit Card
3839,2451,20,747,2026-01-06,19:31:25,Takeaway,Completed,394.52,59.18,16.77,352.11,UPI
3840,2883,5,173,2025-02-14,18:05:02,Delivery,Completed,1711.59,41.63,83.5,1753.46,Cash
3841,1466,4,138,2024-05-27,20:03:08,Takeaway,Completed,753.18,0.0,37.66,790.84,Debit Card
3842,10642,9,318,2025-07-07,13:47:58,Takeaway,Completed,616.22,21.27,29.75,624.7,Wallet
3843,10028,19,692,2026-04-25,22:58:07,Delivery,Refunded,619.1,41.23,28.89,606.76,debit card
3844,11976,19,688,2025-06-21,19:44:47,Delivery,Completed,847.62,55.25,39.62,831.99,Debit Card
3845,5357,19,681,2025-11-22,18:12:42,Dine-In,Completed,280.86,0.0,14.04,294.9,Debit Card
3846,1617,15,551,2026-07-10,18:08:19,Dine-In,Cancelled,197.26,19.73,8.88,186.41,Cash
3847,10261,5,161,2025-05-09,20:19:38,Dine-In,Completed,107.13,5.36,5.09,106.86,Cash
3848,9146,17,610,2024-08-22,17:27:02,Dine-In,Completed,327.26,32.73,14.73,309.26,Wallet
3849,1455,17,610,2025-04-26,18:06:35,Dine-In,Completed,197.26,0.0,9.86,1242.72,Cash
3850,10546,5,172,2024-07-27,18:56:16,Delivery,Completed,163.63,0.0,8.18,171.81,UPI
3851,11266,6,220,2025-08-16,19:17:54,Delivery,Completed,564.51,0.0,28.23,592.74,UPI
3852,8924,8,281,2025-10-25,12:51:04,Dine-In,Completed,1906.72,27.45,93.96,1973.23,Wallet
3853,720,17,597,2025-06-14,20:47:21,Delivery,Completed,2153.48,174.81,98.93,2077.6,Cash
3854,4394,12,441,2023-12-30,16:23:15,Dine-In,Completed,183.0,27.45,7.78,163.33,Wallet
3855,4122,11,393,2025-11-01,13:45:00,Takeaway,Completed,2501.54,191.42,115.51,2425.63,Wallet
3856,6772,5,158,2024-04-03,20:22:35,Delivery,Refunded,195.76,0.0,9.79,205.55,Credit Card
3857,9975,17,619,2024-10-13,10:41:06,Dine-In,Completed,954.21,0.0,47.71,1001.92,Debit Card
3858,11688,8,277,2024-08-09,13:18:50,Takeaway,Completed,611.43,28.81,29.13,611.75,Credit Card
3859,6852,4,135,2024-06-12,21:59:59,Takeaway,Completed,1859.98,133.02,86.35,1813.31,Debit Card
3860,8601,5,175,2024-05-20,18:37:41,Dine-In,Completed,635.17,40.9,29.71,623.98,Wallet
3861,3473,5,155,2025-10-22,10:10:17,Dine-In,Completed,1732.58,87.63,82.25,1727.2,UPI
3862,12198,16,565,2024-05-04,17:15:22,Takeaway,Completed,856.8,113.22,37.18,780.76,Wallet
3863,2648,2,76,2025-12-17,20:42:07,Delivery,Completed,75.33,3.77,3.58,75.14,UPI
3864,12269,2,62,2026-01-24,19:41:59,Delivery,Completed,721.19,87.64,31.68,665.23,Credit Card
3865,2896,5,187,2026-04-06,19:05:03,Delivery,Completed,1600.7,24.68,78.8,1654.82,UPI
3866,6999,4,139,2025-11-08,20:07:52,Dine-In,Completed,738.12,0.0,36.91,775.03,Debit Card
3867,11847,5,157,2024-07-02,21:23:32,Dine-In,Completed,438.51,0.0,21.93,460.44,UPI
3868,1902,13,463,2024-07-09,18:24:51,Delivery,Completed,1135.32,9.79,56.28,1181.81,
3869,12491,5,150,2026-04-04,22:54:48,Takeaway,Completed,462.44,46.24,20.81,437.01,Wallet
3870,1108,2,79,2024-10-24,19:20:20,Dine-In,Completed,427.86,7.38,21.02,441.5,UPI
3871,7725,16,578,2025-04-19,16:57:39,Dine-In,Completed,986.08,57.23,46.44,975.29,UPI
3872,5843,17,612,2025-03-30,18:36:25,Delivery,Completed,97.88,9.79,4.4,92.49,Cash
3873,4907,5,182,2024-12-28,14:37:40,Takeaway,Completed,832.22,31.69,40.03,840.56,Credit Card
3874,9015,3,88,2024-03-23,22:16:20,Dine-In,Completed,2086.86,182.2,95.23,1999.89,Debit Card
3875,4862,5,152,2024-12-28,12:38:10,Dine-In,Completed,397.94,7.71,19.51,409.74,UPI
3876,6255,5,172,2026-02-02,18:01:03,Takeaway,Completed,149.85,7.49,7.12,149.48,Debit Card
3877,9549,5,182,2026-05-09,12:16:51,Delivery,Completed,1048.32,0.0,52.42,1100.74,UPI
3878,2253,19,710,2025-01-18,19:59:40,Dine-In,Refunded,978.05,15.9,48.11,1010.26,UPI
3879,10803,20,725,2026-06-27,12:23:55,Dine-In,Completed,2078.27,0.0,103.91,2182.18,UPI
3880,4872,2,77,2025-05-29,20:50:14,Dine-In,Cancelled,484.53,51.88,21.63,454.28,Credit Card
3881,2499,17,604,2024-05-04,17:40:01,Takeaway,Completed,1076.24,67.37,50.44,1059.31,Debit Card
3882,1935,5,177,2025-12-21,13:37:12,Dine-In,Completed,494.33,16.64,23.88,501.57,UPI
3883,4787,5,164,2026-06-15,21:16:01,Takeaway,Cancelled,350.22,22.6,16.38,344.0,Wallet
3884,1539,3,101,2025-08-15,21:42:38,Dine-In,cancelled,657.95,61.61,29.82,626.16,Credit Card
3885,2828,9,291,2025-05-06,20:27:41,Delivery,Completed,1146.54,22.14,56.22,1180.62,Credit Card
3886,7742,4,145,2025-07-05,20:48:48,Dine-In,Completed,654.99,9.54,32.27,677.72,Credit Card
3887,6340,6,195,2025-04-11,19:37:43,Delivery,Cancelled,2301.1,115.85,109.26,2294.51,UPI
3888,6078,19,700,2023-12-19,21:35:04,Delivery,Completed,1475.1,51.9,71.16,1494.36,Debit Card
3889,4812,3,88,2024-06-13,19:12:32,Delivery,Cancelled,1982.37,40.02,97.12,2039.47,Debit Card
3890,4660,15,552,2024-08-25,20:26:19,Dine-In,Completed,484.41,72.66,20.59,432.34,Cash
3891,958,5,160,2024-06-04,14:31:40,Takeaway,Completed,1026.67,8.06,50.93,1069.54,Debit Card
3892,11860,17,617,2023-12-12,13:48:49,Dine-In,Completed,885.68,17.09,43.43,912.02,Cash
3893,7600,9,321,2024-06-06,10:04:25,Delivery,Completed,1599.25,177.3,71.1,1493.05,UPI
3894,5018,3,106,2025-09-13,18:59:45,Dine-In,Completed,1084.38,162.66,46.09,967.81,UPI
3895,4667,5,150,2024-01-30,16:36:02,Dine-In,Completed,280.86,0.0,14.04,294.9,Cash
3896,3995,3,82,2026-07-05,19:50:10,DELIVERY,Completed,1232.23,22.95,60.46,1269.74,UPI
3897,6310,12,412,2025-01-22,14:31:25,Takeaway,Completed,425.44,21.27,20.21,424.38,UPI
3898,9324,11,403,2024-03-17,21:26:21,Dine-In,Completed,557.0,27.85,26.46,555.61,Credit Card
3899,3003,19,707,2024-10-25,13:50:56,Dine-In,Completed,159.59,15.96,7.18,150.81,UPI
3900,7995,3,95,2024-08-31,16:13:41,Takeaway,Refunded,520.67,0.0,26.03,546.7,Cash
3901,11482,16,581,2024-06-29,13:27:07,Dine-In,Completed,172.14,0.0,8.61,180.75,Credit Card
3902,3106,9,304,2025-09-25,12:42:52,Takeaway,Completed,2386.69,189.17,109.88,2307.4,Credit Card
3903,2469,3,108,2025-12-19,21:18:58,Dine-In,Cancelled,293.79,29.38,13.22,277.63,Cash
3904,8873,15,523,2024-11-27,22:16:57,Dine-In,Completed,611.64,36.69,28.75,603.7,Cash
3905,5874,4,137,2025-03-01,19:10:48,Takeaway,Completed,1231.3,53.58,58.89,1236.61,Wallet
3906,9325,9,310,2025-12-20,12:06:07,Delivery,Completed,1188.19,77.21,55.55,1166.53,Cash
3907,3756,20,724,2023-12-30,21:26:08,Delivery,Completed,1017.22,29.59,49.38,1037.01,Debit Card
3908,1359,8,277,2025-02-08,14:05:05,Dine-In,Completed,680.01,24.55,32.77,688.23,Debit Card
3909,3303,11,398,2024-01-27,19:41:04,Delivery,Completed,434.4,43.44,19.55,410.51,UPI
3910,9305,6,205,2025-10-18,14:53:43,Takeaway,Completed,462.44,69.37,19.65,412.72,Cash
3911,10615,4,133,2025-01-26,14:48:24,Delivery,Completed,2333.01,145.49,109.38,2296.9,Debit Card
3912,10547,19,687,2026-04-14,19:46:05,Delivery,Completed,448.87,32.14,20.84,437.57,UPI
3913,10216,11,369,2024-11-23,14:36:57,Dine-In,Completed,454.5,12.32,22.11,464.29,Debit Card
3914,8759,16,576,2024-05-18,21:56:18,Takeaway,Completed,909.97,14.48,44.77,940.26,Debit Card
3915,9388,15,521,2025-12-07,14:16:38,Dine-In,Completed,581.07,22.14,27.95,586.88,Credit Card
3916,1782,13,451,2023-12-30,18:37:56,Dine-In,Completed,684.77,94.29,29.52,620.0,Wallet
3917,8800,5,163,2024-07-22,11:00:05,Delivery,Completed,169.32,0.0,8.47,177.79,Debit Card
3918,7069,8,260,2024-02-04,21:19:50,Dine-In,Completed,915.9,110.08,40.29,846.11,Credit Card
3919,9824,2,44,2026-05-02,17:43:34,Delivery,Completed,1413.46,72.31,67.06,1408.21,Cash
3920,6538,12,438,2025-04-09,20:59:10,Delivery,Completed,244.68,0.0,12.23,256.91,Cash
3921,8808,13,462,2024-07-13,18:38:51,Takeaway,completed,1638.16,102.88,76.76,1612.04,Cash
3922,5655,5,185,2025-02-08,18:54:01,dine-in,Completed,338.95,0.0,16.95,355.9,Wallet
3923,3585,16,569,2024-06-01,19:15:38,Takeaway,Completed,882.38,39.14,42.16,885.4,UPI
3924,36,5,187,2025-12-27,17:32:07,Delivery,Completed,893.54,67.8,41.29,867.03,Debit Card
3925,2688,19,682,2025-06-30,18:35:48,Dine-In,Completed,1114.79,103.62,50.56,1061.73,UPI
3926,11797,13,454,2026-02-27,14:50:44,Delivery,Completed,972.3,51.61,46.03,966.72,UPI
3927,8452,4,133,2026-02-20,19:51:22,Dine-In,Completed,859.77,37.08,41.13,863.82,Debit Card
3928,1544,8,271,2024-06-29,21:36:45,Takeaway,Completed,1308.71,69.37,61.97,1301.31,Cash
3929,6293,4,138,2025-01-12,12:53:23,Delivery,Completed,1571.26,41.77,76.47,1605.96,UPI
3930,9795,9,289,2024-09-29,11:00:27,Takeaway,Completed,182.37,0.0,9.12,191.49,Debit Card
3931,6120,5,177,2024-10-27,21:19:34,Dine-In,Completed,124.23,12.42,5.59,117.4,Wallet
3932,3736,7,259,2025-02-18,13:08:23,Dine-In,refunded,1714.18,89.79,81.22,1705.61,Cash
3933,3672,18,630,2024-04-10,20:37:55,DINE-IN,Completed,1378.92,186.54,59.62,1252.0,Wallet
3934,1455,8,285,2025-04-18,17:50:08,Takeaway,Completed,2467.32,252.25,110.75,2325.82,UPI
3935,7937,12,409,2026-03-30,12:36:10,Dine-In,Completed,1620.06,45.81,78.71,1652.96,Debit Card
3936,1215,5,179,2024-06-01,11:03:51,Delivery,Completed,956.09,10.56,47.28,992.81,UPI
3937,2397,5,151,2026-07-12,13:33:02,Takeaway,Completed,591.78,59.18,26.63,559.23,Credit Card
3938,9574,15,531,2026-04-03,21:00:15,Dine-In,Completed,368.28,0.0,18.41,386.69,Debit Card
3939,4739,5,180,2024-06-29,20:39:19,Delivery,Completed,876.32,69.42,40.35,847.25,UPI
3940,12369,2,62,2026-06-03,16:41:53,Dine-In,Completed,1885.04,82.4,90.13,1892.77,UPI
3941,7533,12,426,2026-08-01,15:51:01,Delivery,Completed,293.79,0.0,14.69,308.48,Cash
3942,6417,8,263,2025-06-03,12:18:35,Dine-In,Completed,1080.8,0.0,54.04,1134.84,Wallet
3943,833,10,338,2025-05-25,19:39:53,Delivery,Completed,2156.76,24.71,106.6,2238.65,Debit Card
3944,4961,5,180,2024-06-01,11:55:42,Delivery,Completed,68.37,6.84,3.08,64.61,UPI
3945,1142,9,310,2024-03-09,14:53:42,Takeaway,Completed,64.68,6.47,2.91,61.12,Cash
3946,5802,8,276,2025-04-18,18:31:05,Dine-In,Completed,1453.2,124.89,66.42,1394.73,UPI
3947,7813,6,210,2025-10-18,17:01:24,takeaway,Completed,361.23,6.21,17.75,372.77,Cash
3948,8578,8,286,2024-11-09,19:24:51,Takeaway,Completed,1083.81,125.48,47.92,1006.25,Credit Card
3949,5494,16,573,2025-01-25,20:58:49,Takeaway,Completed,1238.25,130.37,55.39,1163.27,UPI
3950,3850,4,138,2025-06-14,18:43:53,Delivery,Completed,741.76,59.06,34.14,716.84,Debit Card
3951,11258,5,162,2025-04-03,18:02:55,Takeaway,Completed,716.46,0.0,35.82,752.28,UPI
3952,588,9,312,2025-03-08,21:15:39,Delivery,Completed,601.62,0.0,30.08,631.7,Upi
3953,7026,19,710,2024-11-09,20:50:52,Delivery,Cancelled,799.41,103.84,34.78,730.35,Wallet
3954,2916,5,177,2024-09-21,12:01:35,Delivery,Completed,366.28,36.63,16.48,346.13,UPI
3955,5638,13,474,2024-04-13,12:27:07,dine-in,Completed,1225.2,29.38,59.79,1255.61,UPI
3956,3642,14,508,2024-05-13,21:05:52,Delivery,Completed,873.16,37.12,41.8,877.84,UPI
3957,10056,9,305,2024-04-16,20:15:54,Delivery,Completed,902.81,0.0,45.14,947.95,Cash
3958,9093,19,700,2025-03-18,14:10:05,Dine-In,Completed,2059.19,236.1,91.15,1914.24,UPI
3959,6064,17,589,2025-02-24,21:57:53,Takeaway,Completed,1735.78,-0.0,86.79,1822.57,Debit Card
3960,11746,6,203,2025-08-23,19:51:47,Delivery,Completed,1281.94,56.22,61.29,1287.01,UPI
3961,6067,8,281,2024-10-11,17:53:18,Delivery,Completed,405.99,14.09,19.6,411.5,UPI
3962,4565,13,465,2023-12-28,18:45:38,Dine-In,Completed,1216.55,0.0,60.83,1277.38,UPI
3963,2829,2,54,2025-01-17,12:01:55,Dine-In,Completed,1229.79,102.71,56.35,1183.43,Debit Card
3964,4803,8,268,2025-11-05,13:24:35,Dine-In,Completed,850.85,25.82,41.25,866.28,Credit Card
3965,3445,5,185,2025-05-09,13:09:59,Dine-In,Completed,1934.55,201.03,86.68,1820.2,UPI
3966,11406,15,534,2026-04-04,15:07:22,dine-in,Completed,82.41,0.0,4.12,86.53,Credit Card
3967,5592,8,270,2026-06-11,12:41:13,Delivery,Completed,873.54,36.62,41.85,878.77,UPI
3968,11773,6,220,2026-08-19,13:32:30,Delivery,Completed,264.01,20.05,12.2,256.16,UPI
3969,12152,6,190,2025-05-25,21:18:04,Takeaway,Completed,747.37,20.54,36.34,763.17,Debit Card
3970,9309,5,163,2024-04-21,18:08:50,Delivery,Completed,754.51,86.58,33.4,701.33,Debit Card
3971,1800,6,218,2025-05-28,20:11:53,Delivery,Completed,188.17,0.0,9.41,197.58,UPI
3972,3677,17,596,2024-11-17,13:49:27,Dine-In,Completed,178.02,17.8,8.01,168.23,UPI
3973,1900,16,557,2025-06-07,16:34:29,Dine-In,Completed,772.74,0.0,38.64,811.38,Debit Card
3974,5036,16,572,2024-04-08,17:44:07,Dine-In,Completed,2275.72,154.6,106.06,2227.18,UPI
3975,1909,2,80,2026-08-19,20:05:49,Takeaway,Completed,1975.71,37.08,96.93,2035.56,Debit Card
3976,5224,7,243,2024-04-25,11:04:17,Dine-In,Completed,840.94,3.95,41.85,878.84,Wallet
3977,10528,15,519,2025-03-08,18:26:48,Dine-In,Completed,1206.15,53.94,57.61,1209.82,Cash
3978,931,19,696,2025-04-22,11:47:56,Delivery,Completed,843.48,90.24,37.66,790.9,UPI
3979,1190,4,119,2025-05-05,20:15:08,Takeaway,Completed,1104.91,125.62,48.96,1028.25,UPI
3980,191,12,444,2025-09-01,12:15:16,Dine-In,Completed,891.78,68.05,41.19,864.92,Cash
3981,4746,12,439,2024-08-14,13:07:38,Takeaway,Completed,698.88,34.94,33.2,697.14,UPI
3982,11094,18,665,2024-07-07,21:23:12,Takeaway,Completed,2219.18,162.49,102.83,2159.52,Debit Card
3983,6106,5,173,2025-03-24,16:32:05,Dine-In,Cancelled,573.23,23.14,27.5,577.59,Cash
3984,2233,3,116,2024-06-29,18:33:49,Dine-In,Completed,1720.0,-189.23,76.54,1607.31,UPI
3985,11516,12,416,2024-10-19,13:49:34,Takeaway,Completed,1335.41,28.97,65.32,1371.76,UPI
3986,7157,11,395,2026-06-03,19:07:32,Delivery,Completed,801.35,0.0,40.07,841.42,Credit Card
3987,12047,18,641,2025-05-02,20:26:20,Takeaway,Completed,107.13,0.0,5.36,112.49,Wallet
3988,6426,11,392,2025-11-01,20:55:08,Dine-In,Completed,336.88,20.05,15.84,332.67,UPI
3989,1602,4,119,2024-09-11,21:25:23,Delivery,Completed,1343.08,80.07,63.15,1326.16,Credit Card
3990,8880,5,152,2024-06-04,10:58:58,Dine-In,Completed,245.52,36.83,10.43,219.12,Credit Card
3991,10987,17,624,2025-02-11,12:25:11,Dine-In,Cancelled,245.52,0.0,12.28,257.8,Cash
3992,9296,3,89,2023-12-21,12:24:20,Delivery,COMPLETED,308.52,15.43,14.65,307.74,CASH
3993,4231,7,249,2025-04-12,21:36:07,delivery,Completed,645.66,27.6,30.9,648.96,UPI
3994,11035,10,343,2025-05-10,12:24:04,Dine-In,Completed,395.86,0.0,19.79,415.65,Credit Card
3995,9923,12,440,2026-05-09,12:49:31,Delivery,Completed,626.77,77.46,27.47,576.78,Wallet
3996,11867,17,604,2024-03-07,21:16:05,Delivery,Completed,1457.54,75.45,69.1,1451.19,Credit Card
3997,3791,5,168,2025-08-09,18:54:38,Dine-In,Completed,1131.68,75.27,52.82,1109.23,UPI
3998,1290,5,164,2024-05-14,13:35:43,Delivery,Completed,1179.57,12.42,58.36,1225.51,Cash
3999,2926,4,133,2026-04-15,19:49:29,Dine-In,Completed,164.28,8.21,7.8,163.87,Wallet
4000,10600,5,175,2025-11-20,13:19:56,Takeaway,Completed,188.17,0.0,9.41,197.58,Wallet
4001,9930,13,464,2025-07-13,19:45:01,Takeaway,completed,1713.17,141.43,78.59,1650.33,Debit Card
4002,7882,5,160,2025-03-04,19:02:14,Dine-In,Completed,478.77,71.82,20.35,427.3,UPI
4003,1127,5,167,2024-11-23,19:32:45,Dine-In,Completed,1535.23,139.88,69.77,1465.12,UPI
4004,5179,5,182,2024-02-24,13:37:26,Delivery,Completed,151.74,0.0,7.59,159.33,Credit Card
4005,8211,12,434,2025-11-04,20:57:57,Dine-In,Completed,995.19,123.46,43.59,915.32,Wallet
4006,12035,4,143,2025-10-25,19:34:31,Dine-In,Completed,566.05,30.77,26.76,562.04,UPI
4007,10719,17,602,2025-05-26,19:02:10,Takeaway,Completed,893.9,5.52,44.42,932.8,Credit Card
4008,10358,5,168,2025-12-27,21:24:51,Takeaway,Completed,698.16,16.36,34.09,715.89,Credit Card
4009,653,19,677,2026-02-21,20:30:59,Dine-In,Completed,324.51,0.0,16.23,340.74,upi
