DeliveryID,OrderID,DeliveryPartner,DeliveryDistanceKM,OrderReadyTime,DeliveryPickupTime,DeliveryTime,DeliveryStatus,DeliveryFee
3100,8906,Dunzo,5.88,2025-05-10 14:43:16,2025-05-10 14:58:16,,Failed,72.38
3101,8911,Swiggy Genie,8.34,2025-02-19 14:40:35,2025-02-19 14:47:35,2025-02-19 15:25:35,Delivered,65.21
3102,8916,Porter,4.69,2025-06-09 19:31:19,2025-06-09 19:36:19,,Failed,55.04
3103,8926,Porter,8.19,2026-01-04 18:13:36,2026-01-04 18:25:36,2026-01-04 18:53:36,Delivered,61.07
3104,8928,Own Fleet,4.48,2023-12-30 21:07:41,2023-12-30 21:21:41,2023-12-30 21:34:41,Delivered,44.15
3105,8930,Dunzo,7.28,2025-04-13 14:37:25,2025-04-13 14:41:25,2025-04-13 15:08:25,Delivered,83.26
3106,8931,Swiggy Genie,5.24,2025-09-20 12:31:41,2025-09-20 12:33:41,2025-09-20 12:57:41,Delivered,63.39
3107,8933,Dunzo,8.27,2024-07-19 19:14:58,2024-07-19 19:19:58,2024-07-19 19:57:58,Delivered,80.8
3108,8936,Own Fleet,6.5,2026-05-16 20:37:15,2026-05-16 20:52:15,2026-05-16 21:11:15,Delivered,57.84
3109,8937,Shadowfax,5.72,2024-07-26 12:07:27,2024-07-26 12:09:27,2024-07-26 12:29:27,Delivered,54.19
3110,8945,Dunzo,7.24,2024-10-17 18:30:32,2024-10-17 18:44:32,2024-10-17 19:27:32,Delivered,61.62
3111,8953,Shadowfax,9.58,2026-06-27 21:07:47,2026-06-27 21:13:47,,Pending,96.31
3112,8955,Own Fleet,11.15,2026-02-08 21:49:14,2026-02-08 21:51:14,2026-02-08 22:43:14,Delivered,111.73
3113,8961,Shadowfax,13.29,2026-07-31 20:53:47,2026-07-31 20:56:47,2026-07-31 21:55:47,Delivered,91.16
3114,8963,Dunzo,1.03,2024-03-11 21:08:21,2024-03-11 21:14:21,,Failed,26.74
3115,8965,Swiggy Genie,3.95,2024-08-30 16:25:23,2024-08-30 16:29:23,2024-08-30 16:49:23,Delivered,44.18
3116,8970,Porter,2.03,2024-02-15 13:28:21,2024-02-15 13:36:21,2024-02-15 13:49:21,Delivered,31.81
3117,8972,Shadowfax,6.33,2024-09-28 14:47:13,2024-09-28 15:01:13,2024-09-28 15:22:13,Delivered,53.14
3118,8975,Swiggy Genie,2.84,2025-09-20 14:02:27,2025-09-20 14:10:27,2025-09-20 14:25:27,Delivered,34.71
3119,8977,Porter,7.88,2024-05-14 20:46:03,2024-05-14 20:54:03,2024-05-14 21:35:03,Delivered,69.97
3120,8981,Swiggy Genie,10.18,2025-02-26 12:11:31,2025-02-26 12:21:31,2025-02-26 13:03:31,Delivered,104.55
3121,8984,Dunzo,2.37,2024-06-22 12:24:47,2024-06-22 12:37:47,2024-06-22 12:54:47,Delivered,38.59
3122,8985,Shadowfax,6.88,2025-05-04 19:16:01,2025-05-04 19:19:01,2025-05-04 20:01:01,Delivered,61.47
3123,8986,Own Fleet,3.04,2025-01-06 14:05:13,2025-01-06 14:12:13,2025-01-06 14:32:13,Delivered,35.99
3124,8991,Porter,13.11,2025-03-29 19:53:13,2025-03-29 20:00:13,2025-03-29 21:11:13,Delivered,135.45
3125,8992,Swiggy Genie,4.03,2026-08-10 12:50:12,2026-08-10 12:54:12,2026-08-10 13:11:12,Delivered,41.83
3126,8994,Shadowfax,3.77,2025-04-03 13:25:58,2025-04-03 13:29:58,2025-04-03 13:47:58,Delivered,42.93
3127,9001,Own Fleet,14.33,2025-07-30 20:39:44,2025-07-30 20:52:44,,Delivered,129.59
3128,9002,Dunzo,11.88,2023-12-21 20:08:01,2023-12-21 20:11:01,2023-12-21 21:11:01,Delivered,110.49
3129,9004,Swiggy Genie,6.67,2025-10-25 20:21:27,2025-10-25 20:30:27,,Failed,69.99
3130,9006,Swiggy Genie,1.5,2024-11-07 21:52:43,2024-11-07 21:59:43,2024-11-07 22:06:43,Delivered,30.24
3131,9011,Swiggy Genie,5.81,2026-03-03 21:31:38,2026-03-03 21:42:38,2026-03-03 22:13:38,Delivered,50.6
3132,9015,Dunzo,5.65,2025-02-27 22:12:34,2025-02-27 22:25:34,2025-02-27 22:52:34,Delivered,48.36
3133,9020,Swiggy Genie,9.22,2026-02-26 13:10:53,2026-02-26 13:24:53,2026-02-26 14:17:53,Delivered,73.48
3134,9022,Own Fleet,5.11,2025-08-02 18:51:13,2025-08-02 19:06:13,,Pending,52.23
3135,9025,Shadowfax,2.87,2025-05-24 20:28:30,2025-05-24 20:36:30,2025-05-24 20:54:30,Delivered,39.85
3136,9029,Shadowfax,12.42,2026-03-28 22:17:51,2026-03-28 22:29:51,2026-03-28 23:24:51,Delivered,122.43
3137,9030,Own Fleet,7.39,2025-03-18 19:43:40,2025-03-18 19:46:40,2025-03-18 20:17:40,Delivered,59.09
3138,9032,Porter,12.38,2025-12-06 19:05:33,2025-12-06 19:18:33,2025-12-06 19:56:33,Delivered,82.11
3139,9034,Porter,4.4,2026-03-11 18:55:12,2026-03-11 19:10:12,2026-03-11 19:36:12,Delivered,56.02
3140,9043,Dunzo,12.2,2024-04-27 20:37:08,2024-04-27 20:48:08,2024-04-27 21:50:08,Delivered,98.31
3141,9049,Shadowfax,12.45,2023-12-30 18:44:18,2023-12-30 18:59:18,,Failed,85.97
3142,9052,Shadowfax,1.84,2024-10-09 20:09:24,2024-10-09 20:24:24,2024-10-09 20:32:24,Delivered,33.6
3143,9054,Porter,2.18,2025-08-09 21:08:51,2025-08-09 21:13:51,2025-08-09 21:24:51,Delivered,31.49
3144,9055,Swiggy Genie,2.78,2025-07-14 19:16:51,2025-07-14 19:30:51,2025-07-14 19:53:51,Delivered,34.76
3145,9057,Swiggy Genie,11.8,2025-02-10 20:04:06,2025-02-10 20:17:06,2025-02-10 21:00:06,Delivered,106.9
3146,9060,Porter,4.1,2026-06-12 12:48:31,2026-06-12 12:56:31,2026-06-12 13:16:31,Delivered,56.39
3147,9062,Dunzo,13.61,2026-05-05 18:50:50,2026-05-05 19:04:50,,Cancelled,106.14
3148,9063,Dunzo,12.76,2026-04-25 18:26:55,2026-04-25 18:34:55,2026-04-25 19:18:55,Delivered,97.71
3149,9070,Porter,11.4,2026-07-11 19:37:49,2026-07-11 19:48:49,,Returned,79.11
3150,9073,Shadowfax,12.31,2024-06-03 20:13:52,2024-06-03 20:26:52,2024-06-03 21:16:52,Delivered,97.5
3151,9075,Swiggy Genie,8.31,2025-06-20 12:42:01,2025-06-20 12:52:01,2025-06-20 13:26:01,Delivered,85.13
3152,9076,Own Fleet,2.34,2025-12-06 20:33:08,2025-12-06 20:37:08,2025-12-06 20:48:08,Delivered,38.9
3153,9079,Shadowfax,11.78,2024-11-09 18:49:28,2024-11-09 18:58:28,2024-11-09 19:52:28,Delivered,122.35
3154,9080,Swiggy Genie,9.41,2025-12-22 19:56:26,2025-12-22 20:11:26,2025-12-22 20:54:26,Delivered,93.45
3155,9092,Swiggy Genie,3.27,2026-04-23 18:50:43,2026-04-23 18:52:43,2026-04-23 19:13:43,Delivered,42.53
3156,9094,Porter,3.2,2026-01-17 20:18:43,2026-01-17 20:23:43,2026-01-17 20:43:43,Delivered,39.25
3157,9095,Dunzo,11.17,2025-09-27 11:04:20,2025-09-27 11:15:20,2025-09-27 12:13:20,Delivered,116.61
3158,9097,Swiggy Genie,11.64,2025-03-15 18:17:36,2025-03-15 18:30:36,2025-03-15 19:18:36,Delivered,115.55
3159,9105,Own Fleet,8.88,2025-03-01 18:43:08,2025-03-01 18:56:08,2025-03-01 19:37:08,Delivered,85.63
3160,9109,Dunzo,4.55,2026-06-12 19:37:15,2026-06-12 19:43:15,,Returned,60.84
3161,9110,Porter,4.77,2025-04-26 22:38:10,2025-04-26 22:40:10,2025-04-26 23:01:10,Delivered,44.87
3162,9111,Own Fleet,11.61,2026-01-08 21:22:50,2026-01-08 21:33:50,2026-01-08 22:29:50,Delivered,107.82
3163,9114,Porter,-3.15,2025-06-07 20:43:00,2025-06-07 20:51:00,2025-06-07 21:05:00,Delivered,47.24
3164,9115,Dunzo,4.34,2025-04-08 15:12:32,2025-04-08 15:16:32,2025-04-08 15:39:32,Delivered,46.37
3165,9120,Shadowfax,6.42,2026-01-09 14:44:01,2026-01-09 14:57:01,2026-01-09 15:19:01,Delivered,54.43
3166,9123,Swiggy Genie,1.77,2025-06-09 11:53:05,2025-06-09 12:05:05,2025-06-09 12:23:05,Delivered,32.06
3167,9126,Shadowfax,6.59,2024-11-30 14:30:22,2024-11-30 14:42:22,2024-11-30 15:07:22,Delivered,53.18
3168,9129,Own Fleet,5.33,2026-06-06 14:59:29,2026-06-06 15:01:29,,Returned,66.95
3169,9135,Swiggy Genie,6.85,2023-12-17 20:14:10,2023-12-17 20:25:10,2023-12-17 20:54:10,Delivered,67.2
3170,9136,Swiggy Genie,12.18,2025-08-30 14:00:38,2025-08-30 14:14:38,2025-08-30 15:12:38,Delivered,120.82
3171,9140,Dunzo,13.78,2026-01-17 13:37:52,2026-01-17 13:47:52,2026-01-17 14:40:52,Delivered,100.63
3172,9141,Dunzo,8.97,2024-06-16 22:01:51,2024-06-16 22:03:51,2024-06-16 22:39:51,Delivered,99.43
3173,9142,Porter,3.91,2026-02-28 11:27:52,2026-02-28 11:40:52,2026-02-28 11:54:52,Delivered,40.9
3174,9143,Shadowfax,10.77,2024-06-15 19:52:10,2024-06-15 20:04:10,2024-06-15 20:50:10,Delivered,91.15
3175,9144,Dunzo,11.22,2024-07-13 20:19:56,2024-07-13 20:22:56,2024-07-13 21:21:56,Delivered,94.24
3176,9145,Shadowfax,12.6,2026-02-04 20:21:11,2026-02-04 20:24:11,2026-02-04 21:10:11,Delivered,98.6
3177,9149,Shadowfax,13.47,2024-10-25 19:35:10,2024-10-25 19:47:10,2024-10-25 20:40:10,Delivered,88.95
3178,9152,Dunzo,14.29,2025-06-14 19:02:39,2025-06-14 19:11:39,2025-06-14 19:55:39,Delivered,120.94
3179,9159,Shadowfax,7.7,2024-03-31 13:41:57,2024-03-31 13:44:57,2024-03-31 14:27:57,Delivered,67.62
3180,9161,Shadowfax,9.59,2024-03-23 21:11:16,2024-03-23 21:24:16,2024-03-23 21:56:16,Delivered,70.12
3181,9164,Dunzo,3.89,2024-10-16 11:48:10,2024-10-16 12:02:10,2024-10-16 12:15:10,Delivered,41.81
3182,9167,Swiggy Genie,1.42,2026-01-24 18:44:00,2026-01-24 18:53:00,,CANCELLED,32.49
3183,9168,Swiggy Genie,9.24,2024-04-27 20:35:16,2024-04-27 20:44:16,2024-04-27 21:22:16,Delivered,99.19
3184,9177,Own Fleet,4.53,2026-05-23 20:34:31,2026-05-23 20:42:31,,Cancelled,59.86
3185,9180,Dunzo,8.54,2025-02-28 16:06:59,2025-02-28 16:11:59,,Returned,90.23
3186,9181,Dunzo,3.21,2024-12-22 15:31:00,2024-12-22 15:44:00,,Cancelled,46.78
3187,9186,Shadowfax,1.73,2025-02-16 19:20:23,2025-02-16 19:30:23,2025-02-16 19:45:23,Delivered,31.51
3188,9187,Swiggy Genie,11.86,2026-04-25 14:38:46,2026-04-25 14:40:46,2026-04-25 15:17:46,Delivered,86.06
3189,9191,Swiggy Genie,10.98,2025-03-25 20:04:59,2025-03-25 20:18:59,2025-03-25 21:07:59,Delivered,91.42
3190,9193,Shadowfax,11.77,2025-07-19 19:01:49,2025-07-19 19:05:49,,Cancelled,121.02
3191,9195,Swiggy Genie,7.69,2024-03-23 11:43:34,2024-03-23 11:56:34,2024-03-23 12:34:34,Delivered,64.63
3192,9197,Shadowfax,10.11,2024-08-24 18:19:03,2024-08-24 18:21:03,2024-08-24 18:52:03,Delivered,79.41
3193,9201,Dunzo,8.33,2025-02-22 12:34:24,2025-02-22 12:46:24,2025-02-22 13:27:24,Delivered,62.26
3194,9202,Swiggy Genie,4.2,2024-01-27 21:54:38,2024-01-27 22:00:38,2024-01-27 22:14:38,Delivered,41.16
3195,9203,Swiggy Genie,1.27,2025-09-08 16:44:12,2025-09-08 16:50:12,2025-09-08 17:01:12,Delivered,30.25
3196,9204,Swiggy Genie,3.66,2024-06-22 11:36:26,2024-06-22 11:41:26,2024-06-22 11:55:26,Delivered,42.44
3197,9205,Own Fleet,6.27,2025-08-28 20:33:35,2025-08-28 20:35:35,2025-08-28 21:05:35,Delivered,65.54
3198,9208,Own Fleet,11.28,2026-05-28 18:37:41,2026-05-28 18:47:41,2026-05-28 19:24:41,Delivered,87.4
3199,9209,Porter,10.68,2026-02-14 21:36:05,2026-02-14 21:45:05,2026-02-14 22:33:05,Delivered,92.45
3200,9218,Porter,7.0,2025-01-25 13:30:36,2025-01-25 13:38:36,2025-01-25 14:13:36,Delivered,65.19
3201,9225,Dunzo,3.51,2024-02-03 13:18:50,2024-02-03 13:25:50,2024-02-03 13:51:50,Delivered,49.16
3202,9226,Own Fleet,5.84,2025-03-22 12:43:00,2025-03-22 12:53:00,2025-03-22 13:13:00,Delivered,59.73
3203,9230,Swiggy Genie,-9.26,2026-07-25 13:52:39,2026-07-25 14:03:39,,Delivered,75.78
3204,9231,Swiggy Genie,8.32,2026-08-01 19:17:40,2026-08-01 19:28:40,,Cancelled,86.48
3205,9235,Swiggy Genie,8.89,2025-11-25 21:10:02,2025-11-25 21:14:02,2025-11-25 21:57:02,Delivered,66.36
3206,9237,Own Fleet,14.07,2024-12-06 18:29:02,2024-12-06 18:36:02,2024-12-06 19:47:02,Delivered,116.22
3207,9238,Shadowfax,7.85,2025-08-25 13:24:21,2025-08-25 13:28:21,2025-08-25 14:01:21,Delivered,83.93
3208,9240,Shadowfax,9.47,2024-06-06 14:03:52,2024-06-06 14:07:52,2024-06-06 14:53:52,Delivered,69.9
3209,9244,Porter,14.48,2025-09-06 18:49:11,2025-09-06 18:54:11,2025-09-06 20:06:11,Delivered,98.6
3210,9245,Swiggy Genie,5.33,2024-06-26 16:19:09,2024-06-26 16:27:09,2024-06-26 17:00:09,Delivered,49.28
3211,9246,Dunzo,1.99,2026-01-23 15:10:13,2026-01-23 15:12:13,,Returned,33.79
3212,9247,Swiggy Genie,7.53,2025-09-11 21:10:48,2025-09-11 21:24:48,2025-09-11 21:58:48,Delivered,71.12
3213,9249,Shadowfax,1.79,2024-01-06 20:05:55,2024-01-06 20:10:55,2024-01-06 20:18:55,Delivered,32.86
3214,9250,Porter,5.29,2025-03-14 19:33:17,2025-03-14 19:45:17,2025-03-14 20:16:17,Delivered,51.65
3215,9254,Swiggy Genie,3.53,2024-12-17 22:00:12,2024-12-17 22:14:12,,Delivered,47.31
3216,9255,Shadowfax,4.92,2025-06-21 21:24:56,2025-06-21 21:30:56,2025-06-21 21:53:56,Delivered,57.56
3217,9264,Swiggy Genie,2.24,2025-12-09 18:54:58,2025-12-09 19:02:58,2025-12-09 19:16:58,Delivered,37.74
3218,9266,Swiggy Genie,6.29,2025-01-05 21:40:14,2025-01-05 21:53:14,2025-01-05 22:27:14,Delivered,72.46
3219,9267,Porter,4.7,2025-08-25 19:31:04,2025-08-25 19:36:04,2025-08-25 20:01:04,Delivered,51.93
3220,9271,Own Fleet,7.33,2024-08-10 14:53:07,2024-08-10 15:02:07,2024-08-10 15:40:07,Delivered,75.51
3221,9274,Own Fleet,2.62,2026-01-19 15:24:21,2026-01-19 15:37:21,,Pending,36.8
3222,9275,Swiggy Genie,12.64,2025-07-19 17:58:13,2025-07-19 18:11:13,,Delivered,110.23
3223,9277,Dunzo,4.69,2024-09-26 21:55:52,2024-09-26 22:03:52,2024-09-26 22:19:52,Delivered,44.68
3224,9280,Swiggy Genie,6.0,2026-08-08 13:14:32,2026-08-08 13:25:32,2026-08-08 13:48:32,Delivered,64.16
3225,9281,Swiggy Genie,4.17,2024-11-13 18:59:12,2024-11-13 19:14:12,2024-11-13 19:40:12,Delivered,42.53
3226,9284,Shadowfax,2.34,2025-12-22 21:14:50,2025-12-22 21:23:50,2025-12-22 21:39:50,Delivered,31.9
3227,9285,Dunzo,6.14,2026-02-10 11:47:34,2026-02-10 11:49:34,2026-02-10 12:25:34,Delivered,64.58
3228,9289,Swiggy Genie,11.27,2025-05-10 13:05:35,2025-05-10 13:18:35,2025-05-10 13:54:35,Delivered,90.35
3229,9291,Dunzo,10.33,2024-08-01 11:24:25,2024-08-01 11:29:25,2024-08-01 12:18:25,Delivered,75.2
3230,9292,Dunzo,8.11,2025-06-21 21:24:39,2025-06-21 21:30:39,2025-06-21 21:51:39,Delivered,85.79
3231,9297,Own Fleet,9.3,2025-07-28 21:34:46,2025-07-28 21:42:46,2025-07-28 22:32:46,Delivered,82.98
3232,9299,Dunzo,2.91,2025-12-08 21:56:28,2025-12-08 22:05:28,2025-12-08 22:16:28,Delivered,41.3
3233,9300,Swiggy Genie,13.8,2024-11-26 20:26:46,2024-11-26 20:35:46,2024-11-26 21:32:46,Delivered,139.3
3234,9301,Dunzo,8.59,2026-01-24 21:00:27,2026-01-24 21:14:27,2026-01-24 21:54:27,Delivered,96.11
3235,9302,Swiggy Genie,1.06,2025-05-17 14:54:03,2025-05-17 15:02:03,2025-05-17 15:12:03,Delivered,26.63
3236,9309,Shadowfax,12.91,2025-08-02 20:06:27,2025-08-02 20:09:27,2025-08-02 20:47:27,Delivered,122.17
3237,9311,Shadowfax,7.51,2025-05-31 15:05:29,2025-05-31 15:09:29,2025-05-31 15:53:29,Delivered,58.51
3238,9313,Own Fleet,2.08,2025-07-04 21:31:21,2025-07-04 21:45:21,,Pending,31.82
3239,9317,Swiggy Genie,9.11,2024-08-31 14:50:07,2024-08-31 14:52:07,2024-08-31 15:36:07,delivered,66.13
3240,9319,Shadowfax,0.83,2025-12-06 11:33:34,2025-12-06 11:43:34,2025-12-06 11:53:34,Delivered,27.18
3241,9320,Swiggy Genie,11.23,2025-10-04 18:59:44,2025-10-04 19:12:44,,Failed,92.04
3242,9321,Porter,13.81,2025-04-04 14:49:58,2025-04-04 14:51:58,2025-04-04 15:35:58,Delivered,115.21
3243,9322,Swiggy Genie,3.43,2026-07-12 21:46:36,2026-07-12 21:50:36,2026-07-12 22:07:36,Delivered,39.86
3244,9327,Swiggy Genie,10.55,2025-12-20 11:32:04,2025-12-20 11:44:04,2025-12-20 12:32:04,Delivered,108.76
3245,9329,Porter,7.27,2026-03-28 20:45:27,2026-03-28 20:48:27,2026-03-28 21:28:27,Delivered,73.74
3246,9330,Shadowfax,4.31,2026-05-02 19:41:13,2026-05-02 19:48:13,2026-05-02 20:11:13,Delivered,54.23
3247,9331,Dunzo,12.55,2026-04-11 20:31:49,2026-04-11 20:39:49,,Pending,123.3
3248,9333,Porter,6.12,2025-01-04 22:32:48,2025-01-04 22:38:48,2025-01-04 23:08:48,Delivered,55.3
3249,9334,Porter,1.13,2026-07-23 22:15:52,2026-07-23 22:20:52,2026-07-23 22:28:52,Delivered,27.91
3250,9335,Own Fleet,13.16,2024-02-28 21:57:36,2024-02-28 22:01:36,2024-02-28 22:43:36,Delivered,111.98
3251,9336,Porter,3.59,2025-12-25 16:15:47,2025-12-25 16:28:47,2025-12-25 16:45:47,Delivered,45.14
3252,9337,Porter,1.0,2025-02-08 13:51:30,2025-02-08 13:58:30,2025-02-08 14:06:30,Delivered,28.82
3253,9340,Dunzo,3.63,2024-12-07 13:21:31,2024-12-07 13:31:31,2024-12-07 13:51:31,Delivered,39.34
3254,9341,Porter,8.18,2024-09-28 20:30:42,2024-09-28 20:35:42,2024-09-28 21:20:42,Delivered,73.92
3255,9344,Swiggy Genie,5.54,2025-11-29 12:33:18,2025-11-29 12:46:18,,Failed,49.91
3256,9345,Dunzo,14.13,2026-03-28 20:00:03,2026-03-28 20:02:03,2026-03-28 21:06:03,Delivered,133.3
3257,9346,Swiggy Genie,1.22,2023-12-23 21:45:18,2023-12-23 21:51:18,2023-12-23 21:55:18,Delivered,26.35
3258,9350,Dunzo,0.89,2024-08-11 18:30:05,2024-08-11 18:45:05,,Cancelled,26.82
3259,9354,Own Fleet,10.11,2026-08-01 21:20:34,2026-08-01 21:25:34,2026-08-01 22:03:34,Delivered,102.9
3260,9358,Swiggy Genie,8.14,2024-10-12 20:45:27,2024-10-12 20:59:27,2024-10-12 21:40:27,Delivered,61.45
3261,9362,Swiggy Genie,5.75,2024-08-24 18:52:45,2024-08-24 19:04:45,2024-08-24 19:29:45,Delivered,48.96
3262,9363,Porter,9.6,2026-04-26 21:39:30,2026-04-26 21:46:30,2026-04-26 22:28:30,Delivered,74.12
3263,9365,Porter,7.72,2026-03-26 20:48:42,2026-03-26 20:52:42,2026-03-26 21:17:42,Delivered,70.69
3264,9367,Shadowfax,7.6,2026-03-28 22:06:52,2026-03-28 22:21:52,,Failed,79.76
3265,9368,Own Fleet,4.3,2024-05-05 19:57:43,2024-05-05 20:09:43,2024-05-05 20:34:43,Delivered,58.58
3266,9372,Porter,9.05,2024-04-20 21:47:04,2024-04-20 21:51:04,,Failed,81.33
3267,9375,Own Fleet,5.42,2026-06-05 13:20:32,2026-06-05 13:24:32,,Delivered,63.24
3268,9376,Shadowfax,9.28,2024-11-26 14:42:38,2024-11-26 14:56:38,,Cancelled,101.37
3269,9378,Dunzo,7.96,2025-02-10 17:23:50,2025-02-10 17:31:50,2025-02-10 17:56:50,Delivered,63.67
3270,9379,Own Fleet,4.4,2026-05-10 13:23:15,2026-05-10 13:33:15,2026-05-10 13:54:15,Delivered,52.44
3271,9380,Dunzo,12.17,2026-05-16 20:02:34,2026-05-16 20:08:34,2026-05-16 20:40:34,Delivered,97.28
3272,9382,Own Fleet,0.62,2026-06-06 14:53:42,2026-06-06 15:04:42,2026-06-06 15:14:42,Delivered,25.53
3273,9383,Dunzo,11.85,2025-10-08 12:52:53,2025-10-08 12:54:53,2025-10-08 13:40:53,Delivered,85.06
3274,9384,Own Fleet,2.52,2025-05-20 13:19:22,2025-05-20 13:25:22,2025-05-20 13:36:22,Delivered,38.8
3275,9386,Own Fleet,11.93,2025-01-05 21:26:35,2025-01-05 21:34:35,2025-01-05 22:33:35,Delivered,120.88
3276,9390,Own Fleet,6.25,2026-02-18 20:03:42,2026-02-18 20:18:42,2026-02-18 20:42:42,Delivered,52.8
3277,9394,Dunzo,11.38,2023-12-30 18:48:42,2023-12-30 18:52:42,2023-12-30 19:30:42,Delivered,93.09
3278,9398,Dunzo,7.24,2026-08-11 17:51:30,2026-08-11 18:06:30,,Failed,78.87
3279,9401,Swiggy Genie,1.54,2025-12-31 18:07:34,2025-12-31 18:09:34,,cancelled,31.76
3280,9404,Swiggy Genie,9.96,2025-09-14 17:56:17,2025-09-14 18:08:17,2025-09-14 18:53:17,Delivered,101.79
3281,9405,Dunzo,11.09,2024-11-16 19:50:04,2024-11-16 20:02:04,2024-11-16 20:46:04,Delivered,116.64
3282,9406,Shadowfax,1.86,2025-12-20 22:31:21,2025-12-20 22:38:21,2025-12-20 22:55:21,Delivered,34.45
3283,9412,Shadowfax,4.93,2024-07-30 19:20:21,2024-07-30 19:26:21,2024-07-30 19:44:21,Delivered,53.2
3284,9414,Own Fleet,0.81,2024-09-07 14:33:13,2024-09-07 14:38:13,2024-09-07 14:49:13,Delivered,26.66
3285,9418,Porter,10.27,2026-03-28 19:18:51,2026-03-28 19:26:51,,Delivered,78.48
3286,9419,Swiggy Genie,12.43,2024-03-08 11:00:03,2024-03-08 11:09:03,2024-03-08 11:46:03,Delivered,129.55
3287,9424,Own Fleet,0.74,2025-07-26 21:15:13,2025-07-26 21:17:13,2025-07-26 21:27:13,Delivered,24.76
3288,9425,Own Fleet,4.58,2026-07-18 18:54:33,2026-07-18 18:59:33,2026-07-18 19:21:33,Delivered,46.52
3289,9427,Own Fleet,7.05,2025-10-30 22:11:28,2025-10-30 22:17:28,2025-10-30 22:42:28,Delivered,74.22
3290,9429,Swiggy Genie,8.84,2026-06-27 21:58:44,2026-06-27 22:04:44,,Delivered,75.5
3291,9435,Swiggy Genie,12.25,2024-04-20 19:55:02,2024-04-20 20:07:02,2024-04-20 20:51:02,Delivered,126.67
3292,9436,Own Fleet,8.31,2024-05-06 21:35:58,2024-05-06 21:50:58,,Pending,77.39
3293,9451,Own Fleet,5.8,2025-07-18 11:50:13,2025-07-18 11:52:13,2025-07-18 12:25:13,Delivered,60.5
3294,9459,Porter,5.86,2024-12-14 12:45:36,2024-12-14 12:50:36,2024-12-14 13:24:36,Delivered,53.97
3295,9466,Porter,7.04,2026-06-28 21:00:09,2026-06-28 21:12:09,2026-06-28 21:43:09,Delivered,69.17
3296,9468,Swiggy Genie,6.13,2024-06-30 13:07:25,2024-06-30 13:10:25,2024-06-30 13:38:25,Delivered,57.88
3297,9471,Dunzo,12.38,2026-03-29 16:16:51,2026-03-29 16:29:51,2026-03-29 17:10:51,Delivered,98.9
3298,9474,Swiggy Genie,1.38,2026-05-26 21:21:43,2026-05-26 21:31:43,2026-05-26 21:38:43,Delivered,29.94
3299,9479,Shadowfax,7.84,2025-08-09 21:10:46,2025-08-09 21:22:46,2025-08-09 22:04:46,Delivered,80.56
3300,9482,Swiggy Genie,4.01,2026-03-31 20:40:43,2026-03-31 20:49:43,,Returned,52.19
3301,9483,Porter,11.97,2026-04-18 11:06:55,2026-04-18 11:13:55,2026-04-18 11:52:55,Delivered,87.77
3302,9485,Own Fleet,11.67,2025-08-09 11:01:31,2025-08-09 11:06:31,2025-08-09 11:58:31,Delivered,112.15
3303,9486,Shadowfax,10.59,2025-07-12 13:13:28,2025-07-12 13:27:28,,Pending,101.29
3304,9492,Porter,4.21,2024-04-16 20:13:13,2024-04-16 20:19:13,2024-04-16 20:41:13,Delivered,43.31
3305,9497,Shadowfax,2.14,2025-08-03 18:03:05,2025-08-03 18:14:05,2025-08-03 18:26:05,Delivered,31.8
3306,9498,Porter,3.41,2025-08-22 18:57:42,2025-08-22 19:01:42,2025-08-22 19:18:42,Delivered,39.11
3307,9502,Shadowfax,13.11,2025-02-16 11:56:43,2025-02-16 12:10:43,2025-02-16 13:08:43,Delivered,88.4
3308,9503,Porter,3.21,2026-04-08 20:22:14,2026-04-08 20:24:14,2026-04-08 20:40:14,Delivered,42.24
3309,9504,Own Fleet,13.1,2024-07-22 16:52:55,2024-07-22 17:04:55,2024-07-22 17:50:55,Delivered,89.71
3310,9509,Own Fleet,9.88,2025-10-15 20:54:18,2025-10-15 21:04:18,2025-10-15 21:39:18,Delivered,91.21
3311,9511,Dunzo,8.28,2024-10-05 21:55:09,2024-10-05 22:09:09,2024-10-05 22:30:09,Delivered,67.88
3312,9512,Swiggy Genie,9.57,2026-07-25 18:25:09,2026-07-25 18:34:09,2026-07-25 19:10:09,Delivered,96.42
3313,9513,Swiggy Genie,1.68,2026-03-31 20:33:53,2026-03-31 20:35:53,2026-03-31 20:44:53,Delivered,28.55
3314,9523,Shadowfax,12.0,2025-12-17 14:38:20,2025-12-17 14:44:20,2025-12-17 15:44:20,Delivered,82.21
3315,9526,Dunzo,5.61,2024-04-12 17:35:35,2024-04-12 17:38:35,,Failed,66.08
3316,9529,Dunzo,12.05,2024-06-29 12:32:55,2024-06-29 12:41:55,2024-06-29 13:40:55,Delivered,100.21
3317,9530,Porter,9.36,2024-01-12 21:16:35,2024-01-12 21:24:35,2024-01-12 21:58:35,Delivered,88.26
3318,9531,Porter,14.36,2026-08-01 21:45:49,2026-08-01 21:53:49,2026-08-01 22:47:49,Delivered,99.48
3319,9536,Own Fleet,0.59,2024-10-05 15:04:34,2024-10-05 15:11:34,2024-10-05 15:19:34,Delivered,25.18
3320,9537,Shadowfax,4.01,2025-10-30 10:19:02,2025-10-30 10:34:02,2025-10-30 10:53:02,Delivered,51.22
3321,9539,Own Fleet,10.73,2026-06-13 19:04:21,2026-06-13 19:15:21,2026-06-13 20:05:21,Delivered,113.31
