CostID,BranchID,CostDate,CostCategory,CostAmount,Description
1264,5,2026-06-01,Miscellaneous,11549.17,Miscellaneous expense for June 2026
1265,5,2026-07-01,Rent,195232.0,Rent expense for July 2026
1266,5,2026-07-01,Electricity,74300.71,Electricity expense for July 2026
1267,5,2026-07-01,Salaries,596735.0,Salaries expense for July 2026
1268,5,2026-07-01,Maintenance,12382.89,Maintenance expense for July 2026
1269,5,2026-07-01,Delivery,43105.05,Delivery expense for July 2026
1270,5,2026-07-01,Cleaning,15549.82,Cleaning expense for July 2026
1271,5,2026-07-01,Repairs,25952.51,Repairs expense for July 2026
1272,5,2026-07-01,Miscellaneous,10566.14,Miscellaneous expense for July 2026
1273,5,2026-08-01,Rent,104818.64,Rent expense for August 2026
1274,5,2026-08-01,Electricity,32997.28,Electricity expense for August 2026
1275,5,2026-08-01,Salaries,641885.86,Salaries expense for August 2026
1276,5,2026-08-01,Maintenance,10358.95,Maintenance expense for August 2026
1277,5,2026-08-01,Delivery,43195.14,Delivery expense for August 2026
1278,5,2026-08-01,Cleaning,10614.59,Cleaning expense for August 2026
1279,5,2026-08-01,Repairs,14778.31,Repairs expense for August 2026
1280,5,2026-08-01,Miscellaneous,-12160.67,Miscellaneous expense for August 2026
1281,6,2024-01-01,Rent,219746.94,Rent expense for January 2024
1282,6,2024-01-01,Electricity,27392.48,Electricity expense for January 2024
1283,6,2024-01-01,Salaries,483615.7,Salaries expense for January 2024
1284,6,2024-01-01,Maintenance,16743.93,Maintenance expense for January 2024
1285,6,2024-01-01,Delivery,57946.39,Delivery expense for January 2024
1286,6,2024-01-01,Cleaning,8866.58,Cleaning expense for January 2024
1287,6,2024-01-01,Repairs,31034.64,Repairs expense for January 2024
1288,6,2024-01-01,Miscellaneous,8156.47,Miscellaneous expense for January 2024
1289,6,2024-02-01,Rent,166852.74,Rent expense for February 2024
1290,6,2024-02-01,Electricity,50238.2,Electricity expense for February 2024
1291,6,2024-02-01,Salaries,564825.84,Salaries expense for February 2024
1292,6,2024-02-01,Maintenance,26869.26,Maintenance expense for February 2024
1293,6,2024-02-01,Delivery,59589.89,Delivery expense for February 2024
1294,6,2024-02-01,Cleaning,9614.92,Cleaning expense for February 2024
1295,6,2024-02-01,Repairs,15588.97,Repairs expense for February 2024
1296,6,2024-02-01,Miscellaneous,10083.0,Miscellaneous expense for February 2024
1297,6,2024-03-01,Rent,95511.2,Rent expense for March 2024
1298,6,2024-03-01,Electricity,27636.1,Electricity expense for March 2024
1299,6,2024-03-01,Salaries,652356.07,Salaries expense for March 2024
1300,6,2024-03-01,Maintenance,23022.02,Maintenance expense for March 2024
1301,6,2024-03-01,Delivery,45686.7,Delivery expense for March 2024
1302,6,2024-03-01,Cleaning,7124.28,Cleaning expense for March 2024
1303,6,2024-03-01,Repairs,35291.69,Repairs expense for March 2024
1304,6,2024-03-01,Miscellaneous,2713.81,Miscellaneous expense for March 2024
1305,6,2024-04-01,Rent,139230.49,Rent expense for April 2024
1306,6,2024-04-01,Electricity,45988.06,Electricity expense for April 2024
1307,6,2024-04-01,Salaries,541880.57,Salaries expense for April 2024
1308,6,2024-04-01,Maintenance,9193.06,Maintenance expense for April 2024
1309,6,2024-04-01,Delivery,57772.4,Delivery expense for April 2024
1310,6,2024-04-01,Cleaning,8496.15,Cleaning expense for April 2024
1311,6,2024-04-01,Repairs,28578.76,Repairs expense for April 2024
1312,6,2024-04-01,Miscellaneous,13003.04,Miscellaneous expense for April 2024
1313,6,2024-05-01,rent,216316.22,Rent expense for May 2024
1314,6,2024-05-01,Electricity,49001.69,Electricity expense for May 2024
1315,6,2024-05-01,Salaries,588258.74,Salaries expense for May 2024
1316,6,2024-05-01,Maintenance,13180.67,Maintenance expense for May 2024
1317,6,2024-05-01,Delivery,50219.78,Delivery expense for May 2024
1318,6,2024-05-01,Cleaning,10992.16,Cleaning expense for May 2024
1319,6,2024-05-01,Repairs,22783.32,Repairs expense for May 2024
1320,6,2024-05-01,Miscellaneous,9349.83,Miscellaneous expense for May 2024
1321,6,2024-06-01,Rent,208661.43,Rent expense for June 2024
1322,6,2024-06-01,Electricity,37522.76,Electricity expense for June 2024
1323,6,2024-06-01,Salaries,523592.73,Salaries expense for June 2024
1324,6,2024-06-01,Maintenance,13275.61,Maintenance expense for June 2024
1325,6,2024-06-01,Delivery,36075.98,Delivery expense for June 2024
1326,6,2024-06-01,Cleaning,13843.65,Cleaning expense for June 2024
1327,6,2024-06-01,Repairs,40125.5,Repairs expense for June 2024
1328,6,2024-06-01,Miscellaneous,20067.81,Miscellaneous expense for June 2024
1329,6,2024-07-01,Rent,97029.76,Rent expense for July 2024
1330,6,2024-07-01,Electricity,64775.98,Electricity expense for July 2024
1331,6,2024-07-01,Salaries,705217.03,Salaries expense for July 2024
1332,6,2024-07-01,Maintenance,29065.56,Maintenance expense for July 2024
1333,6,2024-07-01,Delivery,56984.19,Delivery expense for July 2024
1334,6,2024-07-01,Cleaning,11870.67,Cleaning expense for July 2024
1335,6,2024-07-01,Repairs,31898.85,Repairs expense for July 2024
1336,6,2024-07-01,Miscellaneous,15898.16,Miscellaneous expense for July 2024
1337,6,2024-08-01,Rent,193262.79,Rent expense for August 2024
1338,6,2024-08-01,Electricity,56568.41,Electricity expense for August 2024
1339,6,2024-08-01,Salaries,549278.89,Salaries expense for August 2024
1340,6,2024-08-01,Maintenance,12041.38,Maintenance expense for August 2024
1341,6,2024-08-01,Delivery,26617.93,Delivery expense for August 2024
1342,6,2024-08-01,Cleaning,8468.1,Cleaning expense for August 2024
1343,6,2024-08-01,Repairs,3235.99,Repairs expense for August 2024
1344,6,2024-08-01,Miscellaneous,9227.95,Miscellaneous expense for August 2024
1345,6,2024-09-01,Rent,199995.42,Rent expense for September 2024
1346,6,2024-09-01,Electricity,50830.27,Electricity expense for September 2024
1347,6,2024-09-01,Salaries,387806.42,Salaries expense for September 2024
1348,6,2024-09-01,Maintenance,11795.66,Maintenance expense for September 2024
1349,6,2024-09-01,Delivery,30630.21,Delivery expense for September 2024
1350,6,2024-09-01,Cleaning,8342.91,Cleaning expense for September 2024
1351,6,2024-09-01,Repairs,8550.15,Repairs expense for September 2024
1352,6,2024-09-01,Miscellaneous,7385.25,Miscellaneous expense for September 2024
1353,6,2024-10-01,Rent,217233.89,Rent expense for October 2024
1354,6,2024-10-01,Electricity,65671.83,Electricity expense for October 2024
1355,6,2024-10-01,Salaries,710812.51,Salaries expense for October 2024
1356,6,2024-10-01,Maintenance,19030.02,Maintenance expense for October 2024
1357,6,2024-10-01,Delivery,19170.86,Delivery expense for October 2024
1358,6,2024-10-01,Cleaning,5377.79,Cleaning expense for October 2024
1359,6,2024-10-01,Repairs,8115.51,Repairs expense for October 2024
1360,6,2024-10-01,Miscellaneous,20480.19,Miscellaneous expense for October 2024
1361,6,2024-11-01,Rent,102767.65,Rent expense for November 2024
1362,6,2024-11-01,Electricity,43542.34,Electricity expense for November 2024
1363,6,2024-11-01,Salaries,472553.32,Salaries expense for November 2024
1364,6,2024-11-01,Maintenance,26796.38,Maintenance expense for November 2024
1365,6,2024-11-01,Delivery,54663.84,Delivery expense for November 2024
1366,6,2024-11-01,Cleaning,10351.16,Cleaning expense for November 2024
1367,6,2024-11-01,Repairs,20646.31,Repairs expense for November 2024
1368,6,2024-11-01,Miscellaneous,3868.72,Miscellaneous expense for November 2024
1369,6,2024-12-01,Rent,123113.62,Rent expense for December 2024
1370,6,2024-12-01,Electricity,31836.88,Electricity expense for December 2024
1371,6,2024-12-01,Salaries,422009.73,Salaries expense for December 2024
1372,6,2024-12-01,Maintenance,11484.62,Maintenance expense for December 2024
1373,6,2024-12-01,Delivery,41286.18,Delivery expense for December 2024
1374,6,2024-12-01,Cleaning,14240.37,Cleaning expense for December 2024
1375,6,2024-12-01,Repairs,26233.58,Repairs expense for December 2024
1376,6,2024-12-01,Miscellaneous,2566.68,Miscellaneous expense for December 2024
1377,6,2025-01-01,Rent,100355.09,Rent expense for January 2025
1378,6,2025-01-01,Electricity,33360.3,Electricity expense for January 2025
1379,6,2025-01-01,Salaries,667689.43,Salaries expense for January 2025
1380,6,2025-01-01,Maintenance,29531.27,Maintenance expense for January 2025
1381,6,2025-01-01,DELIVERY,40182.03,Delivery expense for January 2025
1382,6,2025-01-01,Cleaning,6141.95,Cleaning expense for January 2025
1383,6,2025-01-01,Repairs,35283.69,Repairs expense for January 2025
1384,6,2025-01-01,Miscellaneous,4564.55,Miscellaneous expense for January 2025
1385,6,2025-02-01,Rent,206817.91,Rent expense for February 2025
1386,6,2025-02-01,Electricity,-44129.11,Electricity expense for February 2025
1387,6,2025-02-01,Salaries,573828.74,Salaries expense for February 2025
1388,6,2025-02-01,Maintenance,15256.45,Maintenance expense for February 2025
1389,6,2025-02-01,Delivery,37199.13,Delivery expense for February 2025
1390,6,2025-02-01,Cleaning,6467.29,Cleaning expense for February 2025
1391,6,2025-02-01,Repairs,29446.98,Repairs expense for February 2025
1392,6,2025-02-01,Miscellaneous,11674.92,Miscellaneous expense for February 2025
1393,6,2025-03-01,Rent,152501.55,Rent expense for March 2025
1394,6,2025-03-01,Electricity,58018.03,Electricity expense for March 2025
1395,6,2025-03-01,Salaries,414357.7,Salaries expense for March 2025
1396,6,2025-03-01,Maintenance,13899.67,Maintenance expense for March 2025
1397,6,2025-03-01,Delivery,40469.32,Delivery expense for March 2025
1398,6,2025-03-01,Cleaning,9955.91,Cleaning expense for March 2025
1399,6,2025-03-01,Repairs,16845.02,Repairs expense for March 2025
1400,6,2025-03-01,Miscellaneous,6046.97,Miscellaneous expense for March 2025
1401,6,2025-04-01,Rent,250466.33,Rent expense for April 2025
1402,6,2025-04-01,Electricity,42690.35,Electricity expense for April 2025
1403,6,2025-04-01,Salaries,659431.43,Salaries expense for April 2025
1404,6,2025-04-01,Maintenance,21594.71,Maintenance expense for April 2025
1405,6,2025-04-01,Delivery,47019.15,Delivery expense for April 2025
1406,6,2025-04-01,Cleaning,9387.24,Cleaning expense for April 2025
1407,6,2025-04-01,Repairs,33714.54,Repairs expense for April 2025
1408,6,2025-04-01,Miscellaneous,9034.01,Miscellaneous expense for April 2025
1409,6,2025-05-01,Rent,175527.08,Rent expense for May 2025
1410,6,2025-05-01,Electricity,38983.83,Electricity expense for May 2025
1411,6,2025-05-01,Salaries,659134.37,Salaries expense for May 2025
1412,6,2025-05-01,Maintenance,25147.1,Maintenance expense for May 2025
1413,6,2025-05-01,Delivery,27044.45,Delivery expense for May 2025
1414,6,2025-05-01,Cleaning,14826.03,Cleaning expense for May 2025
1415,6,2025-05-01,Repairs,13300.54,Repairs expense for May 2025
1416,6,2025-05-01,Miscellaneous,9966.85,Miscellaneous expense for May 2025
1417,6,2025-06-01,Rent,127417.71,Rent expense for June 2025
1418,6,2025-06-01,Electricity,35316.74,Electricity expense for June 2025
1419,6,2025-06-01,Salaries,638505.78,Salaries expense for June 2025
1420,6,2025-06-01,Maintenance,22674.78,Maintenance expense for June 2025
1421,6,2025-06-01,Delivery,32228.5,Delivery expense for June 2025
1422,6,2025-06-01,Cleaning,12231.11,Cleaning expense for June 2025
1423,6,2025-06-01,Repairs,31240.82,Repairs expense for June 2025
1424,6,2025-06-01,Miscellaneous,8529.21,Miscellaneous expense for June 2025
1425,6,2025-07-01,rent,195430.35,Rent expense for July 2025
1426,6,2025-07-01,Electricity,67130.06,Electricity expense for July 2025
1427,6,2025-07-01,Salaries,582087.53,Salaries expense for July 2025
1428,6,2025-07-01,Maintenance,13957.97,Maintenance expense for July 2025
1429,6,2025-07-01,Delivery,22728.98,Delivery expense for July 2025
1430,6,2025-07-01,Cleaning,15587.63,Cleaning expense for July 2025
1431,6,2025-07-01,Repairs,28677.9,Repairs expense for July 2025
1432,6,2025-07-01,Miscellaneous,7521.17,Miscellaneous expense for July 2025
1433,6,2025-08-01,Rent,221310.42,Rent expense for August 2025
1434,6,2025-08-01,Electricity,64050.4,Electricity expense for August 2025
1435,6,2025-08-01,Salaries,636129.84,Salaries expense for August 2025
1436,6,2025-08-01,Maintenance,28565.97,Maintenance expense for August 2025
1437,6,2025-08-01,Delivery,16716.94,Delivery expense for August 2025
1438,6,2025-08-01,Cleaning,-5394.44,Cleaning expense for August 2025
1439,6,2025-08-01,Repairs,26151.96,Repairs expense for August 2025
1440,6,2025-08-01,Miscellaneous,20354.07,Miscellaneous expense for August 2025
1441,6,2025-09-01,Rent,98096.06,Rent expense for September 2025
1442,6,2025-09-01,Electricity,29638.0,Electricity expense for September 2025
1443,6,2025-09-01,Salaries,480747.31,Salaries expense for September 2025
1444,6,2025-09-01,Maintenance,31013.21,Maintenance expense for September 2025
1445,6,2025-09-01,Delivery,34405.5,Delivery expense for September 2025
1446,6,2025-09-01,Cleaning,11037.16,Cleaning expense for September 2025
1447,6,2025-09-01,Repairs,15659.72,Repairs expense for September 2025
1448,6,2025-09-01,Miscellaneous,10166.51,Miscellaneous expense for September 2025
1449,6,2025-10-01,Rent,110684.53,Rent expense for October 2025
1450,6,2025-10-01,Electricity,69621.27,Electricity expense for October 2025
1451,6,2025-10-01,Salaries,634469.59,Salaries expense for October 2025
1452,6,2025-10-01,Maintenance,30448.31,Maintenance expense for October 2025
1453,6,2025-10-01,Delivery,60252.64,Delivery expense for October 2025
1454,6,2025-10-01,Cleaning,6310.52,Cleaning expense for October 2025
1455,6,2025-10-01,Repairs,6366.28,Repairs expense for October 2025
1456,6,2025-10-01,Miscellaneous,9321.48,Miscellaneous expense for October 2025
1457,6,2025-11-01,Rent,105232.9,Rent expense for November 2025
1458,6,2025-11-01,Electricity,55746.59,Electricity expense for November 2025
1459,6,2025-11-01,Salaries,393592.76,Salaries expense for November 2025
1460,6,2025-11-01,Maintenance,14792.94,Maintenance expense for November 2025
1461,6,2025-11-01,Delivery,37369.31,Delivery expense for November 2025
1462,6,2025-11-01,Cleaning,8379.99,Cleaning expense for November 2025
1463,6,2025-11-01,Repairs,18421.37,Repairs expense for November 2025
1464,6,2025-11-01,Miscellaneous,17422.34,Miscellaneous expense for November 2025
1465,6,2025-12-01,Rent,138228.92,Rent expense for December 2025
1466,6,2025-12-01,Electricity,43171.39,Electricity expense for December 2025
1467,6,2025-12-01,Salaries,639197.55,Salaries expense for December 2025
1468,6,2025-12-01,Maintenance,26875.33,Maintenance expense for December 2025
1469,6,2025-12-01,Delivery,53896.12,Delivery expense for December 2025
1470,6,2025-12-01,Cleaning,6292.99,Cleaning expense for December 2025
1471,6,2025-12-01,Repairs,9440.99,Repairs expense for December 2025
1472,6,2025-12-01,Miscellaneous,20027.52,Miscellaneous expense for December 2025
1473,6,2026-01-01,Rent,185325.48,Rent expense for January 2026
1474,6,2026-01-01,Electricity,68437.73,Electricity expense for January 2026
1475,6,2026-01-01,Salaries,632594.33,Salaries expense for January 2026
1476,6,2026-01-01,Maintenance,18202.7,Maintenance expense for January 2026
1477,6,2026-01-01,Delivery,51490.76,Delivery expense for January 2026
1478,6,2026-01-01,Cleaning,10622.74,Cleaning expense for January 2026
1479,6,2026-01-01,Repairs,20306.24,Repairs expense for January 2026
1480,6,2026-01-01,Miscellaneous,6820.37,Miscellaneous expense for January 2026
1481,6,2026-02-01,Rent,245349.33,Rent expense for February 2026
1482,6,2026-02-01,Electricity,57728.64,Electricity expense for February 2026
1483,6,2026-02-01,Salaries,634768.53,Salaries expense for February 2026
1484,6,2026-02-01,Maintenance,23604.65,Maintenance expense for February 2026
1485,6,2026-02-01,DELIVERY,39878.53,Delivery expense for February 2026
1486,6,2026-02-01,Cleaning,9956.64,Cleaning expense for February 2026
1487,6,2026-02-01,Repairs,14150.01,Repairs expense for February 2026
1488,6,2026-02-01,Miscellaneous,2188.24,Miscellaneous expense for February 2026
1489,6,2026-03-01,Rent,249571.41,Rent expense for March 2026
1490,6,2026-03-01,Electricity,29201.69,Electricity expense for March 2026
1491,6,2026-03-01,Salaries,669118.04,Salaries expense for March 2026
1492,6,2026-03-01,Maintenance,10971.47,Maintenance expense for March 2026
1493,6,2026-03-01,Delivery,33545.19,Delivery expense for March 2026
1494,6,2026-03-01,Cleaning,5716.15,Cleaning expense for March 2026
1495,6,2026-03-01,Repairs,9552.53,Repairs expense for March 2026
1496,6,2026-03-01,Miscellaneous,12229.93,Miscellaneous expense for March 2026
1497,6,2026-04-01,Rent,206499.99,Rent expense for April 2026
1498,6,2026-04-01,Electricity,45430.91,Electricity expense for April 2026
1499,6,2026-04-01,Salaries,629793.85,Salaries expense for April 2026
1500,6,2026-04-01,Maintenance,16389.13,Maintenance expense for April 2026
1501,6,2026-04-01,Delivery,45033.43,Delivery expense for April 2026
1502,6,2026-04-01,Cleaning,14491.83,Cleaning expense for April 2026
1503,6,2026-04-01,Repairs,12994.73,Repairs expense for April 2026
1504,6,2026-04-01,Miscellaneous,9451.68,Miscellaneous expense for April 2026
1505,6,2026-05-01,Rent,226355.73,Rent expense for May 2026
1506,6,2026-05-01,Electricity,56461.98,Electricity expense for May 2026
1507,6,2026-05-01,Salaries,597628.9,Salaries expense for May 2026
1508,6,2026-05-01,Maintenance,31240.19,Maintenance expense for May 2026
1509,6,2026-05-01,Delivery,47434.51,Delivery expense for May 2026
1510,6,2026-05-01,Cleaning,12726.44,Cleaning expense for May 2026
1511,6,2026-05-01,Repairs,32082.49,Repairs expense for May 2026
1512,6,2026-05-01,Miscellaneous,3833.7,Miscellaneous expense for May 2026
1513,6,2026-06-01,Rent,165200.55,Rent expense for June 2026
1514,6,2026-06-01,Electricity,36984.74,Electricity expense for June 2026
1515,6,2026-06-01,Salaries,525401.42,Salaries expense for June 2026
1516,6,2026-06-01,Maintenance,27482.07,Maintenance expense for June 2026
1517,6,2026-06-01,Delivery,34889.34,Delivery expense for June 2026
1518,6,2026-06-01,Cleaning,15236.17,Cleaning expense for June 2026
1519,6,2026-06-01,Repairs,21468.56,Repairs expense for June 2026
1520,6,2026-06-01,Miscellaneous,15414.33,Miscellaneous expense for June 2026
1521,6,2026-07-01,Rent,114220.47,Rent expense for July 2026
1522,6,2026-07-01,Electricity,65677.28,Electricity expense for July 2026
1523,6,2026-07-01,Salaries,620727.9,Salaries expense for July 2026
1524,6,2026-07-01,Maintenance,25303.65,Maintenance expense for July 2026
1525,6,2026-07-01,Delivery,32095.85,Delivery expense for July 2026
1526,6,2026-07-01,Cleaning,12626.77,Cleaning expense for July 2026
1527,6,2026-07-01,Repairs,12726.15,Repairs expense for July 2026
1528,6,2026-07-01,Miscellaneous,4866.35,Miscellaneous expense for July 2026
1529,6,2026-08-01,Rent,190118.84,Rent expense for August 2026
1530,6,2026-08-01,Electricity,32437.51,Electricity expense for August 2026
1531,6,2026-08-01,Salaries,676543.05,Salaries expense for August 2026
1532,6,2026-08-01,Maintenance,20407.28,Maintenance expense for August 2026
1533,6,2026-08-01,Delivery,35432.86,Delivery expense for August 2026
1534,6,2026-08-01,Cleaning,14798.87,Cleaning expense for August 2026
1535,6,2026-08-01,Repairs,34784.35,Repairs expense for August 2026
1536,6,2026-08-01,Miscellaneous,10700.96,Miscellaneous expense for August 2026
1537,7,2024-01-01,Rent,207017.67,Rent expense for January 2024
1538,7,2024-01-01,Electricity,45155.07,Electricity expense for January 2024
1539,7,2024-01-01,Salaries,421979.71,Salaries expense for January 2024
1540,7,2024-01-01,Maintenance,19474.36,Maintenance expense for January 2024
1541,7,2024-01-01,Delivery,41305.85,Delivery expense for January 2024
1542,7,2024-01-01,Cleaning,14651.59,Cleaning expense for January 2024
1543,7,2024-01-01,Repairs,12738.21,Repairs expense for January 2024
1544,7,2024-01-01,miscellaneous,17299.1,Miscellaneous expense for January 2024
1545,7,2024-02-01,Rent,168629.39,Rent expense for February 2024
1546,7,2024-02-01,Electricity,70723.38,Electricity expense for February 2024
1547,7,2024-02-01,Salaries,538243.29,Salaries expense for February 2024
1548,7,2024-02-01,Maintenance,9655.14,Maintenance expense for February 2024
1549,7,2024-02-01,Delivery,21972.18,Delivery expense for February 2024
1550,7,2024-02-01,Cleaning,5158.54,Cleaning expense for February 2024
1551,7,2024-02-01,Repairs,10499.6,Repairs expense for February 2024
1552,7,2024-02-01,Miscellaneous,7663.81,Miscellaneous expense for February 2024
1553,7,2024-03-01,Rent,109348.26,Rent expense for March 2024
1554,7,2024-03-01,Electricity,41527.53,Electricity expense for March 2024
1555,7,2024-03-01,Salaries,672873.28,Salaries expense for March 2024
1556,7,2024-03-01,Maintenance,20680.85,Maintenance expense for March 2024
1557,7,2024-03-01,Delivery,47893.17,Delivery expense for March 2024
1558,7,2024-03-01,Cleaning,14052.1,Cleaning expense for March 2024
1559,7,2024-03-01,Repairs,20173.21,Repairs expense for March 2024
1560,7,2024-03-01,Miscellaneous,3539.24,Miscellaneous expense for March 2024
1561,7,2024-04-01,Rent,158248.27,Rent expense for April 2024
1562,7,2024-04-01,Electricity,67185.58,Electricity expense for April 2024
1563,7,2024-04-01,Salaries,700978.24,Salaries expense for April 2024
1564,7,2024-04-01,Maintenance,16813.07,Maintenance expense for April 2024
1565,7,2024-04-01,Delivery,18831.54,Delivery expense for April 2024
1566,7,2024-04-01,Cleaning,9528.19,Cleaning expense for April 2024
1567,7,2024-04-01,Repairs,17600.32,Repairs expense for April 2024
1568,7,2024-04-01,Miscellaneous,6657.13,Miscellaneous expense for April 2024
1569,7,2024-05-01,Rent,194137.7,Rent expense for May 2024
1570,7,2024-05-01,Electricity,27092.0,Electricity expense for May 2024
1571,7,2024-05-01,Salaries,604018.42,Salaries expense for May 2024
1572,7,2024-05-01,Maintenance,24820.14,Maintenance expense for May 2024
1573,7,2024-05-01,Delivery,34720.81,Delivery expense for May 2024
1574,7,2024-05-01,Cleaning,6105.67,Cleaning expense for May 2024
1575,7,2024-05-01,Repairs,38571.0,Repairs expense for May 2024
1576,7,2024-05-01,Miscellaneous,2109.25,Miscellaneous expense for May 2024
1577,7,2024-06-01,Rent,88853.62,Rent expense for June 2024
1578,7,2024-06-01,Electricity,50860.74,Electricity expense for June 2024
1579,7,2024-06-01,Salaries,519540.68,Salaries expense for June 2024
1580,7,2024-06-01,Maintenance,13645.4,Maintenance expense for June 2024
1581,7,2024-06-01,Delivery,15434.03,Delivery expense for June 2024
1582,7,2024-06-01,Cleaning,13511.52,Cleaning expense for June 2024
1583,7,2024-06-01,Repairs,5412.13,Repairs expense for June 2024
1584,7,2024-06-01,Miscellaneous,14434.08,Miscellaneous expense for June 2024
1585,7,2024-07-01,Rent,165058.57,Rent expense for July 2024
1586,7,2024-07-01,Electricity,64868.43,Electricity expense for July 2024
1587,7,2024-07-01,Salaries,381976.38,Salaries expense for July 2024
1588,7,2024-07-01,Maintenance,21563.45,Maintenance expense for July 2024
1589,7,2024-07-01,Delivery,38017.93,Delivery expense for July 2024
1590,7,2024-07-01,Cleaning,9408.13,Cleaning expense for July 2024
1591,7,2024-07-01,Repairs,14950.49,Repairs expense for July 2024
1592,7,2024-07-01,Miscellaneous,14701.82,Miscellaneous expense for July 2024
1593,7,2024-08-01,Rent,227699.21,Rent expense for August 2024
1594,7,2024-08-01,Electricity,52245.44,Electricity expense for August 2024
1595,7,2024-08-01,Salaries,534190.42,Salaries expense for August 2024
1596,7,2024-08-01,Maintenance,24900.47,Maintenance expense for August 2024
1597,7,2024-08-01,Delivery,35605.02,Delivery expense for August 2024
1598,7,2024-08-01,Cleaning,6897.99,Cleaning expense for August 2024
1599,7,2024-08-01,Repairs,24472.23,Repairs expense for August 2024
1600,7,2024-08-01,Miscellaneous,2445.44,Miscellaneous expense for August 2024
1601,7,2024-09-01,Rent,233211.63,Rent expense for September 2024
1602,7,2024-09-01,Electricity,36388.59,Electricity expense for September 2024
1603,7,2024-09-01,Salaries,399054.1,Salaries expense for September 2024
1604,7,2024-09-01,Maintenance,27074.39,Maintenance expense for September 2024
1605,7,2024-09-01,Delivery,34474.17,Delivery expense for September 2024
1606,7,2024-09-01,Cleaning,14683.13,Cleaning expense for September 2024
1607,7,2024-09-01,Repairs,24705.89,Repairs expense for September 2024
1608,7,2024-09-01,Miscellaneous,4248.36,Miscellaneous expense for September 2024
1609,7,2024-10-01,Rent,158108.87,Rent expense for October 2024
1610,7,2024-10-01,Electricity,42390.4,Electricity expense for October 2024
1611,7,2024-10-01,Salaries,495313.61,Salaries expense for October 2024
1612,7,2024-10-01,Maintenance,20730.26,Maintenance expense for October 2024
1613,7,2024-10-01,Delivery,17237.46,Delivery expense for October 2024
1614,7,2024-10-01,Cleaning,11728.63,Cleaning expense for October 2024
1615,7,2024-10-01,Repairs,30523.37,Repairs expense for October 2024
1616,7,2024-10-01,Miscellaneous,15440.93,Miscellaneous expense for October 2024
1617,7,2024-11-01,Rent,120383.79,Rent expense for November 2024
1618,7,2024-11-01,Electricity,71090.74,Electricity expense for November 2024
1619,7,2024-11-01,Salaries,590660.11,Salaries expense for November 2024
1620,7,2024-11-01,Maintenance,9768.25,Maintenance expense for November 2024
1621,7,2024-11-01,Delivery,36482.59,Delivery expense for November 2024
1622,7,2024-11-01,Cleaning,6023.67,Cleaning expense for November 2024
1623,7,2024-11-01,Repairs,22808.8,Repairs expense for November 2024
1624,7,2024-11-01,Miscellaneous,18123.53,Miscellaneous expense for November 2024
1625,7,2024-12-01,Rent,173469.38,Rent expense for December 2024
1626,7,2024-12-01,Electricity,46922.77,Electricity expense for December 2024
1627,7,2024-12-01,Salaries,517537.69,Salaries expense for December 2024
1628,7,2024-12-01,Maintenance,19101.46,Maintenance expense for December 2024
1629,7,2024-12-01,Delivery,44784.83,Delivery expense for December 2024
1630,7,2024-12-01,Cleaning,10166.78,Cleaning expense for December 2024
1631,7,2024-12-01,Repairs,7919.64,Repairs expense for December 2024
1632,7,2024-12-01,Miscellaneous,15477.54,Miscellaneous expense for December 2024
1633,7,2025-01-01,Rent,189000.92,Rent expense for January 2025
1634,7,2025-01-01,Electricity,66424.16,Electricity expense for January 2025
1635,7,2025-01-01,Salaries,655538.4,Salaries expense for January 2025
1636,7,2025-01-01,Maintenance,30756.36,Maintenance expense for January 2025
1637,7,2025-01-01,Delivery,28582.43,Delivery expense for January 2025
1638,7,2025-01-01,Cleaning,6368.21,Cleaning expense for January 2025
1639,7,2025-01-01,Repairs,3378.63,Repairs expense for January 2025
1640,7,2025-01-01,Miscellaneous,5274.85,Miscellaneous expense for January 2025
1641,7,2025-02-01,Rent,149653.18,Rent expense for February 2025
1642,7,2025-02-01,Electricity,38089.94,Electricity expense for February 2025
1643,7,2025-02-01,Salaries,376545.32,Salaries expense for February 2025
1644,7,2025-02-01,Maintenance,12921.48,Maintenance expense for February 2025
1645,7,2025-02-01,Delivery,21027.3,Delivery expense for February 2025
1646,7,2025-02-01,Cleaning,12214.82,Cleaning expense for February 2025
1647,7,2025-02-01,Repairs,15178.77,Repairs expense for February 2025
1648,7,2025-02-01,Miscellaneous,-11017.93,Miscellaneous expense for February 2025
1649,7,2025-03-01,Rent,153428.87,Rent expense for March 2025
1650,7,2025-03-01,Electricity,-50787.02,Electricity expense for March 2025
1651,7,2025-03-01,Salaries,716468.28,Salaries expense for March 2025
1652,7,2025-03-01,Maintenance,10047.04,Maintenance expense for March 2025
1653,7,2025-03-01,Delivery,46758.62,Delivery expense for March 2025
1654,7,2025-03-01,Cleaning,13521.69,Cleaning expense for March 2025
1655,7,2025-03-01,Repairs,21427.76,Repairs expense for March 2025
1656,7,2025-03-01,Miscellaneous,16023.18,Miscellaneous expense for March 2025
1657,7,2025-04-01,Rent,107293.3,Rent expense for April 2025
1658,7,2025-04-01,Electricity,55394.24,Electricity expense for April 2025
1659,7,2025-04-01,Salaries,633341.71,Salaries expense for April 2025
1660,7,2025-04-01,Maintenance,20898.14,Maintenance expense for April 2025
1661,7,2025-04-01,Delivery,50996.57,Delivery expense for April 2025
