OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,DiscountAmount,FinalAmount
27175,11352,64,2,256.44,0.0,512.88
27176,11352,70,3,318.01,95.4,858.63
27177,11352,55,3,478.02,143.41,1290.65
27178,11353,2,1,122.34,18.35,103.99
27179,11353,32,3,79.0,11.85,225.15
27180,11353,28,2,96.03,0.0,192.06
27181,11353,35,3,82.41,12.36,234.87
27182,11354,12,3,147.57,66.41,376.3
27183,11355,22,3,136.34,61.35,347.67
27184,11355,55,2,478.02,0.0,956.04
27185,11355,41,1,50.99,2.55,48.44
27186,11356,39,2,49.95,0.0,99.9
27187,11356,11,1,211.28,0.0,211.28
27188,11356,31,1,64.68,3.23,61.45
27189,11357,58,2,183.14,54.94,311.34
27190,11357,8,2,180.47,54.14,306.8
27191,11358,19,3,206.87,0.0,620.61
27192,11358,6,1,178.02,26.7,151.32
27193,11359,4,1,97.88,0.0,97.88
27194,11359,60,3,212.72,31.91,606.25
27195,11359,35,3,82.41,37.08,210.15
27196,11360,12,1,147.57,22.14,125.43
27197,11360,70,2,318.01,31.8,604.22
27198,11361,16,1,110.35,11.04,99.31
27199,11361,11,1,211.28,21.13,190.15
27200,11361,36,3,33.65,5.05,95.9
27201,11362,61,2,234.61,70.38,398.84
27202,11362,37,2,63.47,0.0,126.94
27203,11362,30,1,60.79,0.0,60.79
27204,11363,19,3,206.87,0.0,620.61
27205,11363,37,3,63.47,0.0,190.41
27206,11364,35,1,82.41,12.36,70.05
27207,11364,70,2,318.01,0.0,636.02
27208,11364,66,1,234.61,11.73,222.88
27209,11365,31,3,64.68,9.7,184.34
27210,11366,26,3,183.0,54.9,494.1
27211,11366,21,2,159.11,0.0,318.22
27212,11366,40,1,122.76,6.14,116.62
27213,11367,20,2,238.82,71.65,405.99
27214,11368,58,2,183.14,0.0,366.28
27215,11368,37,1,63.47,0.0,63.47
27216,11368,61,1,234.61,0.0,234.61
27217,11369,8,1,180.47,9.02,171.45
27218,11369,40,2,122.76,36.83,208.69
27219,11369,65,3,300.59,0.0,901.77
27220,11370,33,1,82.14,0.0,82.14
27221,11370,71,3,159.04,0.0,477.12
27222,11371,15,2,154.26,15.43,293.09
27223,11371,8,1,180.47,9.02,171.45
27224,11371,32,3,79.0,0.0,237.0
27225,11372,57,2,107.13,0.0,214.26
27226,11372,34,1,41.41,2.07,39.34
27227,11373,39,1,49.95,0.0,49.95
27228,11374,33,1,82.14,0.0,82.14
27229,11374,45,2,206.77,0.0,413.54
27230,11375,8,3,180.47,0.0,541.41
27231,11376,55,3,478.02,215.11,1218.95
27232,11376,29,3,93.43,14.01,266.28
27233,11376,57,1,107.13,0.0,107.13
27234,11377,31,2,64.68,0.0,129.36
27235,11377,15,3,154.26,0.0,462.78
27236,11377,29,2,93.43,18.69,168.17
27237,11378,15,2,154.26,15.43,293.09
27238,11378,20,2,238.82,23.88,453.76
27239,11378,61,3,234.61,35.19,668.64
27240,11379,51,1,236.82,0.0,236.82
27241,11380,46,2,161.47,48.44,274.5
27242,11381,32,3,79.0,11.85,225.15
27243,11381,29,3,93.43,0.0,280.29
27244,11381,67,3,310.47,0.0,931.41
27245,11381,19,3,206.87,93.09,527.52
27246,11382,50,2,244.62,0.0,489.24
27247,11382,25,3,163.63,0.0,490.89
27248,11383,16,3,110.35,0.0,331.05
27249,11383,53,2,197.26,19.73,374.79
27250,11383,25,2,163.63,0.0,327.26
27251,11383,19,1,206.87,0.0,206.87
27252,11384,12,3,147.57,0.0,442.71
27253,11384,71,3,159.04,71.57,405.55
27254,11385,31,2,64.68,12.94,116.42
27255,11385,38,2,52.51,0.0,105.02
27256,11385,10,2,231.22,23.12,439.32
27257,11385,12,2,147.57,0.0,295.14
27258,11385,7,3,243.68,0.0,731.04
27259,11386,3,1,93.62,0.0,93.62
27260,11386,16,2,110.35,0.0,220.7
27261,11387,12,3,147.57,0.0,442.71
27262,11387,52,2,97.93,29.38,166.48
27263,11387,6,2,178.02,53.41,302.63
27264,11387,32,1,79.0,0.0,79.0
27265,11388,70,2,318.01,63.6,572.42
27266,11388,7,1,243.68,24.37,219.31
27267,11388,44,2,190.78,0.0,381.56
27268,11388,5,2,182.17,36.43,327.91
27269,11389,4,1,97.88,14.68,83.2
27270,11389,15,2,154.26,0.0,308.52
27271,11389,42,2,75.33,0.0,150.66
27272,11389,64,2,256.44,76.93,435.95
27273,11389,26,3,183.0,0.0,549.0
27274,11390,4,1,97.88,9.79,88.09
27275,11390,63,1,200.54,10.03,190.51
27276,11390,59,3,349.44,0.0,1048.32
27277,11391,39,3,49.95,0.0,149.85
27278,11391,20,2,238.82,0.0,477.64
27279,11391,4,3,97.88,14.68,278.96
27280,11392,65,1,300.59,30.06,270.53
27281,11393,44,1,190.78,0.0,190.78
27282,11394,38,2,52.51,15.75,89.27
27283,11394,66,2,234.61,70.38,398.84
27284,11394,10,1,231.22,0.0,231.22
27285,11395,46,1,161.47,0.0,161.47
27286,11395,45,1,206.77,20.68,186.09
27287,11395,14,1,172.14,0.0,172.14
27288,11396,38,2,52.51,5.25,99.77
27289,11396,2,2,122.34,0.0,244.68
27290,11396,13,2,160.7,32.14,289.26
27291,11396,52,1,97.93,0.0,97.93
27292,11397,23,2,208.08,62.42,353.74
27293,11398,5,1,182.17,9.11,173.06
27294,11398,56,1,268.8,26.88,241.92
27295,11398,22,2,136.34,0.0,272.68
27296,11398,34,3,41.41,12.42,111.81
27297,11399,45,1,206.77,31.02,175.75
27298,11399,18,2,140.88,0.0,281.76
27299,11399,21,1,159.11,23.87,135.24
27300,11399,70,2,318.01,0.0,636.02
27301,11399,50,1,244.62,24.46,220.16
27302,11400,23,1,208.08,0.0,208.08
27303,11400,42,2,75.33,0.0,150.66
27304,11400,55,3,478.02,0.0,1434.06
27305,11400,38,3,52.51,0.0,157.53
27306,11401,29,1,93.43,0.0,93.43
27307,11401,35,3,82.41,0.0,247.23
27308,11402,41,3,50.99,0.0,152.97
27309,11403,34,3,41.41,0.0,124.23
27310,11403,14,1,172.14,0.0,172.14
27311,11404,9,2,151.74,30.35,273.13
27312,11404,14,1,172.14,0.0,172.14
27313,11405,48,1,367.71,0.0,367.71
27314,11405,69,1,177.24,17.72,159.52
27315,11405,42,3,75.33,33.9,192.09
27316,11406,58,1,183.14,27.47,155.67
27317,11406,45,1,206.77,31.02,175.75
27318,11406,56,1,268.8,0.0,268.8
27319,11406,36,2,33.65,3.37,63.93
27320,11407,29,2,93.43,0.0,186.86
27321,11407,2,3,122.34,18.35,348.67
27322,11408,63,3,200.54,30.08,571.54
27323,11408,59,1,349.44,34.94,314.5
27324,11408,67,3,310.47,0.0,931.41
27325,11408,21,3,159.11,0.0,477.33
27326,11409,40,2,122.76,0.0,245.52
27327,11409,56,1,268.8,0.0,268.8
27328,11409,3,3,93.62,14.04,266.82
27329,11409,17,3,144.83,0.0,434.49
27330,11409,26,3,183.0,0.0,549.0
27331,11410,31,1,64.68,9.7,54.98
27332,11410,20,3,238.82,0.0,716.46
27333,11410,64,1,256.44,0.0,256.44
27334,11410,21,3,159.11,23.87,453.46
27335,11410,52,2,97.93,0.0,195.86
27336,11411,67,3,310.47,0.0,931.41
27337,11412,69,2,177.24,53.17,301.31
27338,11412,51,1,236.82,11.84,224.98
27339,11412,45,3,206.77,0.0,620.31
27340,11412,21,1,159.11,0.0,159.11
27341,11412,27,1,68.37,6.84,61.53
27342,11413,54,2,200.54,60.16,340.92
27343,11413,62,3,159.59,23.94,454.83
27344,11413,39,2,49.95,0.0,99.9
27345,11414,70,1,318.01,318.0,286.21
27346,11414,41,1,50.99,0.0,50.99
27347,11414,33,3,82.14,0.0,246.42
27348,11415,17,3,144.83,65.17,369.32
27349,11415,2,1,122.34,0.0,122.34
27350,11416,41,2,50.99,0.0,101.98
27351,11416,16,1,110.35,0.0,110.35
27352,11417,14,1,172.14,0.0,172.14
27353,11417,29,2,93.43,28.03,158.83
27354,11417,42,3,75.33,0.0,225.99
27355,11417,44,3,190.78,57.23,515.11
27356,11417,61,3,234.61,105.57,598.26
27357,11418,54,2,200.54,60.16,340.92
27358,11418,32,2,79.0,15.8,142.2
27359,11418,23,1,208.08,0.0,208.08
27360,11418,21,3,159.11,47.73,429.6
27361,11418,14,2,172.14,0.0,344.28
27362,11419,59,1,349.44,0.0,349.44
27363,11420,70,3,318.01,143.1,810.93
27364,11421,20,1,238.82,0.0,238.82
27365,11421,65,1,300.59,0.0,300.59
27366,11422,71,1,159.04,7.95,151.09
27367,11422,62,1,159.59,159.6,143.63
27368,11423,21,3,159.11,23.87,453.46
27369,11424,54,2,200.54,20.05,381.03
27370,11425,42,1,75.33,7.53,67.8
27371,11426,51,3,236.82,35.52,674.94
27372,11426,31,1,64.68,0.0,64.68
27373,11427,45,-2,206.77,62.03,351.51
27374,11427,53,3,197.26,59.18,532.6
27375,11427,8,3,180.47,54.14,487.27
27376,11427,11,3,211.28,0.0,633.84
27377,11427,21,3,159.11,23.87,453.46
27378,11428,28,2,96.03,28.81,163.25
27379,11429,42,2,75.33,15.07,135.59
27380,11429,31,3,64.68,0.0,194.04
27381,11429,26,2,183.0,0.0,366.0
27382,11429,69,3,177.24,26.59,505.13
27383,11429,11,3,211.28,31.69,602.15
27384,11430,3,1,93.62,0.0,93.62
27385,11431,16,2,110.35,11.04,209.66
27386,11432,37,1,63.47,0.0,63.47
27387,11432,17,3,144.83,0.0,434.49
27388,11433,41,3,50.99,0.0,152.97
27389,11433,47,1,188.17,9.41,178.76
27390,11434,66,1,234.61,11.73,222.88
27391,11434,64,2,256.44,51.29,461.59
27392,11434,7,2,243.68,0.0,487.36
27393,11435,60,2,212.72,21.27,404.17
27394,11435,17,1,144.83,0.0,144.83
27395,11435,71,2,159.04,31.81,286.27
27396,11435,52,2,97.93,9.79,186.07
27397,11436,48,1,367.71,18.39,349.32
27398,11437,64,2,256.44,0.0,512.88
27399,11437,56,2,268.8,26.88,510.72
27400,11437,22,3,136.34,0.0,409.02
27401,11438,66,1,234.61,11.73,222.88
27402,11438,4,3,97.88,0.0,293.64
27403,11439,53,2,197.26,0.0,394.52
27404,11440,18,1,140.88,0.0,140.88
27405,11441,37,1,63.47,6.35,57.12
27406,11442,69,2,177.24,35.45,319.03
27407,11443,55,2,478.02,143.41,812.63
27408,11444,39,2,49.95,9.99,89.91
27409,11444,4,1,97.88,4.89,92.99
27410,11444,46,1,161.47,0.0,161.47
27411,11444,34,3,41.41,12.42,111.81
27412,11445,20,1,238.82,0.0,238.82
27413,11446,5,3,182.17,0.0,546.51
27414,11446,62,2,159.59,47.88,271.3
27415,11446,39,3,49.95,22.48,127.37
27416,11447,12,3,147.57,0.0,442.71
27417,11447,47,3,188.17,28.23,536.28
27418,11448,29,2,93.43,18.69,168.17
27419,11449,56,3,268.8,40.32,766.08
27420,11450,71,3,159.04,23.86,453.26
27421,11450,27,3,68.37,0.0,205.11
27422,11450,21,1,159.11,0.0,159.11
27423,11451,27,3,68.37,10.26,194.85
27424,11452,43,3,277.53,124.89,707.7
27425,11452,34,3,41.41,0.0,124.23
27426,11453,50,2,244.62,73.39,415.85
27427,11454,6,1,178.02,0.0,178.02
27428,11454,12,3,147.57,22.14,420.57
27429,11454,34,2,41.41,0.0,82.82
27430,11454,3,1,93.62,0.0,93.62
27431,11455,53,2,197.26,0.0,394.52
27432,11456,7,1,243.68,0.0,243.68
27433,11456,51,2,236.82,71.05,402.59
27434,11456,44,1,190.78,0.0,190.78
27435,11456,67,3,310.47,46.57,884.84
27436,11457,20,3,238.82,0.0,716.46
27437,11457,21,1,159.11,0.0,159.11
27438,11457,61,3,234.61,0.0,703.83
27439,11458,15,1,154.26,23.14,131.12
27440,11459,15,1,154.26,0.0,154.26
27441,11460,15,3,154.26,69.42,393.36
27442,11461,10,3,231.22,34.68,658.98
27443,11462,22,3,136.34,20.45,388.57
27444,11463,27,3,68.37,20.51,184.6
27445,11464,42,1,75.33,3.77,71.56
27446,11464,71,3,159.04,23.86,453.26
27447,11464,46,2,161.47,32.29,290.65
27448,11465,68,3,310.47,46.57,884.84
27449,11465,2,3,122.34,36.7,330.32
27450,11465,9,2,151.74,15.17,288.31
27451,11466,48,3,367.71,110.31,992.82
27452,11467,35,1,82.41,0.0,82.41
27453,11467,23,2,208.08,0.0,416.16
27454,11467,63,3,200.54,60.16,541.46
27455,11468,25,3,163.63,0.0,490.89
27456,11468,34,3,41.41,6.21,118.02
27457,11468,61,2,234.61,23.46,445.76
27458,11469,43,3,277.53,83.26,749.33
27459,11469,51,1,236.82,0.0,236.82
27460,11470,23,3,208.08,62.42,561.82
27461,11470,16,3,110.35,16.55,314.5
27462,11470,56,2,268.8,53.76,483.84
27463,11470,39,2,49.95,0.0,99.9
27464,11471,23,1,208.08,0.0,208.08
27465,11472,62,1,159.59,15.96,143.63
27466,11472,1,1,248.27,12.41,235.86
27467,11472,13,3,160.7,72.31,409.79
27468,11473,21,2,159.11,47.73,270.49
27469,11474,35,3,82.41,0.0,247.23
27470,11474,48,3,367.71,0.0,1103.13
27471,11474,11,2,211.28,21.13,401.43
27472,11475,67,2,310.47,31.05,589.89
27473,11475,47,3,188.17,56.45,508.06
27474,11475,2,2,122.34,0.0,244.68
27475,11476,53,3,197.26,0.0,591.78
27476,11476,12,1,147.57,0.0,147.57
27477,11476,25,3,163.63,0.0,490.89
27478,11477,55,1,478.02,0.0,478.02
27479,11477,50,1,244.62,0.0,244.62
27480,11478,22,2,136.34,13.63,259.05
27481,11478,45,2,206.77,0.0,413.54
27482,11478,21,1,159.11,0.0,159.11
27483,11478,8,2,180.47,0.0,360.94
27484,11479,70,2,318.01,63.6,572.42
27485,11479,65,2,300.59,0.0,601.18
27486,11479,59,3,349.44,0.0,1048.32
27487,11480,5,3,182.17,54.65,491.86
27488,11480,17,1,144.83,7.24,137.59
27489,11480,61,1,234.61,0.0,234.61
27490,11481,70,2,318.01,0.0,636.02
27491,11481,54,2,200.54,40.11,360.97
27492,11481,58,2,183.14,36.63,329.65
27493,11481,8,3,180.47,81.21,460.2
27494,11481,16,1,110.35,0.0,110.35
27495,11482,35,2,82.41,0.0,164.82
27496,11483,67,3,310.47,139.71,791.7
27497,11484,56,1,268.8,40.32,228.48
27498,11485,2,1,122.34,0.0,122.34
27499,11485,43,3,277.53,0.0,832.59
27500,11485,23,1,208.08,0.0,208.08
27501,11486,10,2,231.22,0.0,462.44
27502,11486,5,2,182.17,0.0,364.34
27503,11486,46,1,161.47,16.15,145.32
27504,11486,38,1,52.51,0.0,52.51
27505,11486,42,2,75.33,0.0,150.66
27506,11487,46,1,161.47,16.15,145.32
27507,11488,27,3,68.37,10.26,194.85
27508,11488,8,1,180.47,0.0,180.47
27509,11488,43,3,277.53,41.63,790.96
27510,11488,25,2,163.63,16.36,310.9
27511,11488,67,3,310.47,0.0,931.41
27512,11489,9,3,151.74,0.0,455.22
27513,11489,38,1,52.51,0.0,52.51
27514,11489,32,2,79.0,23.7,134.3
27515,11489,36,2,33.65,10.09,57.21
27516,11489,26,3,183.0,82.35,466.65
27517,11490,59,1,349.44,0.0,349.44
27518,11490,63,-2,200.54,0.0,401.08
27519,11490,18,1,140.88,21.13,119.75
27520,11491,32,1,79.0,0.0,79.0
27521,11491,5,1,182.17,18.22,163.95
27522,11492,65,2,300.59,60.12,541.06
27523,11492,31,2,64.68,6.47,122.89
27524,11493,21,3,159.11,0.0,477.33
27525,11493,61,1,234.61,0.0,234.61
27526,11494,17,3,144.83,65.17,369.32
27527,11494,33,3,82.14,36.96,209.46
27528,11494,5,3,182.17,0.0,546.51
27529,11495,57,2,107.13,0.0,214.26
27530,11495,50,1,244.62,12.23,232.39
27531,11496,21,1,159.11,23.87,135.24
27532,11496,52,1,97.93,0.0,97.93
27533,11496,25,3,163.63,0.0,490.89
27534,11497,55,1,478.02,47.8,430.22
27535,11497,3,3,93.62,0.0,280.86
27536,11497,54,2,200.54,0.0,401.08
27537,11498,31,3,64.68,29.11,164.93
27538,11498,34,3,41.41,18.63,105.6
27539,11498,10,3,231.22,104.05,589.61
27540,11499,32,-3,79.0,35.55,201.45
27541,11499,33,3,82.14,0.0,246.42
27542,11499,16,3,110.35,16.55,314.5
27543,11499,50,1,244.62,0.0,244.62
27544,11500,40,3,122.76,55.24,313.04
27545,11500,13,3,160.7,48.21,433.89
27546,11500,36,3,33.65,5.05,95.9
27547,11501,59,3,349.44,157.25,891.07
27548,11501,58,2,183.14,0.0,366.28
27549,11502,37,1,63.47,3.17,60.3
27550,11502,11,3,211.28,63.38,570.46
27551,11502,2,2,122.34,0.0,244.68
27552,11503,11,3,211.28,63.38,570.46
27553,11504,35,2,82.41,16.48,148.34
27554,11505,11,3,211.28,31.69,602.15
27555,11506,5,2,182.17,18.22,346.12
27556,11506,17,2,144.83,0.0,289.66
27557,11506,52,1,97.93,0.0,97.93
27558,11506,30,3,60.79,9.12,173.25
27559,11506,41,2,50.99,0.0,101.98
27560,11507,67,3,310.47,0.0,931.41
27561,11508,10,2,231.22,46.24,416.2
27562,11509,52,1,97.93,0.0,97.93
27563,11510,25,2,163.63,16.36,310.9
27564,11511,71,1,159.04,0.0,159.04
27565,11512,9,3,151.74,45.52,409.7
27566,11512,33,3,82.14,36.96,209.46
27567,11512,66,3,234.61,0.0,703.83
27568,11512,60,3,212.72,0.0,638.16
27569,11512,30,3,60.79,9.12,173.25
27570,11513,65,1,300.59,30.06,270.53
27571,11513,66,1,234.61,23.46,211.15
27572,11514,53,2,197.26,39.45,355.07
27573,11514,35,2,82.41,0.0,164.82
27574,11515,17,2,144.83,28.97,260.69
27575,11515,13,2,160.7,0.0,321.4
27576,11515,47,3,188.17,84.68,479.83
27577,11516,59,1,349.44,34.94,314.5
27578,11516,15,1,154.26,0.0,154.26
27579,11516,11,1,211.28,0.0,211.28
27580,11517,11,1,211.28,21.13,190.15
27581,11517,31,3,64.68,9.7,184.34
27582,11517,26,2,183.0,36.6,329.4
27583,11517,20,3,238.82,0.0,716.46
27584,11518,5,1,182.17,0.0,182.17
27585,11518,30,1,60.79,0.0,60.79
27586,11518,64,1,256.44,0.0,256.44
27587,11518,43,3,277.53,83.26,749.33
27588,11519,41,3,50.99,0.0,152.97
27589,11520,14,1,172.14,25.82,146.32
27590,11520,37,2,63.47,12.69,114.25
27591,11520,53,1,197.26,0.0,197.26
27592,11520,25,2,163.63,32.73,294.53
27593,11520,5,2,182.17,36.43,327.91
27594,11521,57,1,107.13,10.71,96.42
27595,11521,4,1,97.88,0.0,97.88
27596,11521,47,3,188.17,84.68,479.83
27597,11522,68,1,310.47,0.0,310.47
27598,11523,44,3,190.78,57.23,515.11
27599,11523,33,1,82.14,0.0,82.14
27600,11523,32,3,79.0,0.0,237.0
27601,11523,58,1,183.14,0.0,183.14
27602,11523,41,2,50.99,5.1,96.88
27603,11524,46,1,161.47,24.22,137.25
27604,11525,25,2,163.63,0.0,327.26
27605,11525,7,2,243.68,73.1,414.26
27606,11525,52,2,97.93,0.0,195.86
27607,11525,68,1,310.47,31.05,279.42
27608,11526,70,2,318.01,0.0,636.02
27609,11526,55,1,478.02,0.0,478.02
27610,11527,3,3,93.62,42.13,238.73
27611,11527,8,1,180.47,27.07,153.4
27612,11528,11,-2,211.28,0.0,422.56
27613,11528,53,2,197.26,0.0,394.52
27614,11528,39,1,49.95,7.49,42.46
27615,11529,62,2,159.59,0.0,319.18
27616,11530,53,1,197.26,0.0,197.26
27617,11530,5,2,182.17,0.0,364.34
27618,11530,34,3,41.41,0.0,124.23
27619,11531,26,3,183.0,54.9,494.1
27620,11531,56,2,268.8,0.0,537.6
27621,11532,62,1,159.59,0.0,159.59
27622,11532,8,3,180.47,0.0,541.41
27623,11532,3,2,93.62,18.72,168.52
27624,11532,54,2,200.54,20.05,381.03
27625,11532,58,1,183.14,9.16,173.98
27626,11533,47,1,188.17,0.0,188.17
27627,11533,48,2,367.71,0.0,735.42
27628,11533,1,3,248.27,0.0,744.81
27629,11534,50,1,244.62,0.0,244.62
27630,11535,47,1,188.17,0.0,188.17
27631,11536,41,1,50.99,2.55,48.44
27632,11536,64,3,256.44,38.47,730.85
27633,11536,20,2,238.82,23.88,453.76
27634,11536,56,3,268.8,80.64,725.76
27635,11536,34,3,41.41,0.0,124.23
27636,11537,27,2,68.37,20.51,116.23
27637,11538,36,1,33.65,0.0,33.65
27638,11539,29,3,93.43,0.0,280.29
27639,11539,67,3,310.47,0.0,931.41
27640,11540,19,2,206.87,62.06,351.68
27641,11540,11,3,211.28,0.0,633.84
27642,11541,55,1,478.02,0.0,478.02
27643,11541,38,3,52.51,0.0,157.53
27644,11542,45,3,206.77,0.0,620.31
27645,11543,52,2,97.93,19.59,176.27
27646,11544,45,3,206.77,62.03,558.28
27647,11544,8,3,180.47,0.0,541.41
27648,11545,11,3,211.28,0.0,633.84
27649,11545,6,1,178.02,0.0,178.02
27650,11546,45,3,206.77,0.0,620.31
27651,11546,12,3,147.57,66.41,376.3
27652,11547,41,2,50.99,15.3,86.68
27653,11548,5,1,182.17,0.0,182.17
27654,11549,12,3,147.57,22.14,420.57
27655,11550,21,3,159.11,0.0,477.33
27656,11550,14,2,172.14,0.0,344.28
27657,11550,8,3,180.47,27.07,514.34
27658,11551,64,3,256.44,38.47,730.85
27659,11551,66,3,234.61,0.0,703.83
27660,11551,41,3,50.99,22.95,130.02
27661,11551,67,1,310.47,0.0,310.47
27662,11552,25,3,163.63,0.0,490.89
27663,11553,4,1,97.88,0.0,97.88
27664,11553,10,1,231.22,0.0,231.22
27665,11553,60,1,212.72,31.91,180.81
27666,11554,21,2,159.11,0.0,318.22
27667,11554,20,1,238.82,0.0,238.82
27668,11554,35,2,82.41,16.48,148.34
27669,11555,32,2,79.0,0.0,158.0
27670,11556,50,2,244.62,0.0,489.24
27671,11556,3,3,93.62,14.04,266.82
27672,11556,39,1,49.95,0.0,49.95
27673,11557,29,1,93.43,4.67,88.76
27674,11558,13,1,160.7,0.0,160.7
27675,11558,40,3,122.76,55.24,313.04
27676,11559,37,2,63.47,0.0,126.94
27677,11560,48,1,367.71,0.0,367.71
27678,11560,67,3,310.47,0.0,931.41
27679,11561,25,3,163.63,73.63,417.26
27680,11562,42,2,75.33,0.0,150.66
27681,11562,69,2,177.24,17.72,336.76
27682,11562,23,2,208.08,0.0,416.16
27683,11562,46,2,161.47,0.0,322.94
27684,11562,52,3,97.93,29.38,264.41
27685,11563,16,3,110.35,33.1,297.95
27686,11564,31,2,64.68,0.0,129.36
27687,11565,14,2,172.14,51.64,292.64
27688,11565,4,3,97.88,14.68,278.96
27689,11565,47,2,188.17,56.45,319.89
27690,11566,67,2,310.47,93.14,527.8
27691,11566,29,2,93.43,28.03,158.83
27692,11567,17,2,144.83,43.45,246.21
27693,11567,68,1,310.47,15.52,294.95
27694,11567,38,3,52.51,23.63,133.9
27695,11567,57,2,107.13,0.0,214.26
27696,11567,36,1,33.65,5.05,28.6
27697,11568,69,2,177.24,0.0,354.48
27698,11568,19,1,206.87,0.0,206.87
27699,11568,11,2,211.28,63.38,359.18
27700,11568,32,3,79.0,23.7,213.3
27701,11568,66,2,234.61,46.92,422.3
27702,11569,20,2,238.82,0.0,477.64
27703,11570,56,3,268.8,80.64,725.76
27704,11571,65,2,300.59,90.18,511.0
27705,11572,71,1,159.04,0.0,159.04
27706,11572,34,3,41.41,0.0,124.23
27707,11573,44,1,190.78,28.62,162.16
27708,11573,28,1,96.03,9.6,86.43
27709,11574,33,1,82.14,0.0,82.14
27710,11574,9,1,151.74,22.76,128.98
27711,11574,31,2,64.68,12.94,116.42
27712,11574,7,3,243.68,0.0,731.04
27713,11575,68,1,310.47,0.0,310.47
27714,11575,20,3,238.82,71.65,644.81
27715,11575,69,2,177.24,0.0,354.48
27716,11576,64,1,256.44,0.0,256.44
27717,11576,56,1,268.8,0.0,268.8
27718,11576,32,3,79.0,0.0,237.0
27719,11577,40,2,122.76,0.0,245.52
27720,11577,58,3,183.14,82.41,467.01
27721,11578,61,3,234.61,35.19,668.64
27722,11578,29,1,93.43,0.0,93.43
27723,11578,5,1,182.17,18.22,163.95
27724,11579,55,3,478.02,0.0,1434.06
27725,11579,12,1,147.57,22.14,125.43
27726,11580,24,1,205.36,30.8,174.56
27727,11580,71,2,159.04,47.71,270.37
27728,11580,14,3,172.14,51.64,464.78
27729,11581,61,3,234.61,0.0,703.83
27730,11582,33,1,82.14,12.32,69.82
27731,11582,35,1,82.41,8.24,74.17
27732,11582,40,3,122.76,0.0,368.28
27733,11582,6,2,178.02,0.0,356.04
27734,11583,31,2,64.68,12.94,116.42
27735,11584,63,-3,200.54,0.0,601.62
27736,11585,66,1,234.61,0.0,234.61
27737,11585,51,1,236.82,0.0,236.82
27738,11585,39,1,49.95,5.0,44.95
27739,11586,21,1,159.11,7.96,151.15
27740,11586,4,3,97.88,0.0,293.64
27741,11587,14,2,172.14,0.0,344.28
27742,11587,47,3,188.17,56.45,508.06
27743,11588,37,3,63.47,9.52,180.89
27744,11588,65,3,300.59,450.9,856.68
27745,11588,71,3,159.04,0.0,477.12
27746,11589,48,3,367.71,55.16,1047.97
27747,11589,5,1,182.17,0.0,182.17
27748,11590,50,3,244.62,0.0,733.86
27749,11591,60,3,212.72,0.0,638.16
27750,11591,18,2,140.88,42.26,239.5
27751,11592,29,1,93.43,14.01,79.42
27752,11592,2,2,122.34,12.23,232.45
27753,11592,54,2,200.54,20.05,381.03
27754,11592,65,1,300.59,15.03,285.56
27755,11593,36,2,33.65,6.73,60.57
27756,11594,66,1,234.61,23.46,211.15
27757,11594,43,2,277.53,0.0,555.06
27758,11594,36,3,33.65,10.09,90.86
27759,11595,27,3,68.37,0.0,205.11
27760,11596,34,3,41.41,18.63,105.6
27761,11597,36,3,33.65,10.09,90.86
27762,11597,39,3,49.95,0.0,149.85
27763,11597,11,3,211.28,63.38,570.46
27764,11598,28,3,96.03,14.4,273.69
27765,11599,24,1,205.36,30.8,174.56
27766,11599,46,3,161.47,72.66,411.75
27767,11599,12,2,147.57,0.0,295.14
27768,11600,15,2,154.26,0.0,308.52
27769,11600,3,3,93.62,14.04,266.82
27770,11601,42,2,75.33,0.0,150.66
27771,11602,69,1,177.24,0.0,177.24
27772,11602,58,2,183.14,0.0,366.28
27773,11602,44,1,190.78,0.0,190.78
27774,11602,68,3,310.47,46.57,884.84
27775,11603,29,3,93.43,0.0,280.29
27776,11604,37,2,63.47,0.0,126.94
27777,11604,66,1,234.61,0.0,234.61
27778,11604,52,3,97.93,44.07,249.72
27779,11605,24,2,205.36,0.0,410.72
27780,11606,15,2,154.26,15.43,293.09
27781,11607,41,2,50.99,10.2,91.78
27782,11607,9,2,151.74,0.0,303.48
27783,11608,25,1,163.63,16.36,147.27
27784,11608,39,1,49.95,0.0,49.95
27785,11608,67,1,310.47,46.57,263.9
27786,11609,13,2,160.7,16.07,305.33
27787,11609,58,-2,183.14,36.63,329.65
27788,11610,33,3,82.14,0.0,246.42
27789,11611,65,3,300.59,135.27,766.5
27790,11611,14,2,172.14,0.0,344.28
27791,11612,10,2,231.22,0.0,462.44
27792,11613,23,3,208.08,31.21,593.03
27793,11613,39,2,49.95,0.0,99.9
27794,11613,34,3,41.41,6.21,118.02
27795,11613,61,3,234.61,0.0,703.83
27796,11614,32,3,79.0,0.0,237.0
27797,11615,70,3,318.01,95.4,858.63
27798,11615,62,2,159.59,47.88,271.3
27799,11615,20,3,238.82,0.0,716.46
27800,11615,21,1,159.11,7.96,151.15
27801,11615,36,2,33.65,3.37,63.93
27802,11616,56,1,268.8,26.88,241.92
27803,11617,67,3,310.47,139.71,791.7
27804,11618,14,3,172.14,0.0,516.42
27805,11618,22,1,136.34,0.0,136.34
27806,11619,9,3,151.74,22.76,432.46
27807,11619,55,2,478.02,47.8,908.24
